"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"5142",6,7,0,146,"170D",170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,5,NA,NA,NA,NA,0,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,998,998,74,38.133,NA,NA,NA,NA,NA,NA,NA,NA,"P","9","D","D","9","W","9",1,1,247,23
"5143",2,1,0,162,"171H",171,145,0,6,3,2,2,2,4,0,170,12,12,170,1,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,57,0,0,74,1102.375,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","H","E","9","W","9",1,1,303,23
"5144",1,2,0,147,"172K",172,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"T","9",NA,NA,NA,NA,1,NA,1,NA,NA,31,57,998,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","K","D","9","O","9",1,1,320,23
"5145",1,NA,0,144,"173K",173,59,0,32,2,9,18,30,36,39,140,1,NA,140,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",1,1,249,23
"5146",1,2,0,146,"173K",173,31,1,46,39,28,21,14,6,-53,150,12,12,150,8,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,63,350,0,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","K","E","W","E","N",1,2,264,23
"5147",1,NA,0,149,"174F",174,172,0,2,13,23,32,32,1,-15,197,10,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,74,210.88,NA,NA,NA,NA,NA,NA,NA,NA,"P","","F","A","","W","",0,1,262,23
"5148",1,NA,0,172,"174F",174,180,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,180,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,74,210.88,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,2,351,23
"5149",1,NA,0,168,"175H",175,28,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,180,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,74,589.642,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",0,2,359,23
"5150",1,NA,1,170,"176K",176,53,0,4,8,8,9,19,53,177,65,11,NA,998,4,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,320,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,1,343,23
"5151",1,NA,0,144,"176K",176,85,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,150,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",1,2,250,23
"5152",2,NA,0,155,"177K",177,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"9","","K","9","","9","",NA,1,303,23
"5153",1,NA,0,157,"177K",177,38,0,73,45,17,12,8,0,-56,150,6,NA,150,6,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,3,NA,170,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","E","",1,2,277,23
"5154",1,2,0,140,"177K",177,31,0,7,6,7,12,10,16,66,164,12,12,164,4,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,1,0,0,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"R","D","K","E","E","E","W",1,3,272,23
"5155",1,NA,0,147,"178F",178,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,NA,NA,74,179.706,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,262,23
"5156",1,NA,0,143,"179H",179,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,159,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,350,NA,74,502.478,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","A","","W","",1,1,260,23
"5157",2,1,0,156,"180B",180,41,0,4,29,59,71,39,22,-25,143,10,10,998,5,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,42,63,300,300,74,8.754,NA,NA,NA,NA,NA,NA,NA,NA,"P","F","B","A","W","W","N",1,1,281,23
"5158",1,NA,0,166,"182F",182,79,0,1,5,11,21,24,43,30,184,12,NA,184,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,74,261.613,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,1,304,23
"5159",1,NA,0,152,"182F",182,20,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,153,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,74,261.613,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","E","",1,2,270,23
"5160",1,NA,0,156,"183H",183,42,0,0,0,0,9,9,15,57,160,12,NA,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,74,731.498,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","W","",1,1,281,23
"5161",4,2,0,174,"184D",184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,8,NA,3,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,51,3,0,250,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"R","B","D","E","E","E","W",1,1,342,23
"5162",1,5,0,146,"184D",184,201,1,1,10,17,20,8,0,-4,201,10,12,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,4,290,0,74,8.868,1,1,1,1,1,2,0,146,"P","D","D","E","E","W","W",1,3,251,23
"5163",1,2,0,151,"185E",185,30,0,NA,NA,NA,NA,NA,NA,NA,NA,1,12,147,5,2,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,30,10,74,32.811,NA,NA,NA,NA,NA,NA,NA,NA,"R","Z","E","E","E","E","S",1,1,267,23
"5164",1,2,1,NA,"185E",185,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,74,32.811,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","E","9","9","9","9",NA,2,NA,23
"5165",1,NA,0,150,"186F",186,190,0,2,2,2,4,3,3,3,102,12,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,74,55.012,NA,NA,NA,NA,NA,NA,NA,NA,"P","","F","L","","S","",0,1,284,23
"5166",1,NA,0,149,"186F",186,131,0,12,0,0,0,0,0,-5,140,83,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,80,NA,74,55.012,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","S","",1,2,262,23
"5167",1,2,0,152,"187G",187,32,0,3,2,2,2,5,10,59,150,12,3,150,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,10,90,74,66.287,0,2,0,0,0,0,-113,168,"R","Z","G","E","E","E","W",NA,1,260,23
"5168",1,2,0,153,"187G",187,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","9",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,74,66.287,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","G","9","9","9","9",NA,2,262,23
"5169",1,NA,0,157,"188G",188,147,0,24,20,19,9,13,22,0,150,71,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,74,66.287,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,281,23
"5170",1,NA,0,161,"188G",188,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,74,66.287,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,2,279,23
"5171",1,NA,0,151,"190C",190,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,74,9.286,NA,NA,NA,NA,NA,NA,NA,NA,"9","","C","9","","9","",NA,1,272,23
"5172",1,NA,0,155,"190C",190,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,74,9.286,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","C","9","","9","",NA,2,273,23
"5173",1,NA,0,156,"191F",191,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,74,674.815,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,281,23
"5174",1,NA,0,156,"191F",191,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,74,674.815,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,2,282,23
"5175",3,1,0,145,"192K",192,110,1,0,9,15,25,33,30,15,150,12,1,150,2,8,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,2,0,40,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","K","E","E","W","E",1,1,264,23
"5176",1,NA,0,147,"192K",192,226,0,0,19,29,25,14,1,50,188,8,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,250,NA,74,8.868,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,2,253,23
"5177",1,2,0,165,"193D",193,206,0,8,36,46,20,14,4,55,235,2,0,998,3,2,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,70,998,74,17.5,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","D","A","A","W","O",1,1,279,23
"5178",1,NA,0,167,"193D",193,177,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,180,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,74,17.5,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,2,295,23
"5179",1,NA,0,158,"194F",194,81,0,24,20,16,13,10,8,-75,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,74,180.929,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,287,23
"5180",1,NA,0,153,"195H",195,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,74,505.896,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,262,23
"5181",1,NA,0,152,"195H",195,14,0,0,0,0,1,0,0,-65,144,12,NA,144,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,74,505.896,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",1,2,270,23
"5182",1,2,0,156,"196J",196,121,1,8,4,3,4,6,5,0,152,1,1,152,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,20,40,74,8.832,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","J","E","9","W","9",1,1,272,23
"5183",1,NA,0,158,"196J",196,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,320,NA,74,8.832,NA,NA,NA,NA,NA,NA,NA,NA,"9","","J","9","","9","",NA,2,328,23
"5184",2,3,0,158,"196J",196,121,1,0,10,8,13,14,3,140,121,10,9,998,2,2,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,290,270,74,8.832,12,13,9,0,0,0,-160,133,"F","Z","J","E","E","W","W",0,3,269,23
"5185",4,NA,0,162,"196J",196,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,74,8.832,NA,NA,NA,NA,NA,NA,NA,NA,"9","","J","9","","9","",NA,4,303,23
"5186",1,NA,0,152,"197C",197,19,0,0,0,0,0,0,2,64,148,12,NA,148,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,74,8.832,NA,NA,NA,NA,NA,NA,NA,NA,"R","","C","E","","E","",1,1,264,23
"5187",1,2,0,155,"198G",198,180,0,2,12,24,14,11,3,-7,201,9,3,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,51,280,90,74,355.74,3,11,10,7,4,1,117,140,"P","F","G","E","E","W","N",0,1,266,23
"5188",1,NA,0,170,"198G",198,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,170,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,74,355.74,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,310,23
"5189",1,NA,0,164,"199H",199,59,0,0,0,1,15,15,5,210,124,10,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,74,825.499,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","W","",0,1,353,23
"5190",1,2,0,155,"199H",199,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,20,NA,74,825.499,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",NA,2,263,23
"5191",1,2,0,158,"200F",200,160,0,3,14,9,13,9,1,-46,223,2,6,998,2,1,NA,NA,NA,0,0,0,1,NA,"R","B",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,70,180,74,126.528,4,3,5,7,8,8,-74,190,"P","L","F","E","L","W","E",0,1,328,23
"5192",2,NA,0,144,"200F",200,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,140,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,310,NA,74,126.528,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,250,23
"5193",1,NA,0,151,"200F",200,155,0,15,16,16,17,17,19,0,155,11,NA,155,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,74,126.528,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,3,272,23
"5194",1,2,0,172,"201G",201,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,3,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,140,100,74,152.46,NA,NA,NA,NA,NA,NA,NA,NA,"F","B","G","E","E","9","9",0,1,364,23
"5195",1,2,0,149,"201G",201,35,0,7,6,5,2,0,4,-55,145,11,9,145,3,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,340,270,74,152.46,3,3,2,0,2,3,-143,61,"L","B","G","E","E","E","W",1,2,262,23
"5196",2,1,0,148,"202H",202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","9",NA,NA,NA,NA,1,NA,1,NA,NA,51,41,NA,NA,74,353.785,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",NA,1,320,23
"5197",1,NA,0,149,"203H",203,155,0,2,1,0,0,0,0,0,163,6,NA,163,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,74,353.785,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",0,1,273,23
"5198",1,2,0,143,"203H",203,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,6,150,1,1,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,0,170,74,353.785,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","H","E","E","W","W",1,2,260,23
"5199",2,NA,0,145,"203H",203,53,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,74,353.785,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,3,264,23
"5200",1,NA,0,149,"204D",204,45,0,0,4,7,9,14,25,60,165,12,NA,165,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,74,13.598,NA,NA,NA,NA,NA,NA,NA,NA,"R","","D","E","","W","",1,1,258,23
"5201",1,NA,0,156,"205G",205,135,0,3,3,6,13,9,2,5,140,11,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,74,169.4,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,277,23
"5202",1,NA,0,154,"205G",205,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,40,NA,74,169.4,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",1,2,264,23
"5203",1,NA,0,164,"206H",206,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,74,393.095,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,1,291,23
"5204",3,1,0,139,"207K",207,119,1,8,33,35,29,19,7,39,95,11,12,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,57,330,0,74,15.46,0,1,1,0,0,0,0,156,"Y","D","K","A","M","W","W",1,1,272,23
"5205",1,NA,0,147,"208K",208,14,0,0,5,6,6,3,4,-63,140,12,NA,140,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,74,15.46,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","S","",1,1,252,23
"5206",1,NA,0,158,"208K",208,87,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,170,2,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,200,NA,74,15.46,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",1,2,287,23
"5207",1,NA,0,173,"209B",209,176,0,13,13,24,25,15,30,0,180,12,NA,180,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,74,8.776,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,1,364,23
"5208",1,NA,0,162,"209B",209,222,0,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,998,8,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,74,8.776,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","B","A","","W","",1,2,303,23
"5209",2,1,0,153,"  1H",1,132,0,8,14,19,27,15,8,-12,156,12,10,156,2,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,0,310,75,258.724,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","H","E","E","W","W",1,2,276,23
"5210",2,NA,0,157,"  1H",1,140,0,6,16,23,18,5,0,0,152,12,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,75,258.724,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,3,287,23
"5211",1,NA,0,137,"  3F",3,74,0,3,2,2,2,2,2,-35,144,12,NA,144,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,75,232.936,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,236,23
"5212",1,NA,0,156,"  4H",4,62,0,8,0,0,0,0,0,-44,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,75,629.345,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,1,276,23
"5213",1,NA,0,148,"  5H",5,74,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,75,629.345,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",0,1,273,23
"5214",1,NA,0,147,"  5H",5,97,0,2,1,1,1,0,0,-123,97,2,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,75,629.345,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",0,2,265,23
"5215",1,2,0,137,"  6B",6,112,0,54,46,37,32,11,0,-7,148,12,6,148,3,NA,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,2,51,0,180,75,37.368,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","B","E","E","W","9",1,1,272,23
"5216",1,3,0,144,"  6B",6,124,0,61,53,45,38,28,7,0,146,12,6,146,3,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,51,350,170,75,37.368,2,5,4,0,1,0,-153,95,"D","Z","B","E","E","W","W",1,2,250,23
"5217",1,2,0,145,"  7J",7,119,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"T","9",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,NA,75,38.652,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","J","D","9","O","9",1,1,245,23
"5218",1,NA,0,151,"  8C",8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,170,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,300,NA,75,42.663,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","C","E","","W","",1,1,276,23
"5219",1,NA,1,156,"  8C",8,29,0,0,0,0,1,1,6,43,154,12,NA,154,3,NA,NA,NA,NA,NA,0,0,1,1,"F","",NA,NA,NA,NA,1,7,1,1,NA,1,NA,10,NA,75,42.663,NA,NA,NA,NA,NA,NA,NA,NA,"R","","C","E","","E","",1,2,308,23
"5220",1,NA,0,157,"  9E",9,238,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,310,NA,75,776.335,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","A","","W","",1,1,287,23
"5221",1,NA,0,155,"  9E",9,164,0,9,8,8,7,1,0,0,164,12,NA,164,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,75,776.335,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,272,23
"5222",3,2,0,144," 10F",10,112,1,0,3,0,8,9,0,-154,130,5,3,998,1,NA,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,49,48,160,90,75,291.589,NA,NA,NA,NA,NA,NA,NA,NA,"Z","F","F","E","E","W","9",1,1,260,23
"5223",1,NA,0,NA," 11G",11,13,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,172,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,48,NA,0,NA,75,395.198,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",NA,1,282,23
