"","ACCSEQDV","ACCTYPE","ALCTEST","ANGTHIS","ANGOTHER","WEATHER","BAREQSP","BODYTYPE","CARGOWGT","CASEID","CASENO","CONDTREE","CURBWGT","DVEST","DOCTRAJ","DRIVDIST","DRINKING","DRPRES","DRRACE","DRZIP","DVBASIS","DVCONFID","DVLAT","DVLONG","DVTOTAL","ENERGY","FOVERIDE","IMPACTSP","INSPTYPE","LANES","LGTCOND","MAKE","MANEUVER","MODEL","MODELYR","OCCFORMS","OCUPANTS","RATWGT","PREEVENT","PREMOVE","PREILOC","PREISTAB","PSU","ALIGNMNT","SURCOND","PROFILE","SURTYPE","RELINTER","ROLINDIR","ROLINLOC","ROLINTYP","ROLLOBJ","ROLLOVER","ROVERIDE","SPECOTH","SPLIMIT","STRATIF","TOWHITCH","TOWPAR","TRAFCONT","TRCTLFCT","TRAVELSP","TRAFFLOW","TRIPLOC","VEHNO","VEHUSE","VIN","VINLNGTH","DRUGS","VINO","VERSION","VINMODYR","MCYCLDS","VEHWGT","VINMAKE","VINAMOD","SERTR","VINBT","ROOF1","ROOF2","ROOF3","ANTILOCK","FRTWHLDR","FOURWHDR","RESTYPE","CARBUR","FUELCODE","WGTCDTR","VEHTYPE","WHLDRWHL","DAYRUNLT","otvehwgt","otbdytyp","VINJSER","VINJURED","VTREAT","VAIS"
"1",NA,98,18,997,997,3,NA,14,NA,"  1K",1,0,133,NA,1,NA,1,1,NA,12487,0,0,NA,NA,NA,NA,0,NA,0,2,2,2,NA,403,1991,1,1,50.311,6,14,1,3,2,2,3,4,2,0,NA,NA,NA,NA,NA,0,0,56,"K",0,1,5,2,NA,0,NA,1,0,"2J4FY69S2MJ1",17,0,4,19,1991,NA,NA,"JEEP","W/Y","WYR","2W",1,NA,NA,1,"","","A","","G",1,"T",44,"N",NA,NA,1,1,3,3
"2",1,7,NA,997,997,3,NA,14,1,"  2G",2,0,217,6,0,NA,0,1,NA,12487,5,0,NA,NA,NA,NA,0,NA,3,2,1,35,NA,401,2005,2,2,3018.549,12,14,4,NA,2,2,3,4,2,0,1,1,3,31,1,0,0,56,"G",0,1,0,0,NA,0,6,1,0,"5N1AR18W25C7",17,0,4,19,2005,NA,NA,"NISS","PFI","ULS","4W",1,3,NA,2,"","","S","","G",1,"T",44,"N",998,98,0,0,0,0
"3",1,72,NA,335,350,4,NA,4,1,"  3J",3,0,116,6,0,1,0,1,NA,12484,7,0,NA,NA,NA,NA,0,NA,3,2,2,35,NA,43,2000,1,1,89.024,15,1,1,1,2,1,2,4,2,2,0,0,0,0,0,0,0,89,"J",0,1,0,0,NA,0,0,1,0,"3N1BB51D1YL1",17,0,4,19,2000,NA,2548,"NISS","SSE","","4D",1,NA,NA,7,"Y","N","E","F","G",NA,"P",NA,"N",183,4,0,1,4,1
"4",2,73,NA,998,998,4,31,4,4,"  3J",3,1,183,0,1,1,0,1,1,12404,1,1,31,-5,31,742,0,998,3,2,2,12,6,16,2004,1,1,89.024,60,6,2,1,2,1,2,4,2,2,0,0,0,0,0,0,0,89,"J",0,1,0,0,NA,0,0,2,5,"2FAHP71W74X1",17,0,4,19,2004,NA,9999,"FORD","CVP","","4D",1,NA,NA,2,"N","N","K","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"5",1,68,NA,350,175,0,NA,4,NA,"  4H",4,0,131,6,0,NA,0,1,NA,12533,7,0,NA,NA,NA,NA,0,NA,2,5,1,58,NA,33,1995,1,1,4132.664,15,1,1,NA,2,1,1,4,2,2,0,0,0,0,0,0,0,64,"H",0,1,1,2,NA,0,0,1,0,"JNKCP01D8ST5",17,0,5,19,1995,NA,2877,"INFI","G20","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",130,4,0,0,0,0
"6",1,69,NA,175,350,0,NA,4,0,"  4H",4,0,130,6,0,1,0,1,1,12561,7,0,NA,NA,NA,NA,0,NA,3,3,1,37,8,32,1997,1,1,4132.664,62,1,1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,64,"H",0,1,1,2,NA,1,0,2,0,"1HGCD5659VA2",17,0,4,19,1997,NA,2974,"HOND","UEX","","4D",3,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",131,4,0,0,0,0
"7",NA,1,NA,998,998,2,NA,6,NA,"  5D",5,7,NA,NA,0,NA,1,1,NA,12401,0,0,NA,NA,NA,NA,0,NA,0,2,3,20,NA,399,1995,2,2,677.493,13,14,4,NA,2,3,2,1,2,0,NA,NA,NA,NA,NA,0,0,48,"D",0,1,5,2,NA,0,NA,1,0,"999999999999",NA,0,1,19,9999,9999,9999,"9999","999","999","99",9,9,9,9,"9","9","9","9","9",9,"9",99,"9",NA,NA,0,2,3,1
"8",1,3,NA,998,998,0,13,4,5,"  6K",6,1,137,0,1,1,0,1,2,12401,1,3,13,-2,13,248,0,998,3,2,2,35,7,39,1991,5,5,56.458,89,14,4,3,2,2,2,4,2,0,0,0,0,0,0,0,0,56,"K",0,1,5,2,NA,0,0,1,0,"JN1HJ01P1MT5",17,0,5,19,1991,NA,2980,"NISS","MAX","","4D",1,2,3,7,"Y","N","P","F","G",NA,"P",NA,"N",998,98,0,4,3,2
"9",1,98,NA,0,340,0,10,4,NA,"  7H",7,0,103,0,0,NA,0,1,NA,12528,1,1,-2,-9,9,73,0,998,4,2,1,37,NA,31,1992,0,3,1154.854,64,14,1,NA,2,2,2,4,2,0,0,0,0,0,0,0,0,48,"H",0,0,0,0,NA,0,0,1,0,"1HGEG8650NL0",17,0,4,19,1992,NA,2319,"HOND","CLX","","4D",3,NA,NA,1,"Y","N","M","F","G",NA,"P",NA,"N",109,4,NA,NA,NA,NA
"10",1,98,NA,340,0,0,8,4,0,"  7H",7,0,109,0,0,1,0,1,1,12603,1,1,5,8,9,48,0,998,3,2,1,37,1,31,1996,1,1,1154.854,10,8,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,48,"H",0,1,0,0,NA,0,0,2,0,"2HGEJ6628TH5",17,0,4,19,1996,NA,2307,"HOND","UCD","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",103,4,0,0,0,0
"11",3,6,NA,997,997,0,NA,4,1,"  8E",8,0,145,7,1,NA,0,1,NA,12589,5,0,NA,NA,NA,NA,0,NA,3,2,2,48,NA,38,2003,4,4,411.365,12,14,4,4,2,2,1,2,2,0,NA,NA,NA,NA,NA,0,0,89,"E",0,1,0,0,NA,0,NA,1,0,"JF1GD29663G5",17,0,5,19,2003,NA,3085,"SUBA","IWX","","4D",1,NA,NA,2,"N","Y","K","T","G",NA,"P",NA,"S",998,98,0,3,3,2
"12",NA,51,NA,350,160,3,NA,3,0,"  9F",9,0,115,NA,0,1,0,1,1,12603,0,0,NA,NA,NA,NA,NA,NA,0,2,1,52,2,37,1992,2,2,710.637,54,14,1,1,2,3,3,1,2,0,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,1,0,"4A3CS44R7NE0",17,0,4,19,1992,NA,2572,"MITS","EGS","","2H",1,2,NA,5,"Y","N","P","F","G",NA,"P",NA,"N",NA,NA,0,2,4,1
"13",NA,50,NA,160,350,3,NA,30,NA,"  9F",9,0,159,NA,0,1,0,1,NA,12582,0,0,NA,NA,NA,NA,NA,NA,0,2,1,7,NA,472,1994,0,1,710.637,5,14,2,NA,2,2,3,1,2,0,0,0,0,0,0,0,0,48,"F",0,0,0,0,NA,0,0,2,0,"1B7GL23X9RW1",17,0,4,19,1994,NA,NA,"DODG","DAK","DAK","PC",1,NA,NA,3,"","","B","","G",1,"T",42,"N",NA,NA,NA,NA,NA,NA
"14",5,6,14,998,998,0,27,4,4," 10D",10,2,110,0,1,NA,1,1,1,12401,9,0,NA,NA,NA,NA,0,NA,3,2,2,24,NA,1,1996,3,3,164.851,12,14,4,4,2,3,1,4,2,0,0,0,0,0,0,0,1,56,"D",0,1,0,0,NA,0,0,1,0,"1G8ZJ5279TZ3",17,0,4,19,1996,NA,2320,"STRN","SL2","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",998,98,1,3,3,5
"15",3,6,NA,997,997,0,NA,14,0," 11K",11,0,189,7,1,3,1,1,1,12443,5,0,NA,NA,NA,NA,0,NA,3,2,2,12,NA,401,1997,2,2,49.58,12,1,4,1,2,1,1,1,2,0,1,4,2,68,4,0,0,89,"K",0,1,0,0,NA,0,4,1,0,"1FMDU34X9VZB",17,0,4,19,1997,NA,NA,"FORD","EPR","EPR","4W",1,3,NA,2,"","","E","","G",1,"T",44,"N",998,98,1,2,3,5
"16",1,22,0,0,0,0,NA,14,0," 12B",12,0,157,8,1,NA,0,1,1,12401,11,0,NA,NA,NA,NA,0,NA,2,2,2,2,NA,404,2000,1,1,33.682,53,5,1,1,2,1,1,4,2,2,0,0,0,0,0,0,1,89,"B",0,1,0,0,0,0,0,1,0,"1J4FF48S1YL1",17,0,4,19,2000,NA,NA,"JEEP","CHK","SPT","4W",1,NA,NA,5,"","","E","","G",1,"T",44,"N",NA,31,1,1,1,6
"17",1,20,NA,0,0,0,55,31,14," 12B",12,0,NA,0,1,11,0,1,1,12411,3,4,0,-49,49,3362,NA,998,0,2,1,7,1,481,2002,1,1,33.682,50,1,1,1,2,1,1,4,2,2,0,0,0,0,0,0,0,89,"B",0,1,0,0,NA,0,0,2,0,"3B7KC26642M2",17,0,4,19,2002,NA,NA,"DODG","RPC","250","PK",1,NA,NA,2,"","","E","","D",2,"T",42,"N",157,14,0,0,4,0
"18",2,98,NA,998,998,0,NA,2,1," 12B",12,0,116,6,0,1,0,1,NA,12401,11,0,NA,NA,NA,NA,0,NA,2,2,2,37,1,31,2002,0,1,33.682,98,1,1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,89,"B",0,0,0,0,NA,0,0,3,0,"1HGEM21912L0",17,0,4,19,2002,NA,2553,"HOND","UAX","","CP",3,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",998,98,NA,NA,NA,NA
"19",1,22,NA,0,0,0,33,4,9," 13E",13,0,117,0,0,1,0,1,NA,12561,1,1,0,27,27,567,0,998,3,2,1,12,1,37,2004,1,1,323.627,53,5,1,1,2,1,1,4,2,2,0,0,0,0,0,0,0,89,"E",0,1,0,0,0,0,0,1,0,"1FAFP34364W1",17,0,4,19,2004,NA,2604,"FORD","FSP","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",201,20,0,1,4,1
"20",1,20,NA,0,0,0,11,20,1," 13E",13,0,201,0,0,NA,0,1,NA,12466,1,1,0,-18,18,94,0,998,4,2,1,6,NA,441,2005,0,1,323.627,50,1,1,NA,2,1,1,4,2,2,0,0,0,0,0,0,0,89,"E",0,0,0,0,NA,0,0,2,0,"2C4GP54L85R5",17,0,4,19,2005,NA,NA,"CHRY","TWC","TOU","SV",1,3,NA,2,"","","E","","G",1,"T",42,"U",117,4,NA,NA,NA,NA
"21",1,98,NA,10,270,0,34,3,0," 14C",14,0,126,0,0,1,0,1,1,12561,1,1,0,-26,26,606,0,998,3,2,3,35,4,34,1981,1,1,61.647,72,1,1,NA,2,1,2,1,2,3,0,0,0,0,0,0,0,72,"C",0,1,0,0,NA,0,0,1,0,"JN1CZ04S9BX6",17,0,5,19,1981,NA,2938,"DATS","28X","","2H",NA,NA,NA,NA,"","","","F","G",NA,"P",NA,"",126,4,0,1,6,1
"22",1,98,NA,270,10,0,16,4,1," 14C",14,0,126,0,0,NA,0,1,NA,48205,1,1,25,-4,25,165,0,998,3,2,3,20,NA,16,2003,4,4,61.647,10,12,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,NA,"C",0,1,0,0,NA,0,0,2,0,"1G1JC52F1371",17,0,4,19,2003,NA,2971,"CHEV","CAV","","4D",1,3,NA,1,"Y","N","E","F","G",NA,"P",NA,"S",126,3,0,2,4,2
"23",1,7,NA,998,998,0,27,4,0," 15E",15,1,140,0,1,1,0,1,NA,12525,1,1,-27,0,27,456,0,998,3,2,2,48,7,38,2005,1,1,605.501,87,1,4,4,2,1,2,1,2,0,0,0,0,0,0,0,0,72,"E",0,1,0,0,NA,0,0,1,0,"JF1GD29655G5",17,0,5,19,2005,NA,3085,"SUBA","IWV","","4D",1,3,NA,2,"N","Y","L","T","G",NA,"P",NA,"S",998,98,0,1,4,1
"24",NA,1,12,998,998,0,NA,14,NA," 16J",16,1,198,NA,1,NA,1,1,NA,12589,0,0,NA,NA,NA,NA,0,NA,0,2,1,12,NA,401,2004,1,1,72.388,13,14,4,NA,2,3,1,2,2,0,0,0,0,0,0,0,0,72,"J",0,1,6,2,NA,0,0,1,0,"1FMZU73E24ZB",17,0,4,19,2004,NA,NA,"FORD","EPR","XSN","4W",1,3,NA,2,"","","K","","G",1,"T",44,"N",NA,NA,0,1,3,2
"25",1,50,NA,180,5,0,NA,4,1," 17D",17,0,118,8,1,11,0,1,1,12413,7,0,NA,NA,NA,NA,0,NA,3,2,1,20,NA,19,1989,1,1,59.779,10,14,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,89,"D",0,1,0,0,NA,0,0,1,0,"1G1LT54W5K11",17,0,4,19,1989,NA,2595,"CHEV","CSA","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",105,3,0,1,4,1
"26",1,51,NA,5,180,0,NA,3,2," 17D",17,0,105,8,1,NA,0,1,NA,12449,7,0,NA,NA,NA,NA,0,NA,3,2,1,12,NA,13,1995,1,1,59.779,62,14,1,1,2,3,1,4,2,0,0,0,0,0,0,0,0,89,"D",0,1,0,0,NA,0,0,2,0,"1FASP11J4SW2",17,0,4,19,1995,NA,2355,"FORD","EST","","2H",1,3,NA,1,"Y","N","F","F","G",NA,"P",NA,"N",118,4,1,1,3,3
"27",3,2,NA,998,998,0,NA,4,0," 18E",18,1,117,8,1,1,0,1,1,12410,6,0,NA,NA,NA,NA,0,NA,3,2,1,12,9,37,2004,1,1,245.139,5,14,4,2,2,3,1,4,2,0,2,4,2,44,3,0,0,89,"E",0,1,0,0,NA,0,4,1,0,"1FAFP34Z94W1",17,0,4,19,2004,NA,2604,"FORD","FSP","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,3,2
"28",1,69,NA,0,130,0,18,4,0," 19F",19,0,127,0,1,1,0,1,1,12561,1,1,0,-14,14,176,0,998,3,2,2,14,3,37,1998,1,1,434.392,62,1,1,2,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"F",0,1,5,2,NA,0,0,1,0,"1MEFM66L4WK6",17,0,4,19,1998,NA,9999,"MERC","MLE","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",151,4,0,0,0,0
"29",1,68,NA,130,0,0,9,4,1," 19F",19,0,151,0,0,NA,0,1,NA,12401,1,1,-10,-6,12,91,0,998,3,2,2,12,NA,17,1997,2,2,434.392,15,1,1,NA,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"F",0,1,0,0,NA,0,0,2,0,"1FALP52U2VG1",17,0,4,19,1997,NA,3329,"FORD","TAG","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"O",127,4,0,1,4,1
"30",1,73,NA,340,250,0,NA,15,0," 20E",20,0,202,7,1,NA,0,1,NA,33990,7,0,NA,NA,NA,NA,0,NA,3,2,1,37,6,421,2005,1,1,193.284,64,1,2,1,2,1,1,4,2,3,0,0,0,0,0,0,0,89,"E",0,1,0,0,NA,0,0,1,0,"5FNYF18545B0",17,0,4,19,2005,NA,NA,"HOND","PIL","PXL","4W",NA,NA,NA,NA,"","","R","","G",1,"T",44,"",164,2,0,1,4,1
"31",NA,72,NA,250,340,0,NA,2,NA," 20E",20,0,164,NA,1,NA,0,1,NA,13602,0,0,NA,NA,NA,NA,0,NA,0,2,1,14,NA,38,1990,0,2,193.284,15,8,1,1,2,1,1,4,2,3,0,0,0,0,0,0,0,89,"E",0,0,0,0,NA,0,0,2,0,"1MEPM6043LH6",17,0,4,19,1990,NA,3608,"MERC","CLS","","2D",1,3,NA,5,"N","N","P","F","G",NA,"P",NA,"N",NA,NA,NA,NA,NA,NA
"32",1,7,NA,998,998,0,NA,2,1," 21H",21,0,107,6,0,1,0,1,1,NA,11,0,NA,NA,NA,NA,0,NA,2,2,1,37,6,33,1986,2,2,1564.892,6,14,4,4,2,2,1,2,2,0,0,0,0,0,0,0,0,64,"H",0,1,5,2,NA,0,0,1,0,"JHMBB5236GC0",17,0,5,19,1986,NA,2426,"HOND","2SS","","CP",3,NA,NA,1,"Y","N","A","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"33",1,51,NA,90,265,0,35,2,1," 22K",22,0,112,0,1,1,0,1,NA,14127,1,1,0,-42,42,588,0,998,3,2,3,9,7,20,1999,1,1,42.727,62,14,2,1,2,2,1,2,1,0,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,1,0,"3P3ES42Y5XT5",17,0,4,19,1999,NA,2379,"PLYM","NHE","","2P",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",164,4,1,1,3,3
"34",1,50,NA,265,90,0,33,4,9," 22K",22,0,164,0,1,11,0,1,1,12401,1,1,0,-27,27,834,0,998,3,2,3,6,1,42,1997,1,1,42.727,10,14,2,1,2,3,1,4,1,0,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,2,0,"2C3HC56F4VH6",17,0,4,19,1997,NA,3527,"CHRY","LHS","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",112,2,0,1,3,2
"35",1,68,NA,325,180,0,40,2,1," 23D",23,0,160,0,1,1,0,1,1,12515,3,4,-13,-35,38,1451,0,998,0,2,1,12,1,4,1995,2,2,57.874,15,1,1,1,2,1,1,1,2,3,0,0,0,0,0,0,0,72,"D",0,1,0,0,NA,0,0,1,0,"1FALP62W6SH2",17,0,4,19,1995,NA,3536,"FORD","THL","","2D",1,3,NA,5,"N","N","E","F","G",NA,"P",NA,"N",188,14,0,2,0,1
"36",1,69,NA,180,325,0,28,14,1," 23D",23,0,188,0,1,1,0,1,NA,12561,3,1,10,-30,32,811,0,998,3,2,1,20,1,401,2001,2,2,57.874,62,1,1,1,2,1,1,1,2,3,0,0,0,0,0,0,0,72,"D",0,1,0,0,NA,0,0,2,0,"1GNDT13W2121",17,0,4,19,2001,NA,NA,"CHEV","BZR","BZR","4W",1,3,NA,2,"","","E","","G",1,"T",44,"S",160,2,1,2,3,3
"37",1,6,NA,998,998,1,27,20,1," 24D",24,1,182,0,1,98,0,1,3,12446,1,1,0,-27,27,622,0,998,3,2,1,7,1,442,1994,1,1,57.874,12,1,4,1,2,1,2,1,2,0,0,0,0,0,0,0,0,56,"D",0,1,0,0,NA,0,0,1,0,"1B4GH44R7RX2",17,0,4,19,1994,NA,NA,"DODG","CAR","GCS","SV",1,NA,NA,3,"","","E","","G",1,"T",42,"N",998,98,0,1,5,1
"38",1,89,NA,0,110,0,NA,6,0," 25G",25,0,122,NA,1,1,0,1,1,12525,11,0,NA,NA,NA,NA,0,NA,2,2,1,12,1,37,2004,1,1,1371.655,66,14,1,1,2,3,1,1,2,2,0,0,0,0,0,0,0,72,"G",0,1,2,2,NA,0,0,1,0,"1FAFP36364W1",17,0,4,19,2004,NA,2683,"FORD","FSE","","SW",1,NA,NA,7,"Y","N","E","F","G",NA,"P",NA,"O",114,4,0,0,0,0
"39",NA,88,NA,110,0,0,NA,4,0," 25G",25,0,114,NA,1,NA,0,1,NA,12589,0,0,NA,NA,NA,NA,0,NA,0,2,1,63,3,33,2005,0,1,1371.655,17,14,1,2,2,2,1,1,2,2,0,0,0,0,0,0,0,64,"G",0,0,2,2,NA,0,0,2,0,"KNADC1256563",17,0,5,19,2005,NA,2403,"KIA","RIO","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",NA,NA,NA,NA,NA,NA
"40",2,98,NA,0,0,0,10,20,1," 26E",26,0,201,0,0,1,0,1,1,12547,3,4,0,10,10,82,0,998,1,2,1,6,1,441,2005,3,3,144.7,53,5,1,1,2,1,1,1,2,2,0,0,0,0,0,NA,0,64,"E",0,1,1,2,0,1,0,1,0,"2C8GP54L65R3",17,0,4,19,2005,NA,NA,"CHRY","TWC","TOU","SV",1,3,NA,2,"","","K","","G",1,"T",42,"U",157,4,0,1,4,1
"41",1,21,NA,0,350,0,20,4,1," 26E",26,0,157,0,0,1,0,1,1,12542,3,4,0,16,16,254,0,998,2,2,1,20,1,2,2002,1,1,144.7,53,5,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,72,"E",0,1,1,2,0,1,0,2,0,"2G1WH55KX292",17,0,4,19,2002,NA,3466,"CHEV","IPL","","4D",1,3,NA,2,"Y","N","X","F","G",NA,"P",NA,"S",119,4,0,1,4,1
"42",1,20,NA,350,0,0,15,4,0," 26E",26,0,119,0,0,NA,0,1,NA,12577,3,1,0,-20,20,141,0,998,3,2,1,54,6,31,1996,3,3,144.7,50,1,1,NA,2,1,1,1,2,2,0,0,0,0,0,0,0,64,"E",0,1,1,2,NA,1,0,3,0,"JH4DB8589TS0",17,0,5,19,1996,NA,2698,"ACUR","GSR","","4D",3,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",157,4,0,0,0,0
"43",1,68,NA,285,180,0,9,30,3," 27F",27,0,154,0,0,NA,0,1,NA,12561,1,1,-10,-2,10,151,0,998,4,5,1,20,NA,471,2001,0,1,249.971,15,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"F",0,0,1,2,NA,0,0,1,0,"1GCCS14531K1",17,0,4,19,2001,NA,NA,"CHEV","S","S14","PK",1,NA,NA,2,"","","U","","F",1,"T",42,"S",124,4,NA,NA,NA,NA
"44",1,69,NA,180,285,0,14,4,1," 27F",27,0,124,0,0,1,0,1,NA,12568,1,1,-2,-11,11,109,0,998,3,5,1,37,3,32,1991,3,3,249.971,62,1,1,2,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"F",0,1,1,2,NA,0,0,2,0,"1HGCB7654MA1",17,0,4,19,1991,NA,2504,"HOND","ALE","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",154,30,0,1,4,1
"45",1,1,NA,998,998,0,103,2,1," 28K",28,2,114,0,0,98,0,1,1,12498,9,0,NA,NA,NA,NA,0,NA,3,2,1,22,1,18,1991,1,1,27.311,13,14,4,1,2,3,1,1,2,0,0,0,0,0,0,0,0,89,"K",0,1,0,0,NA,0,0,1,0,"1G2NE14U6MC6",17,0,4,19,1991,NA,2498,"PONT","GAL","","CP",1,2,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",998,98,0,1,3,2
"46",1,13,NA,998,998,0,NA,2,0," 29H",29,0,97,NA,0,NA,0,1,NA,12477,9,0,NA,NA,NA,NA,0,NA,1,2,1,49,NA,45,2001,1,1,2825.111,87,1,1,NA,2,1,1,1,2,0,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,0,0,1,0,"JTDAT1235101",17,0,5,19,2001,NA,2020,"TOYT","ECH","","2D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"O",998,98,0,0,0,0
"47",1,83,NA,280,140,0,19,31,1," 30K",30,0,205,0,1,1,0,1,1,12477,1,1,0,-16,16,303,0,998,3,2,1,49,2,482,2000,1,1,27.311,67,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,1,0,"5TBBT4417YS0",17,0,4,19,2000,NA,NA,"TOYT","TUN","TRS","4C",1,NA,NA,5,"","","U","","G",2,"T",44,"O",132,4,0,0,0,0
"48",1,82,NA,140,280,0,21,4,1," 30K",30,0,132,0,1,NA,0,1,1,12443,1,1,18,-15,23,275,0,998,3,2,1,35,NA,47,1995,4,4,27.311,15,1,1,NA,2,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,2,2,NA,0,0,2,0,"1N4BU31D9SC1",17,0,4,19,1995,NA,2800,"NISS","AGS","","4D",1,3,NA,7,"Y","N","E","F","G",NA,"P",NA,"N",205,31,1,3,3,3
"49",2,6,NA,998,998,1,NA,3,1," 31H",31,0,128,3,1,8,0,1,2,12401,9,0,NA,NA,NA,NA,0,NA,3,2,4,12,1,3,1988,1,1,729.4,12,14,4,1,2,2,2,4,2,0,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,2,0,1,0,"1FABP41EXJF1",17,0,4,19,1988,NA,2818,"FORD","MLX","","2H",1,2,NA,1,"N","N","A","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"50",1,90,NA,270,10,0,NA,2,0," 32F",32,0,137,6,0,1,0,1,1,12561,7,0,NA,NA,NA,NA,0,NA,3,2,1,37,1,32,2001,1,1,196.997,66,1,1,1,2,1,1,4,2,2,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,1,0,"1HGCG32721A0",17,0,4,19,2001,NA,3014,"HOND","UEX","","CP",3,NA,NA,2,"Y","N","R","F","G",NA,"P",NA,"N",167,14,0,1,4,1
"51",1,90,NA,10,270,0,NA,14,1," 32F",32,0,167,6,0,2,0,1,1,12561,7,0,NA,NA,NA,NA,0,NA,3,2,1,37,1,403,2004,1,1,196.997,17,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,48,"F",0,1,2,2,NA,0,0,2,0,"5J6YH28674L0",17,0,4,19,2004,NA,NA,"HOND","ELE","EEX","4W",1,3,NA,2,"","","E","","G",1,"T",44,"N",137,2,0,0,0,0
"52",1,68,NA,350,180,0,NA,4,0," 33G",33,0,114,6,0,1,0,1,1,12481,7,0,NA,NA,NA,NA,0,NA,3,2,1,49,1,32,2003,2,2,680.216,15,3,1,1,2,1,1,4,2,2,0,0,0,0,0,0,0,89,"G",0,1,0,0,NA,0,0,1,0,"JTDBR32E8320",17,0,5,19,2003,NA,2502,"TOYT","EEL","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",117,30,0,0,0,0
"53",1,69,NA,180,350,0,NA,30,4," 33G",33,0,117,6,0,1,0,1,1,12404,7,0,NA,NA,NA,NA,0,NA,3,2,1,49,7,471,1990,1,1,680.216,62,1,1,1,2,1,1,4,2,2,0,0,0,0,0,0,0,89,"G",0,1,0,0,NA,0,0,2,0,"JT4RN81R3L50",17,0,5,19,1990,NA,NA,"TOYT","HTP","SWS","PK",1,NA,NA,1,"","","A","","G",1,"T",42,"N",114,4,0,1,6,1
"54",1,22,NA,85,85,0,13,4,1," 34H",34,0,128,0,0,NA,0,1,NA,12515,1,1,0,14,14,85,0,998,4,2,1,49,NA,40,1988,0,1,4258.522,53,5,1,1,2,3,1,4,2,2,0,0,0,0,0,1,0,56,"H",0,0,0,0,0,0,0,1,0,"JT2SV21E7J02",17,0,5,19,1988,NA,2734,"TOYT","CMD","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",140,4,NA,NA,NA,NA
"55",1,20,NA,85,85,0,14,4,11," 34H",34,0,140,0,0,1,0,1,1,12590,1,1,0,-12,12,111,4,998,3,2,1,12,4,17,1993,1,1,4258.522,50,14,1,NA,2,3,1,4,2,2,0,0,0,0,0,0,0,56,"H",0,1,0,0,NA,0,0,2,0,"1FALP52UXPA1",17,0,4,19,1993,NA,3117,"FORD","TAG","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",128,4,0,1,6,1
"56",1,69,NA,180,325,0,13,4,0," 35E",35,0,126,0,0,1,0,1,1,12603,1,1,0,-27,27,107,0,998,3,5,1,51,1,46,2004,1,1,189.096,62,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,64,"E",0,1,1,2,NA,0,0,1,0,"YV1VS27524F0",17,0,5,19,2004,NA,2990,"VOLV","S4T","","4D",1,3,NA,2,"Y","N","L","T","G",NA,"P",NA,"S",171,20,1,1,3,3
