"","ACCSEQDV","ACCTYPE","ALCTEST","ANGTHIS","ANGOTHER","WEATHER","BAREQSP","BODYTYPE","CARGOWGT","CASEID","CASENO","CONDTREE","CURBWGT","DVEST","DOCTRAJ","DRIVDIST","DRINKING","DRPRES","DRRACE","DRZIP","DVBASIS","DVCONFID","DVLAT","DVLONG","DVTOTAL","ENERGY","FOVERIDE","IMPACTSP","INSPTYPE","LANES","LGTCOND","MAKE","MANEUVER","MODEL","MODELYR","OCCFORMS","OCUPANTS","RATWGT","PREEVENT","PREMOVE","PREILOC","PREISTAB","PSU","ALIGNMNT","SURCOND","PROFILE","SURTYPE","RELINTER","ROLINDIR","ROLINLOC","ROLINTYP","ROLLOBJ","ROLLOVER","ROVERIDE","SPECOTH","SPLIMIT","STRATIF","TOWHITCH","TOWPAR","TRAFCONT","TRCTLFCT","TRAVELSP","TRAFFLOW","TRIPLOC","VEHNO","VEHUSE","VIN","VINLNGTH","DRUGS","VINO","VERSION","VINMODYR","MCYCLDS","VEHWGT","VINMAKE","VINAMOD","SERTR","VINBT","ROOF1","ROOF2","ROOF3","ANTILOCK","FRTWHLDR","FOURWHDR","RESTYPE","CARBUR","FUELCODE","WGTCDTR","VEHTYPE","WHLDRWHL","DAYRUNLT","otvehwgt","otbdytyp","VINJSER","VINJURED","VTREAT","VAIS"
"4343",1,69,NA,270,40,0,NA,14,NA," 89H",89,0,190,NA,0,NA,0,1,NA,37922,11,0,NA,NA,NA,NA,0,NA,2,3,1,38,1,402,2004,0,1,4643.72,66,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,56,"H",0,0,1,2,NA,0,0,2,0,"4S2CK58Y6443",17,0,4,19,2004,NA,NA,"ISU","ROD","ROS","4W",1,3,NA,2,"","","E","","G",1,"T",42,"N",148,4,NA,NA,NA,NA
"4344",2,1,NA,998,998,0,NA,4,0," 90K",90,1,156,5,1,NA,1,1,1,37918,98,0,NA,NA,NA,NA,0,NA,3,2,3,22,1,2,1994,1,1,20.172,13,14,4,1,45,3,1,4,2,0,0,0,0,0,0,0,0,64,"K",0,1,5,2,NA,0,0,1,0,"1G2HX52L0R42",17,0,4,19,1994,NA,3446,"PONT","BVS","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,3,2
"4345",1,1,NA,997,997,0,NA,4,0," 91K",91,0,157,7,1,NA,0,1,NA,37922,5,0,NA,NA,NA,NA,0,NA,3,2,1,54,6,32,1992,1,1,20.172,13,14,4,1,45,2,1,4,2,0,1,4,1,61,8,0,0,48,"K",0,1,0,0,NA,0,1,1,0,"JH4KA7666NC0",17,0,5,19,1992,NA,3170,"ACUR","LEL","","4D",3,NA,NA,2,"Y","N","C","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4346",1,1,NA,998,998,0,NA,14,0," 92C",92,0,209,6,1,NA,0,1,1,37932,9,0,NA,NA,NA,NA,0,NA,3,2,2,20,1,403,2004,1,1,28.514,13,14,4,1,45,2,1,1,2,0,0,0,0,0,0,0,0,64,"C",0,1,0,0,NA,0,0,1,0,"1GNDT13SX421",17,0,4,19,2004,NA,NA,"CHEV","TRL","LST","4W",1,3,NA,2,"","","E","","G",1,"T",44,"S",998,98,0,1,4,1
"4347",NA,1,NA,998,998,0,NA,2,0," 93H",93,0,128,NA,1,12,0,1,1,37919,0,0,NA,NA,NA,NA,0,NA,0,2,1,35,1,32,1996,2,2,3709.835,13,11,4,1,45,1,1,1,2,2,0,0,0,0,0,0,0,48,"H",0,1,1,2,NA,1,0,1,0,"JN1AS44D1TW0",17,0,5,19,1996,NA,2647,"NISS","2/S","","CP",1,3,NA,7,"N","N","E","F","G",NA,"P",NA,"N",NA,NA,0,0,0,0
"4348",1,66,NA,260,175,0,22,5,0," 94J",94,0,107,0,0,NA,0,1,NA,37705,1,1,-30,-11,32,319,0,998,3,2,1,20,6,39,2004,1,1,23.048,13,14,6,4,45,3,1,1,2,0,0,0,0,0,0,0,0,89,"J",0,1,0,0,NA,0,0,1,0,"KL1TJ626X4B1",17,0,5,19,2004,NA,2376,"CHEV","ALS","","5D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",153,4,1,1,3,3
"4349",1,66,NA,175,260,0,27,4,0," 94J",94,0,153,0,0,1,0,1,1,37807,1,1,6,-17,18,620,0,998,3,2,1,18,9,7,2002,6,6,23.048,62,14,1,1,45,2,1,1,2,0,1,2,1,61,2,0,0,89,"J",0,1,0,0,NA,0,1,2,0,"2G4WS52J1211",17,0,4,19,2002,NA,3368,"BUIC","CCU","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",107,5,3,6,3,3
"4350",2,46,NA,270,285,0,NA,30,0," 95K",95,0,143,7,0,2,0,1,1,37921,11,0,NA,NA,NA,NA,0,NA,3,2,1,20,6,471,1999,1,1,20.172,51,6,1,1,45,3,1,1,2,0,0,0,0,0,0,0,0,72,"K",0,1,0,0,NA,1,0,1,0,"1GCCS14X1X81",17,0,4,19,1999,NA,NA,"CHEV","S","S14","PK",1,NA,NA,2,"","","U","","G",1,"T",42,"S",130,4,0,0,0,0
"4351",5,45,NA,998,998,0,54,4,1," 95K",95,1,130,0,1,1,0,1,2,37923,1,1,9,-53,54,2051,0,998,3,2,1,37,1,32,1997,1,1,20.172,60,14,1,1,45,3,1,1,2,0,0,0,0,0,0,0,0,72,"K",0,1,0,0,NA,1,0,2,0,"1HGCD5633VA0",17,0,4,19,1997,NA,2864,"HOND","ULE","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4352",1,68,NA,215,90,0,29,2,0," 96K",96,0,135,0,1,2,0,1,1,37920,1,1,-32,-27,42,535,0,998,3,3,1,37,1,32,1998,1,1,20.172,15,11,2,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,1,2,NA,1,0,1,0,"1HGCG3248WA0",17,0,4,19,1998,NA,2950,"HOND","ULX","","CP",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",114,4,1,1,3,3
"4353",1,69,NA,90,215,0,58,4,1," 96K",96,0,114,0,1,NA,0,1,1,37920,1,1,8,-47,48,1731,0,998,3,5,1,37,1,32,1989,1,1,20.172,66,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,1,2,NA,0,0,2,0,"JHMCA563XKC0",17,0,5,19,1989,NA,2504,"HOND","ALX","","4D",1,NA,NA,1,"Y","N","A","2","G",NA,"P",NA,"N",135,2,1,1,3,4
"4354",2,98,NA,20,155,0,7,14,2," 96K",96,0,166,0,0,NA,0,1,2,37920,3,4,6,-5,8,87,0,998,4,3,1,12,1,401,1994,0,1,20.172,62,5,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,0,1,2,NA,0,0,3,0,"1FMDU32XXRUA",17,0,4,19,1994,NA,NA,"FORD","EPR","EPR","4W",1,2,NA,2,"","","A","","G",1,"T",42,"N",135,2,NA,NA,NA,NA
"4355",1,1,NA,998,998,0,NA,14,5," 97K",97,1,144,8,0,98,0,1,1,37932,98,0,NA,NA,NA,NA,0,NA,3,2,1,2,1,404,1998,1,1,20.172,13,14,4,1,45,3,1,4,2,0,0,0,0,0,0,0,0,48,"K",0,1,0,0,NA,0,0,1,0,"1J4FJ68S4WL1",17,0,4,19,1998,NA,NA,"JEEP","CHK","SCL","4W",1,NA,NA,5,"","","E","","G",1,"T",44,"N",998,98,1,1,3,4
"4356",1,20,NA,270,270,0,10,31,0," 98F",98,0,192,0,1,1,NA,1,1,37803,3,4,0,-8,8,99,0,998,2,5,1,12,2,481,2002,1,1,1373.66,50,1,1,1,45,1,1,1,2,0,0,0,0,0,0,0,0,72,"F",0,1,0,0,NA,0,0,1,0,"1FTRX17W02KB",17,NA,4,19,2002,NA,NA,"FORD","COF","F15","4C",1,3,NA,2,"","","U","","G",2,"T",42,"O",137,4,0,0,0,0
"4357",3,21,NA,270,270,0,14,4,0," 98F",98,0,137,0,0,NA,NA,1,NA,37701,3,4,0,-18,18,115,NA,998,3,5,1,49,1,40,1996,1,1,1373.66,51,5,1,1,45,1,1,1,2,0,0,0,0,0,0,0,0,72,"F",0,1,0,0,NA,0,0,2,0,"4T1BG12K5TU6",17,NA,4,19,1996,NA,2932,"TOYT","DLX","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",184,14,0,0,NA,NA
"4358",2,98,NA,250,270,0,14,4,0," 98F",98,0,164,0,0,NA,NA,1,NA,37777,3,4,2,13,13,180,0,998,3,5,1,20,6,2,1991,1,1,1373.66,52,5,1,1,45,1,1,1,2,0,0,0,0,0,0,0,0,72,"F",0,1,0,0,NA,0,0,3,0,"1G1BN53E7MW1",17,NA,4,19,1991,NA,3685,"CHEV","CLL","","4D",1,NA,NA,2,"N","N","M","F","G",NA,"P",NA,"N",137,4,0,0,NA,NA
"4359",3,98,NA,270,270,0,16,14,0," 98F",98,0,184,0,0,1,NA,1,1,37777,3,4,0,13,13,196,0,998,1,5,1,35,1,401,1999,1,1,1373.66,51,5,1,1,45,1,1,1,2,0,0,0,0,0,0,NA,0,72,"F",0,1,0,0,NA,0,0,4,0,"JN8AR05Y1XW3",17,NA,5,19,1999,NA,NA,"NISS","PFI","LSX","4W",1,3,NA,2,"","","E","","G",1,"T",44,"U",137,4,0,1,4,1
"4360",2,6,NA,998,998,0,NA,4,0," 99J",99,0,158,8,1,NA,NA,1,1,37922,10,0,NA,NA,NA,NA,0,NA,3,2,3,35,6,39,2006,1,1,41.371,12,14,4,NA,45,2,1,1,2,1,1,4,1,68,2,0,3,64,"J",0,1,0,0,NA,1,1,1,0,"1N4BA41E76C8",17,1,4,19,2006,NA,3359,"NISS","MEL","","4D",1,3,NA,2,"Y","N","K","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4361",1,1,NA,998,998,0,NA,3,0,"100K",100,6,128,7,1,NA,0,1,1,37777,9,0,NA,NA,NA,NA,0,NA,3,2,3,12,1,18,1995,1,1,48.279,13,1,4,1,45,1,1,1,2,0,0,0,0,0,0,0,3,80,"K",0,1,0,0,NA,1,0,1,0,"1ZVLT22B8S51",17,NA,4,19,1995,NA,2921,"FORD","PGT","","2H",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4362",1,68,NA,240,90,0,33,4,0,"101K",101,0,135,0,0,2,0,1,1,37701,1,1,-6,-32,33,628,0,998,3,2,1,21,1,24,1999,1,1,48.279,15,11,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,1,0,"1G3NF52E3XC3",17,0,4,19,1999,NA,3018,"OLDS","AGS","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",267,20,1,1,3,3
"4363",1,69,NA,90,240,0,16,20,0,"101K",101,0,267,0,1,1,0,1,1,37923,1,1,6,-16,17,288,0,998,3,2,1,63,2,441,2002,1,1,48.279,62,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,2,0,"KNDUP131X261",17,0,5,19,2002,NA,NA,"KIA","SED","SEL","SV",1,3,NA,5,"","","E","","G",1,"T",42,"N",135,4,0,1,6,1
"4364",1,6,15,998,998,0,14,30,5,"102K",102,1,128,0,0,97,1,1,1,37921,1,3,0,-14,14,142,0,998,3,2,2,35,2,471,1995,1,1,48.279,12,14,4,1,45,2,1,4,2,0,0,0,0,0,0,0,2,48,"K",0,1,5,2,NA,0,0,1,0,"1N6SD11S5SC4",17,NA,4,19,1995,NA,NA,"NISS","TRK","EXE","PK",1,NA,NA,3,"","","A","","G",1,"T",42,"N",998,98,1,1,3,4
"4365",1,98,12,997,997,0,NA,14,2,"103B",103,0,155,7,0,NA,0,1,1,37806,5,0,NA,NA,NA,NA,0,NA,3,4,1,12,7,401,1998,3,3,17.21,6,1,2,3,45,1,1,1,2,1,2,1,1,61,4,0,0,89,"B",0,1,0,0,NA,2,1,1,0,"1FMYU24E0WUC",17,0,4,19,1998,NA,NA,"FORD","EPR","EPR","2W",1,3,NA,2,"","","E","","G",1,"T",44,"N",998,98,2,3,1,3
"4366",NA,1,NA,997,997,0,NA,14,NA,"104D",104,0,175,NA,0,NA,0,1,1,37922,0,0,NA,NA,NA,NA,0,NA,0,2,1,12,6,401,1992,2,2,41.757,13,14,4,4,45,2,1,1,2,0,1,4,1,61,5,0,0,48,"D",0,1,0,0,NA,0,1,1,0,"1FMCU24X9NUC",17,0,4,19,1992,NA,NA,"FORD","EPR","EPR","2W",1,2,NA,3,"","","A","","G",1,"T",44,"N",NA,NA,0,2,4,1
"4367",1,21,NA,270,250,0,NA,4,0,"105F",105,0,123,7,0,1,0,1,1,37849,7,0,NA,NA,NA,NA,0,NA,3,5,1,49,1,40,1988,2,2,359.025,61,5,1,1,45,1,1,4,2,0,0,0,0,0,0,0,0,72,"F",0,1,0,0,NA,0,0,1,0,"JT2SV22E9J01",17,0,5,19,1988,NA,2811,"TOYT","CLE","","4D",1,NA,NA,7,"Y","N","P","F","G",NA,"P",NA,"N",217,31,0,2,4,2
"4368",1,20,NA,250,270,0,NA,31,0,"105F",105,0,217,6,0,2,0,1,1,37912,7,0,NA,NA,NA,NA,0,NA,4,5,1,7,1,482,2001,0,1,359.025,10,15,1,1,45,1,1,4,2,0,0,0,0,0,0,0,0,72,"F",0,0,0,0,NA,0,0,2,0,"1B7HC13Y91J5",17,0,4,19,2001,NA,NA,"DODG","RPC","Q15","4C",1,NA,NA,2,"","","U","","G",2,"T",42,"N",123,4,NA,NA,NA,NA
"4369",1,50,NA,0,205,1,29,14,0,"106F",106,0,183,0,0,1,0,1,1,37912,1,1,-5,-29,29,713,0,998,3,2,1,35,9,401,1997,2,2,359.025,10,14,2,2,45,2,2,4,2,0,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,1,0,"JN8AR05Y4VW1",17,0,5,19,1997,NA,NA,"NISS","PFI","LSX","4W",1,3,NA,2,"","","E","","G",1,"T",44,"N",175,20,1,2,4,3
"4370",1,51,NA,205,0,1,28,20,0,"106F",106,0,175,0,0,1,0,1,2,37923,1,1,10,-27,29,653,0,998,3,2,1,7,2,442,2001,1,1,359.025,62,14,1,1,45,3,2,4,2,0,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,2,0,"2B4GP44301R2",17,0,4,19,2001,NA,NA,"DODG","CAR","GSP","SV",1,NA,NA,2,"","","E","","F",1,"T",42,"N",183,14,1,1,4,3
"4371",1,88,NA,0,270,0,NA,15,0,"107H",107,0,201,7,0,2,0,1,1,37919,11,0,NA,NA,NA,NA,0,NA,2,2,1,12,2,421,1994,1,1,886.762,17,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,72,"H",0,1,2,2,NA,0,0,1,0,"1FMEU15N8RLA",17,0,4,19,1994,NA,NA,"FORD","BRO","U10","UT",1,NA,NA,2,"","","B","","G",2,"T",44,"N",158,6,0,0,0,0
"4372",1,89,NA,270,0,0,NA,6,NA,"107H",107,0,158,7,0,NA,0,1,1,37919,11,0,NA,NA,NA,NA,0,NA,2,5,1,12,NA,17,1999,1,1,886.762,66,1,NA,NA,45,1,1,2,2,2,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,0,0,2,0,"1FAFP58S2XA1",17,0,4,19,1999,NA,3480,"FORD","TCS","","SW",1,3,NA,7,"Y","N","E","F","G",NA,"P",NA,"O",201,15,0,0,0,0
"4373",1,88,NA,0,270,1,13,31,0,"108K",108,0,280,0,1,2,0,1,1,37806,1,4,-15,-9,17,533,0,998,2,2,1,7,1,482,2003,1,1,20.172,17,1,1,1,45,1,2,1,2,2,0,0,0,0,0,0,0,48,"K",0,1,2,2,NA,0,0,1,0,"3D7MU46C73G7",17,0,4,19,2003,NA,NA,"DODG","RPC","S35","PK",1,NA,NA,2,"","","E","","D",3,"T",44,"N",128,30,0,0,0,0
"4374",1,89,NA,270,0,1,48,30,0,"108K",108,0,128,0,1,1,0,1,1,37820,3,4,19,-33,38,1266,0,998,3,4,1,35,1,471,1996,1,1,20.172,66,1,1,1,45,1,2,1,2,2,0,0,0,0,0,0,0,72,"K",0,1,0,0,NA,1,0,2,0,"1N6SD11S9TC3",17,0,4,19,1996,NA,NA,"NISS","TRK","XES","PK",1,NA,NA,3,"","","M","","G",1,"T",42,"N",280,31,1,1,3,3
"4375",4,2,NA,998,998,0,NA,4,0,"109C",109,0,157,7,1,NA,0,1,1,37931,11,0,NA,NA,NA,NA,0,NA,3,4,3,35,7,39,2004,1,1,25.55,8,1,4,4,45,1,1,1,2,1,0,0,0,0,0,0,0,89,"C",0,1,0,0,NA,2,0,1,0,"1N4BA41E94C9",17,0,4,19,2004,NA,3310,"NISS","MEL","","4D",1,3,NA,2,"Y","N","K","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4376",4,6,NA,998,998,0,NA,14,0,"110C",110,0,201,7,1,11,0,1,1,37820,6,0,NA,NA,NA,NA,0,NA,3,3,2,2,1,404,2005,2,2,25.55,12,14,4,1,45,2,1,1,2,0,0,0,0,0,0,0,0,72,"C",0,1,0,0,NA,0,0,1,0,"1J4GR48K15C5",17,0,4,19,2005,NA,NA,"JEEP","GCK","LCF","4W",1,3,NA,2,"","","E","","G",1,"T",44,"N",998,98,0,2,4,2
"4377",1,98,NA,260,90,0,NA,4,0,"111E",111,0,121,7,0,98,0,1,1,37920,4,0,NA,NA,NA,NA,0,NA,3,2,1,63,1,32,2004,1,1,570.045,10,1,2,1,45,1,1,2,2,0,0,0,0,0,0,0,0,89,"E",0,1,0,0,NA,0,0,1,0,"KNAFE1217450",17,0,5,19,2004,NA,2701,"KIA","SLE","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",199,31,0,1,3,1
"4378",1,98,NA,90,260,0,NA,31,14,"111E",111,0,199,NA,0,1,0,1,1,37921,4,0,NA,NA,NA,NA,0,NA,2,2,1,23,NA,481,2003,0,1,570.045,92,1,1,1,45,1,1,4,2,0,0,0,0,0,0,0,0,89,"E",1,0,0,0,NA,0,0,2,0,"2GTEC19V9311",17,0,4,19,2003,NA,NA,"GMC","SIE","NC1","4C",1,NA,NA,2,"","","4","","G",2,"T",42,"S",121,4,NA,NA,NA,NA
"4379",1,87,NA,0,270,0,25,20,0,"112C",112,0,192,0,1,2,0,1,1,37919,1,1,-13,-11,17,592,0,998,3,2,1,6,1,441,1999,2,2,23.048,17,1,1,1,45,1,1,1,2,2,2,1,7,2,4,0,0,48,"C",0,1,2,2,NA,0,2,1,0,"1C4GP64L8XB8",17,0,4,19,1999,NA,NA,"CHRY","TWC","LMT","SV",1,1,NA,2,"","","E","","G",1,"T",42,"N",127,4,0,2,4,1
"4380",1,86,NA,270,0,0,19,4,0,"112C",112,0,127,0,1,NA,0,1,1,37923,1,1,17,-20,26,347,0,998,3,3,1,20,1,22,2006,1,1,23.048,66,14,1,1,45,2,1,1,2,2,0,0,0,0,0,0,0,80,"C",0,1,0,0,NA,1,0,2,0,"1G1AK55F9678",17,0,4,19,2006,NA,3216,"CHEV","BLS","","4D",1,NA,NA,5,"Y","N","4","F","G",NA,"P",NA,"S",192,20,0,1,4,1
"4381",4,2,NA,998,998,0,23,2,1,"113K",113,1,172,0,1,NA,1,1,1,37919,9,0,NA,NA,NA,NA,0,NA,3,2,3,14,NA,38,1993,1,1,20.172,13,14,4,4,45,3,1,4,2,0,0,0,0,0,0,0,0,56,"K",0,1,0,0,NA,1,0,1,0,"1MEPM62T8PH6",17,NA,4,19,1993,NA,3800,"MERC","XR7","","2D",1,3,NA,5,"N","N","P","F","G",NA,"P",NA,"N",998,98,1,1,3,3
"4382",3,2,16,998,998,0,15,2,0,"114D",114,1,106,0,1,10,1,1,1,37721,1,1,-3,-15,15,102,0,998,3,2,2,37,3,31,1998,1,1,59.979,13,14,4,2,45,3,1,4,2,0,0,0,0,0,0,0,1,48,"D",0,1,0,0,NA,0,0,1,0,"1HGEJ8240WL0",17,0,4,19,1998,NA,2511,"HOND","UAX","","CP",3,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,4,2
"4383",1,1,NA,998,998,0,NA,4,0,"115F",115,0,117,7,1,5,0,1,1,37849,6,0,NA,NA,NA,NA,0,NA,3,2,1,12,1,37,2001,1,1,515.701,13,1,4,1,45,1,1,1,2,0,0,0,0,0,0,0,0,56,"F",0,1,0,0,NA,0,0,1,0,"1FAFP33P11W2",17,0,4,19,2001,NA,2563,"FORD","FOX","","4D",1,NA,NA,7,"Y","N","E","F","G",NA,"P",NA,"O",998,98,0,1,4,1
"4384",1,82,NA,120,290,0,16,31,NA,"116H",116,0,172,0,0,NA,0,1,NA,37917,3,4,-2,-12,12,176,0,998,2,5,1,23,NA,481,1976,0,1,1273.739,15,11,1,NA,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"H",0,0,1,2,NA,0,0,1,0,"TCL146F70000",13,0,5,19,1976,NA,NA,"GMC","C15","C15","PK",NA,NA,NA,NA,"","","","","G",1,"T",42,"",121,30,NA,NA,NA,NA
"4385",1,83,NA,290,120,0,12,30,0,"116H",116,0,121,0,0,1,0,1,2,37915,3,4,-3,-15,15,111,0,998,3,2,1,20,1,471,1991,1,1,1273.739,62,5,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,64,"H",0,1,1,2,NA,0,0,2,0,"1GCCS14R5M82",17,0,4,19,1991,NA,NA,"CHEV","S","S14","PK",1,2,NA,3,"","","A","","G",1,"T",42,"N",172,31,0,1,0,1
"4386",1,1,0,998,998,0,22,14,1,"117B",117,0,171,0,1,NA,NA,1,1,37772,9,0,NA,NA,NA,NA,0,NA,3,3,1,20,1,401,1996,1,1,17.21,13,1,4,1,45,1,1,4,2,0,2,4,2,44,2,0,2,89,"B",0,1,0,0,NA,1,4,1,0,"1GNCS13W1T21",17,NA,4,19,1996,NA,NA,"CHEV","BZR","BZR","4W",1,NA,NA,2,"","","M","","G",1,"T",42,"S",998,98,1,1,1,3
"4387",1,87,NA,70,0,0,25,4,0,"118B",118,0,110,0,1,2,0,1,1,37920,1,1,-24,0,24,471,0,998,3,2,1,37,1,31,2002,3,3,17.21,17,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,3,32,"B",0,1,0,0,NA,0,0,1,0,"2HGES16632H5",17,0,4,19,2002,NA,2515,"HOND","UCL","","4D",1,NA,NA,1,"Y","N","K","F","G",NA,"P",NA,"N",184,31,3,3,1,5
"4388",1,86,NA,0,70,0,14,31,0,"118B",118,0,184,0,1,1,0,1,1,37849,1,1,3,-16,16,151,0,998,3,6,1,23,2,481,2002,1,1,17.21,66,1,1,1,45,1,1,4,2,2,0,0,0,0,0,0,0,80,"B",0,1,0,0,NA,0,0,2,0,"1GTEC14W22Z1",17,0,4,19,2002,NA,NA,"GMC","SIE","NC1","PK",1,NA,NA,2,"","","U","","G",2,"T",42,"S",110,4,0,0,0,0
"4389",3,98,NA,310,20,0,19,4,NA,"118B",118,0,145,0,1,NA,0,1,NA,37920,1,2,14,-2,14,227,0,998,2,1,1,35,1,39,2000,0,1,17.21,66,5,1,1,45,2,1,1,2,2,0,0,0,0,0,0,0,0,"B",0,0,2,2,NA,3,0,3,0,"JN1CA31D1YT5",17,0,5,19,2000,NA,3071,"NISS","MGS","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",110,4,NA,NA,NA,NA
"4390",1,1,NA,998,998,0,25,20,0,"119F",119,0,156,0,1,NA,0,1,1,37931,9,0,NA,NA,NA,NA,0,NA,3,2,1,6,1,442,2000,1,1,2171.493,13,11,4,1,45,1,1,1,2,2,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,1,0,"2C4FJ25B7YR8",17,0,4,19,2000,NA,NA,"CHRY","VOV","VOV","SV",1,NA,NA,4,"","","E","","G",1,"T",42,"N",998,98,0,1,4,1
"4391",5,1,26,998,998,0,NA,4,1,"120K",120,1,132,7,0,NA,1,1,3,37923,6,0,NA,NA,NA,NA,0,NA,3,2,2,35,1,47,1994,2,2,21.047,13,14,4,1,45,3,1,4,2,0,0,0,0,0,0,0,2,48,"K",0,1,0,0,NA,0,0,1,0,"1N4BU31DXRC1",17,7,4,19,1994,NA,2729,"NISS","AGS","","4D",1,3,NA,7,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,2,3,2
"4392",2,1,NA,998,998,0,54,2,0,"121K",121,1,140,0,1,NA,0,1,1,37865,1,1,0,-54,54,1654,0,998,3,2,1,12,NA,4,1986,1,1,20.172,13,14,4,1,45,3,1,1,2,0,0,0,0,0,0,0,0,48,"K",0,1,0,0,NA,0,0,1,0,"1FABP4630GH2",17,0,4,19,1986,NA,3089,"FORD","THU","","2D",1,3,NA,1,"N","N","A","","G",NA,"P",NA,"N",998,98,1,1,3,4
"4393",2,7,10,997,997,0,NA,30,0,"122C",122,0,201,7,1,98,1,1,1,37924,5,0,NA,NA,NA,NA,0,NA,3,1,3,35,3,471,2005,1,1,23.048,12,14,4,2,45,2,1,2,1,1,1,4,6,51,1,0,NA,56,"C",0,1,0,0,NA,3,3,1,0,"1N6AD07W55C4",17,NA,4,19,2005,NA,NA,"NISS","FRT","CEO","CW",1,NA,NA,2,"","","K","","G",1,"T",44,"U",998,98,0,1,4,1
"4394",2,98,NA,105,195,0,35,4,0,"123C",123,0,157,0,0,1,0,1,1,37918,3,4,30,0,30,807,0,998,2,2,1,20,1,2,2004,1,1,23.048,66,10,1,1,45,2,1,1,2,2,0,0,0,0,0,0,0,80,"C",0,1,1,2,NA,1,0,1,0,"2G1WF52E5491",17,0,4,19,2004,NA,3389,"CHEV","IMP","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",165,14,0,1,4,1
"4395",2,89,NA,195,105,0,22,14,0,"123C",123,0,165,0,0,NA,0,1,NA,37917,3,4,0,-29,29,314,0,998,3,2,1,20,NA,401,1999,1,1,23.048,66,14,1,NA,45,3,1,1,2,2,0,0,0,0,0,0,0,72,"C",0,1,1,2,NA,1,0,2,0,"1GNCS18W9XK2",17,0,4,19,1999,NA,NA,"CHEV","BZR","BZR","2W",1,3,NA,2,"","","E","","G",1,"T",42,"S",157,4,0,1,6,1
"4396",1,88,NA,270,180,0,8,14,0,"123C",123,0,167,0,0,5,0,1,1,37938,3,4,-6,-10,12,78,0,998,2,2,1,2,1,404,1995,1,1,23.048,17,14,1,1,45,3,1,1,2,2,0,0,0,0,0,0,0,72,"C",0,1,1,2,NA,1,0,3,0,"1J4GZ78S6SC5",17,0,4,19,1995,NA,NA,"JEEP","GCK","L/O","4W",1,3,NA,2,"","","M","","G",1,"T",44,"N",165,14,0,0,0,0
"4397",1,89,NA,10,90,0,21,14,0,"124D",124,0,142,0,1,1,0,1,3,37754,3,4,8,-13,15,262,0,998,3,2,1,12,9,402,2002,1,1,114.983,66,1,1,2,45,1,1,4,2,2,0,0,0,0,0,0,0,64,"D",0,1,0,0,NA,0,0,1,0,"1FMYU02162KB",17,0,4,19,2002,NA,NA,"FORD","SPE","SLS","4W",1,NA,NA,5,"","","E","","G",1,"T",44,"N",232,31,0,1,4,1
"4398",1,88,NA,90,10,0,6,31,0,"124D",124,0,232,0,1,2,0,1,6,37754,3,4,-8,-5,9,110,0,998,2,2,1,12,1,481,2005,2,2,114.983,17,1,1,1,45,1,1,1,2,2,0,0,0,0,0,0,0,48,"D",0,1,2,2,NA,0,0,2,0,"1FTPX14595NA",17,0,4,19,2005,NA,NA,"FORD","COF","F15","4C",1,3,NA,2,"","","U","","G",2,"T",44,"O",142,14,0,0,0,0
