"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","VEHNO","WHEELBAS","VERSION"
"14",1,NA,0,156," 13J",13,148,0,3,11,18,15,7,0,-113,99,10,NA,998,3,NA,NA,NA,NA,NA,0,0,1,1,"L","",NA,NA,NA,NA,16,1,1,1,NA,2,NA,290,NA,2,31.99,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","J","E","","W","",1,269,28
"15",1,NA,0,165," 13J",13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,10,NA,2,31.99,NA,NA,NA,NA,NA,NA,NA,NA,"9","","J","9","","9","",2,323,28
"16",1,NA,0,157," 14E",14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,140,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,20,NA,2,1945.519,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,269,28
"17",1,NA,0,157," 15E",15,34,0,15,13,7,7,14,22,53,140,1,NA,140,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,2,102.882,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,265,28
"18",1,2,0,174," 15E",15,64,0,32,8,6,5,2,0,-54,180,6,0,180,3,2,NA,NA,NA,0,0,0,1,NA,"B","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,190,998,2,102.882,NA,NA,NA,NA,NA,NA,NA,NA,"L","D","E","E","A","W","O",2,351,28
"19",1,3,0,152," 16D",16,250,1,13,7,10,3,0,0,-77,262,12,0,998,1,3,NA,NA,NA,0,0,0,1,NA,"L","T",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,350,998,2,150.278,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","D","E","D","W","O",1,262,28
"20",1,4,0,148," 16D",16,38,0,1,2,1,0,0,0,-51,140,12,12,140,5,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,48,10,0,2,150.278,0,0,0,7,10,23,-5,174,"L","D","D","E","E","E","W",2,267,28
"21",1,2,0,148," 17C",17,152,0,8,21,26,23,22,16,0,152,12,1,152,2,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,76,47,350,20,2,131.824,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","C","E","E","W","E",1,260,28
"22",2,1,0,148," 18F",18,250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,2,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,60,998,0,2,576.517,0,0,4,4,1,0,61,154,"D","R","F","A","E","O","E",1,267,28
"23",1,NA,0,156," 19H",19,114,0,2,3,2,2,2,2,10,158,12,NA,158,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1147.778,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,267,28
"24",1,NA,0,148," 20E",20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,2,84.615,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",1,260,28
"25",1,NA,0,153," 20E",20,250,0,1,0,0,4,7,5,-15,280,1,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,2,84.615,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",2,270,28
"26",3,2,0,151," 21G",21,70,1,3,16,24,15,10,1,49,170,12,12,170,2,6,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,51,0,0,2,943.843,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","G","E","E","W","S",1,267,28
"27",3,4,0,174," 21G",21,42,0,2,8,13,19,25,22,231,68,10,3,998,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"L","R",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42,290,90,2,943.843,NA,NA,NA,NA,NA,NA,NA,NA,"F","P","G","E","E","W","N",2,353,28
"28",1,NA,0,151," 22K",22,125,0,71,64,68,63,46,23,23,160,12,NA,160,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,38.555,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,262,28
"29",1,NA,0,145," 22K",22,85,0,71,58,54,51,30,0,-25,136,11,NA,136,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,38.555,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",2,255,28
"30",2,3,0,173," 23H",23,25,1,3,3,8,7,9,47,65,164,12,1,164,7,3,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,17,NA,1,NA,NA,42,42,0,20,2,1202.704,0,0,17,5,10,0,-90,268,"R","Z","H","E","A","E","W",1,365,28
"31",1,NA,0,150," 24B",24,148,0,57,63,64,68,64,47,0,148,12,NA,148,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,43.252,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,251,28
"32",1,NA,0,163," 24B",24,152,0,32,43,46,45,36,23,0,152,12,NA,152,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,43.252,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",2,274,28
"33",1,NA,0,147," 25K",25,72,0,18,25,47,55,61,80,45,152,12,NA,152,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,75.561,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",1,237,28
"34",1,NA,0,163," 26C",26,100,0,32,24,25,33,25,10,-24,148,12,NA,148,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,37.69,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","C","E","","W","",2,292,28
"35",1,NA,0,155," 27E",27,50,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"T","",NA,NA,NA,NA,17,NA,1,NA,NA,88,NA,998,NA,2,678.215,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","D","","W","",1,269,28
"36",1,NA,0,151," 28H",28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,1226.944,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",2,276,28
"37",1,2,0,156," 29F",29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,11,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,10,340,2,1719.88,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","F","E","9","W","9",1,267,28
"38",1,3,0,151," 29F",29,46,1,0,1,3,22,31,24,166,112,11,12,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,48,330,0,2,1719.88,NA,NA,NA,NA,NA,NA,NA,NA,"F","R","F","E","E","W","W",2,249,28
"39",2,3,0,147," 30H",30,40,1,20,47,49,30,17,8,-28,150,12,3,150,3,9,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,42,51,0,90,2,988.415,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","H","E","E","N","W",1,262,28
"40",1,NA,0,155," 31E",31,92,0,15,15,18,10,1,0,-23,144,12,NA,144,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,107.674,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,280,28
"41",1,NA,0,159," 31E",31,102,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,176,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,107.674,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",2,242,28
"42",5,1,0,164," 32K",32,37,1,20,36,105,115,124,136,33,152,12,12,152,5,9,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,51,0,0,2,67.113,NA,NA,NA,NA,NA,NA,NA,NA,"Z","D","K","E","E","N","S",1,291,28
"43",1,2,0,146," 33K",33,125,1,38,31,NA,NA,NA,NA,-18,160,70,9,160,2,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,300,270,2,37.345,0,3,4,0,0,0,-36,84,"D","P","K","E","A","W","W",1,260,28
"44",1,2,0,161," 33K",33,205,1,0,0,0,3,7,5,122,243,1,4,998,3,1,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,30,110,2,37.345,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","K","E","E","W","W",2,279,28
"45",1,2,0,173," 34J",34,158,1,0,6,4,6,5,0,-20,151,2,0,998,1,2,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,70,998,2,55.625,NA,NA,NA,NA,NA,NA,NA,NA,"P","D","J","E","A","W","O",1,313,28
"46",3,1,0,NA," 35D",35,25,1,23,20,31,39,25,26,-5,160,12,12,160,2,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,61,0,0,2,255.239,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","D","E","E","N","W",1,263,28
"47",2,1,0,148," 36F",36,250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,2,998,30,2,1519.615,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","F","A","E","O","W",1,284,28
"48",1,NA,0,155," 36F",36,49,0,4,7,10,14,19,13,9,152,11,NA,152,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,330,NA,2,1519.615,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",2,267,28
"49",1,NA,0,154," 38G",38,29,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,998,7,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,270,NA,2,311.608,NA,NA,NA,NA,NA,NA,NA,NA,"F","","G","E","","E","",1,270,28
"50",1,NA,0,152," 38G",38,22,0,2,2,1,1,2,4,69,162,12,NA,162,8,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,311.608,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",2,260,28
"51",1,NA,0,155," 39G",39,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,NA,NA,2,1385.395,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,264,28
"52",1,2,0,154," 40F",40,17,0,4,3,3,2,2,2,70,156,12,0,156,9,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,58,31,0,998,2,686.421,NA,NA,NA,NA,NA,NA,NA,NA,"R","D","F","E","A","E","O",1,266,28
"53",2,1,0,159," 41B",41,90,0,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,"F","L",NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,320,0,2,50.842,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","B","E","E","W","N",1,290,28
"54",1,NA,0,164," 41B",41,79,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,50.842,NA,NA,NA,NA,NA,NA,NA,NA,"B","","B","L","","W","",2,291,28
"55",2,NA,0,154," 41B",41,68,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,310,NA,2,50.842,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","B","E","","W","",3,262,28
"56",2,1,0,146," 42D",42,164,0,2,9,14,13,8,0,-99,179,9,2,998,2,2,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,260,70,2,208.175,0,15,19,10,3,0,-148,178,"Z","B","D","E","E","W","W",1,260,28
"57",1,NA,0,148," 42D",42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,20,NA,2,208.175,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","E","","W","",2,252,28
"58",2,NA,0,160," 42D",42,55,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,208.175,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",3,270,28
"59",2,1,0,143," 43H",43,20,0,4,2,17,32,17,3,19,132,12,12,132,2,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,44,0,0,2,2058.058,NA,NA,NA,NA,NA,NA,NA,NA,"Z","D","H","E","L","N","W",1,244,28
"60",2,3,0,143," 44B",44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,4,3,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,998,2,135.099,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","B","A","E","O","W",1,244,28
"61",1,NA,0,151," 45F",45,181,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,2,351.269,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","A","","O","",1,269,28
"62",1,NA,0,158," 46K",46,134,0,63,50,46,38,29,18,-12,156,81,NA,156,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,2,NA,20,NA,2,77.923,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,277,28
"63",1,NA,0,159," 46K",46,250,0,3,20,21,21,15,0,1,443,12,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,77.923,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","A","","W","",2,290,28
"64",1,2,0,160," 47E",47,21,0,0,4,11,17,22,22,49,160,12,6,160,1,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,52,59,10,190,2,143.403,0,0,1,2,2,0,88,114,"R","P","E","E","E","N","N",1,270,28
"65",1,2,0,152," 48H",48,65,0,NA,NA,NA,NA,NA,NA,NA,NA,12,10,160,2,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,76,76,0,300,2,1266.398,NA,NA,NA,NA,NA,NA,NA,NA,"Y","P","H","E","E","W","W",1,264,28
"66",4,1,0,167," 49F",49,137,0,41,29,33,6,6,0,-13,180,11,12,180,2,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,4,2,340,0,2,214.67,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","F","E","E","W","W",1,365,28
"67",1,2,0,147," 49F",49,15,0,50,39,24,17,9,2,-64,128,6,12,128,3,NA,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,170,10,2,214.67,NA,NA,NA,NA,NA,NA,NA,NA,"L","C","F","E","L","E","9",2,237,28
"68",1,2,0,156," 50F",50,250,0,0,37,36,33,28,0,4,273,3,1,998,3,1,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,90,40,2,290.726,0,6,6,3,5,3,-193,56,"Y","B","F","A","E","W","W",1,290,28
"69",1,NA,0,151," 52K",52,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,0,NA,2,39.884,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,279,28
"70",1,NA,0,153," 52K",52,82,0,1,9,16,23,32,29,34,144,6,NA,144,4,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,39.884,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",2,285,28
"71",1,NA,0,150," 53H",53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,51,NA,0,NA,2,17001.865,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","W","",1,270,28
"72",1,2,0,153,"  1G",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,90,90,3,238.31,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Z","G","E","E","W","9",1,264,28
"73",1,NA,0,160,"  2E",2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,3,26.46,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",1,284,28
"74",1,NA,0,151,"  2E",2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,26.46,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",2,279,28
"75",1,2,0,163,"  4G",4,250,0,NA,NA,NA,NA,NA,NA,NA,NA,12,10,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,54,48,350,290,3,110.332,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","G","E","E","S","N",1,305,28
"76",1,NA,0,146,"  6F",6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,3,137.528,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,248,28
"77",1,NA,0,154,"  7H",7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,3,618.638,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",1,262,28
"78",2,NA,0,170,"  7H",7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,3,618.638,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",3,278,28
"79",1,NA,0,154,"  8E",8,95,0,0,0,0,0,2,0,19,152,12,NA,152,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,3,35.969,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,265,28
"80",1,NA,0,155,"  8E",8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,35.969,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",2,280,28
"81",2,1,0,174," 10H",10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,68,2,330,170,3,450.172,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","H","E","E","9","W",1,351,28
