"","VERSION","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID"
"1",25,"V1 was traveling on a roadway negotiating a curve to the left.  V1 went off the",2,1,"H",1,"  1H"
"2",25,"left side of the roadway and rolled one quarter turn to the left.  v1 contacted",2,1,"H",2,"  1H"
"3",25,"the backslope of a ditch with its front, interrupting the roll .  V1 began to",2,1,"H",3,"  1H"
"4",25,"rotate counterclockwise, rolled over to the right two quarter turns and came to",2,1,"H",4,"  1H"
"5",25,"rest on its right side.",2,1,"H",5,"  1H"
"6",25,"V1, V2 and V3 were traveling on a roadway with V1 ahead of V2 and V2 ahead of",2,2,"E",1,"  2E"
"7",25,"V3.  A deer entered the roadway and was contacted by the front of V1.  The front",2,2,"E",2,"  2E"
"8",25,"of V3 contacted the back of V2.  The front of V2 then contacted the back of V1.",2,2,"E",3,"  2E"
"9",25,"V1 was traveling west on a roadway.  V1 went off the right side of the roadway",2,3,"F",1,"  3F"
"10",25,"and struck a 26 cm diameter tree with its left side.  V1 continued a short",2,3,"F",2,"  3F"
"11",25,"distance and struck a 21 cm diameter tree with its front.",2,3,"F",3,"  3F"
"12",25,"V1 was traveling west on a roadway.  V2 entered the roadway to turn left from a",2,4,"H",1,"  4H"
"13",25,"driveway.  The front of V1 contacted the front of V2.",2,4,"H",2,"  4H"
"14",25,"V1 was traveling on a roadway negotiating a curve.  V1 went off the left side of",2,5,"C",1,"  5C"
"15",25,"the roadway and struck a 48 cm diameter tree with its front.",2,5,"C",2,"  5C"
"16",25,"V1 was traveling east.  A non-contact vehicle was traveling west partially in",2,6,"D",1,"  6D"
"17",25,"the eastbound lane.  V1 went off the right side of the roadway and struck a",2,6,"D",2,"  6D"
"18",25,"utility pole with its right side.",2,6,"D",3,"  6D"
"19",25,"V1 and V2 were traveling on an off ramp waiting to enter traffic.  The front of",2,7,"E",1,"  7E"
"20",25,"V1 contacted the back of V2.",2,7,"E",2,"  7E"
"21",25,"V1 was traveling west on a roadway negotiating a curve.  V1 went off the left",2,8,"H",1,"  8H"
"22",25,"side of the roadway into a ditch and struck a 11 cm diameter fence post with its",2,8,"H",2,"  8H"
"23",25,"left side.",2,8,"H",3,"  8H"
"24",25,"V1 was traveling north on a roadway negotiating a curve.  V1 went off the left",2,9,"F",1,"  9F"
"25",25,"side of the roadway and struck a sign post with its front.  V1 continued and",2,9,"F",2,"  9F"
"26",25,"struck a 30 cm diameter utility pole with its front.",2,9,"F",3,"  9F"
"27",25,"V1 was traveling on a roadway.  A deer entered the roadway.  V1 struck the deer",2,10,"G",1," 10G"
"28",25,"with its front.",2,10,"G",2," 10G"
"29",25,"V1 and V2 were traveling south on a roadway with V1 ahead of V2.  The front of",2,11,"H",1," 11H"
"30",25,"V2 contacted the back of V1.",2,11,"H",2," 11H"
"31",25,"V1 was traveling north on a roadway negotiating a curve.  V1 went off the right",2,12,"K",1," 12K"
"32",25,"side of the roadway and struck a mailbox post with its front.  V1 continued and",2,12,"K",2," 12K"
"33",25,"struck a sign post with its front.  V1 continued and struck a tree root with its",2,12,"K",3," 12K"
"34",25,"right side and then a mailbox post with its front.  V1 went up the edge of a",2,12,"K",4," 12K"
"35",25,"driveway, rotated slightly counterclockwise and rolled over eight quarter turns",2,12,"K",5," 12K"
"36",25,"to the right coming to rest on its wheels partially in the northbound lane.",2,12,"K",6," 12K"
"37",25,"V1 was traveling east on a roadway negotiating a curve.  V1 went off the left",2,13,"E",1," 13E"
"38",25,"side of the roadway and struck a mailbox with its front.  The mailbox separated",2,13,"E",2," 13E"
"39",25,"and struck the top of V1.  V1 continued and struck a 50 cm diameter tree with",2,13,"E",3," 13E"
"40",25,"its front.  V1 rotated counterclockwise, rolled over one quarter turn to the",2,13,"E",4," 13E"
"41",25,"right and came to rest in the roadway.",2,13,"E",5," 13E"
"42",25,"V1 was traveling west on a roadway negotiating a curve and approaching an",2,14,"D",1," 14D"
"43",25,"intersection.  V1 crossed through the intersection, went off the right side of",2,14,"D",2," 14D"
"44",25,"the roadway and struck a small tree with its front.  V1 continued through a",2,14,"D",3," 14D"
"45",25,"group of large bushes striking same with front.  A piece of a bush dislodged and",2,14,"D",4," 14D"
"46",25,"struck V1 in the front.",2,14,"D",5," 14D"
"47",25,"V1 and V2 were traveling south on a roadway.  V1 was in the driving lane and V2",2,15,"H",1," 15H"
"48",25,"in the passing lane.  V1 changed lanes to the left and its front struck the",2,15,"H",2," 15H"
"49",25,"right side of V2.  V2 went off the left side of the roadway and struck a",2,15,"H",3," 15H"
"50",25,"box-beam guardrail with its front.  V3 was traveling in the northbound lanes in",2,15,"H",4," 15H"
"51",25,"the passing lane and was struck in the front by flying debris.",2,15,"H",5," 15H"
"52",25,"V1 was traveling north on a roadway negotiating a curve.  V1 crossed into the",2,16,"D",1," 16D"
"53",25,"southbound lane, corrected to the right and began to rotate clockwise.  V1",2,16,"D",2," 16D"
"54",25,"continued off the right side of the road, struck a mountable curb with its left",2,16,"D",3," 16D"
"55",25,"side continued a short distance and struck a 29 cm diameter pole with its left",2,16,"D",4," 16D"
"56",25,"side.  V1 continued to rotate clockwise, struck the curb with its left side and",2,16,"D",5," 16D"
"57",25,"came to rest.",2,16,"D",6," 16D"
"58",25,"V1 was traveling north on a roadway negotiating a curve.  V1 went off the right",2,17,"D",1," 17D"
"59",25,"side of the roadway down a steep slope rotating slightly counterclockwise.  V1",2,17,"D",2," 17D"
"60",25,"continued and struck a utility guide wire/post with its front.  V1 continued",2,17,"D",3," 17D"
"61",25,"through a large hedge row of trees with its front.  V1 continued off a small",2,17,"D",4," 17D"
"62",25,"rock wall striking it with its right front and right rear tire.  V1 continued a",2,17,"D",5," 17D"
"63",25,"short distance striking a utility guide wire/post with its front.  The",2,17,"D",6," 17D"
"64",25,"wires/post dislodged from the ground and struck V1 in the front.  V1 then struck",2,17,"D",7," 17D"
"65",25,"a rock wall with its front and came to rest.",2,17,"D",8," 17D"
"66",25,"V1 was traveling south on a roadway negotiating a curve.  V1 turned right onto a",2,18,"G",1," 18G"
"67",25,"crossing street, went off the left side of the roadway and struck a small ditch",2,18,"G",2," 18G"
"68",25,"with its front.",2,18,"G",3," 18G"
"69",25,"V1 is traveling southbound negotiating a curve and approaching driveway",2,19,"K",1," 19K"
"70",25,"entrance, V2 traveling northbound on same roadway.  V1 turns left and the front",2,19,"K",2," 19K"
"71",25,"of V1 contacts the front of V2.",2,19,"K",3," 19K"
"72",25,"V1 and V2 were traveling west on a roadway with V2 ahead of V1.  V2 decelerated",2,20,"C",1," 20C"
"73",25,"for an uninvolved vehicle and the front of V1 contacted the back of V2.",2,20,"C",2," 20C"
"74",25,"V2 was traveling on roadway, V1 was entering roadway from right.  Right side of",2,21,"F",1," 21F"
"75",25,"V2 made contact with the left side of V1.",2,21,"F",2," 21F"
"76",25,"V1 was traveling east.  V2 was traveling north. The frontal plane of V2 impacted",3,1,"E",1,"  1E"
"77",25,"the right side plane of V1.",3,1,"E",2,"  1E"
"78",25,"V1 was traveling westbound on a two-way roadway with two lanes in each direction",3,2,"F",1,"  2F"
"79",25,"and a left turning lane.  V2 was traveling southbound on a one-way roadway with",3,2,"F",2,"  2F"
"80",25,"one lane of travel.  V3 was traveling eastbound on lane one of a two-way",3,2,"F",3,"  2F"
"81",25,"roadway with two lanes of travel in each direction.  At the intersection, the",3,2,"F",4,"  2F"
"82",25,"front plane of V2 impacted the right plane of V1, then the left plane of V1",3,2,"F",5,"  2F"
"83",25,"impacted the right plane of V2.  V1 went across the road and the front plane",3,2,"F",6,"  2F"
"84",25,"impacted the front plane of V3, and then the front plane of V1 impacted a fence",3,2,"F",7,"  2F"
"85",25,"on the southwest corner of the intersection.",3,2,"F",8,"  2F"
"86",25,"V1 was traveling north.  V2 was also traveling northbound of the same roadway in",3,3,"H",1,"  3H"
"87",25,"the service lane attempting to turn left heading westbound.  At the",3,3,"H",2,"  3H"
"88",25,"intersection, the frontal plane of V1 impacted the left side plane of V2.",3,3,"H",3,"  3H"
"89",25,"V1 was traveling southbound in the right lane of a physically divided two way",3,4,"F",1,"  4F"
"90",25,"roadway with three lanes in each direction.  On this roadway, the frontal and",3,4,"F",2,"  4F"
"91",25,"undercarriage planes of V1 impacted a steel beam that was on the roadway.",3,4,"F",3,"  4F"
"92",25,"V1 was traveling eastbound on a one-way roadway with one lane of travel.  V2 was",3,5,"F",1,"  5F"
"93",25,"traveling southbound on a one-way roadway with one lane of travel.  At the",3,5,"F",2,"  5F"
"94",25,"intersection, the front plane of V2 impacted the left plane of V1.  V1 came to a",3,5,"F",3,"  5F"
"95",25,"final rest on the curb of the southeast corner.",3,5,"F",4,"  5F"
"96",25,"V1 was traveling westbound on a two way roadway with a single lane of travel in",3,6,"G",1,"  6G"
"97",25,"each direction.  On this roadway, a pedestrian walking northbound collided with",3,6,"G",2,"  6G"
"98",25,"the left side mirror of V1.  This caused V1 to impact a bus stop sign post with",3,6,"G",3,"  6G"
"99",25,"its frontal plane located at the southeast corner.",3,6,"G",4,"  6G"
"100",25,"V3 was traveling southbound on a two-way roadway with one lane in each",3,7,"H",1,"  7H"
"101",25,"direction.  V1 was parked and unoccupied in the southbound parking lane.  V2 was",3,7,"H",2,"  7H"
"102",25,"parked and and unoccupied in front of V1.  A non-contact vehicle traveling",3,7,"H",3,"  7H"
"103",25,"northbound came across the center divider when the driver of V3 steered right,",3,7,"H",4,"  7H"
"104",25,"causing the front plane of V3 to impact the left plane of V1, and then the front",3,7,"H",5,"  7H"
"105",25,"plane of V3 to impact the left plane of V2.",3,7,"H",6,"  7H"
"106",25,"V1 was traveling northbound on a two-way roadway with one lane of travel in each",3,8,"E",1,"  8E"
"107",25,"direction.  V2 was traveling eastbound on a two-way roadway with one lane in",3,8,"E",2,"  8E"
"108",25,"each direction.  V1 attempted to make a right turn at the intersection, when the",3,8,"E",3,"  8E"
"109",25,"front plane of V2 impacted the left plane of V1.",3,8,"E",4,"  8E"
"110",25,"V1 was traveling north, attempting to turn right at an intersection.  V2 was",3,9,"E",1,"  9E"
"111",25,"traveling behind V1.  The frontal plane of V2 impacted the rear plane of V1,",3,9,"E",2,"  9E"
"112",25,"causing V1 to impact a fence located on the northeast corner with its frontal",3,9,"E",3,"  9E"
"113",25,"plane.",3,9,"E",4,"  9E"
"114",25,"V1 was traveling south.  The driver lost control and the front of V1 impacted a",3,10,"G",1," 10G"
"115",25,"fence on top of the sidewalk.",3,10,"G",2," 10G"
"116",25,"V1 was traveling westbound on a two way roadway with a single lane of travel in",3,11,"E",1," 11E"
"117",25,"each direction.  V2 was traveling southbound on a one way roadway with a single",3,11,"E",2," 11E"
"118",25,"lane of travel.  V3 and V4 were legally parked facing eastbound near the",3,11,"E",3," 11E"
"119",25,"southwest corner.  At the intersection of the above roadways, the frontal plane",3,11,"E",4," 11E"
"120",25,"of V2 impacted the right side plane of V1.  This caused the right side plane of",3,11,"E",5," 11E"
"121",25,"V1 to side slap the left side plane of V2.  This then caused V2's frontal plane",3,11,"E",6," 11E"
"122",25,"to impact the frontal plane of V3.  And lastly, the rear plane of V3 contacted",3,11,"E",7," 11E"
"123",25,"the frontal plane of V4.",3,11,"E",8," 11E"
"124",25,"V1 was traveling south.  V2 was traveling east, attempting to turn left. The",3,12,"F",1," 12F"
"125",25,"frontal plane of V1 impacted the left side plane of V2.",3,12,"F",2," 12F"
"126",25,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,13,"F",1," 13F"
"127",25,"was traveling westbound on a two-way roadway with one lane in each direction.",3,13,"F",2," 13F"
"128",25,"V3 was traveling eastbound on the same roadway.  At the intersection, the front",3,13,"F",3," 13F"
"129",25,"of V1 impacted the right plane of V2, causing V2 to spin clockwise, and then the",3,13,"F",4," 13F"
"130",25,"front plane of V3 impacted the left plane of V2, and then the front plane of V2",3,13,"F",5," 13F"
"131",25,"impacted the left plane of V3.",3,13,"F",6," 13F"
"132",25,"V1 was traveling westbound on a divided two-way roadway with three lanes of",3,14,"F",1," 14F"
"133",25,"travel.  V2 was traveling eastbound on the same roadway.  At the intersection,",3,14,"F",2," 14F"
"134",25,"V2 attempted to make a left-turn in front of V1, when the front plane of V1",3,14,"F",3," 14F"
"135",25,"impacted the front plane of V2.",3,14,"F",4," 14F"
"136",25,"V1 was traveling northbound on a two way roadway with two lanes of travel in",3,15,"F",1," 15F"
"137",25,"each direction and a left hand turn lane.  V2 was traveling southbound on the",3,15,"F",2," 15F"
"138",25,"same roadway attempting to turn left heading eastbound.  At the intersection of",3,15,"F",3," 15F"
"139",25,"the above roadways, the frontal plane of V1 impacted the right side plane of V2.",3,15,"F",4," 15F"
"140",25,"V1 was traveling eastbound on a divided two way roadway with two lanes in each",3,16,"G",1," 16G"
"141",25,"direction.  V2 was traveling westbound on the same roadway attempting to turn",3,16,"G",2," 16G"
"142",25,"left heading southbound.  At the intersection of the above roadways, the frontal",3,16,"G",3," 16G"
"143",25,"plane of V1 impacted the right side plane of V2.",3,16,"G",4," 16G"
"144",25,"V1 was traveling southbound on a two-way roadway with two lanes of travel in",3,17,"H",1," 17H"
"145",25,"each direction and a left turning lane.  V2 was traveling northbound on the same",3,17,"H",2," 17H"
"146",25,"roadway.  At the intersection, V1 made a left turn and the front plane of V1",3,17,"H",3," 17H"
"147",25,"impacted the left plane of V2.",3,17,"H",4," 17H"
"148",25,"V1 was traveling east in the left lane.  V2 was traveling in the middle lane of",3,18,"E",1," 18E"
"149",25,"the same roadway.  On this roadway, the right side plane was sideswiped by the",3,18,"E",2," 18E"
"150",25,"left side plane of V2.  This caused the left side plane of V1 to impact with the",3,18,"E",3," 18E"
"151",25,"center concrete median with its left side plane.",3,18,"E",4," 18E"
"152",25,"V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,19,"F",1," 19F"
"153",25,"was traveling westbound on a two-way roadway with one lane in each direction.",3,19,"F",2," 19F"
"154",25,"At the intersection, the front plane of V1 impacted the left plane of V2, and",3,19,"F",3," 19F"
"155",25,"then the right plane of V1 impacted the left plane of V2.  Then the front plane",3,19,"F",4," 19F"
"156",25,"of V1 impacted a fence on the northwest corner of the intersection.",3,19,"F",5," 19F"
"157",25,"V1 was facing westbound on a two way divided roadway with two lanes of travel in",3,20,"F",1," 20F"
"158",25,"each direction.  V1 went in reverse and mounted the north side curb and",3,20,"F",2," 20F"
"159",25,"striking five pedestrians with its rear plane. Afterwards, V1 then impacted the",3,20,"F",3," 20F"
"160",25,"building located off the north side curb with its rear plane and coming to final",3,20,"F",4," 20F"
"161",25,"rest.",3,20,"F",5," 20F"
"162",25,"V1 was traveling westbound on a one-way roadway with one lane of travel.  V2 was",3,21,"H",1," 21H"
"163",25,"parked and unoccupied on the northern parking lane.  V3 was also parked and",3,21,"H",2," 21H"
"164",25,"unoccupied in front of V2.  The front plane of V1 impacted the left plane of V2,",3,21,"H",3," 21H"
"165",25,"and then the front plane of V1 impacted the left plane of V3.",3,21,"H",4," 21H"
"166",25,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,22,"E",1," 22E"
"167",25,"was parked and unoccupied in the eastern parking lane.  The driver of V1 fell",3,22,"E",2," 22E"
"168",25,"aslseep and the front plane of V1 impacted the right plane of V2.",3,22,"E",3," 22E"
"169",25,"V1 was traveling westbound on lane one of a physically divided two-way roadway",3,23,"F",1," 23F"
"170",25,"with two lanes in each direction.  V2 was traveling on the same roadway in front",3,23,"F",2," 23F"
"171",25,"of V2.  V1 stopped due to traffic, when the front plane of V1 impacted the back",3,23,"F",3," 23F"
"172",25,"plane of V2.",3,23,"F",4," 23F"
"173",25,"V1 was traveling eastbound in the center lane of a physically divided two way",3,24,"H",1," 24H"
"174",25,"roadway with three lanes in each direction.  V2 was also traveling eastbound in",3,24,"H",2," 24H"
"175",25,"the left lane of the same roadway.  On this roadway the left side plane of V1",3,24,"H",3," 24H"
"176",25,"impacted the right side plane of V2.  This caused the left side plane of V2 to",3,24,"H",4," 24H"
"177",25,"impact the center concrete median.",3,24,"H",5," 24H"
"178",25,"V1 was traveling southbound on a two-way roadway three lanes in each direction",3,25,"E",1," 25E"
"179",25,"and a divided service lane.  V2 was traveling northbound on the same roadway.",3,25,"E",2," 25E"
"180",25,"At the intersection, V1 attempted to make a left-turn when the front plane of V1",3,25,"E",3," 25E"
"181",25,"impacted the left plane of V2, and then the front of V2 impacted a light pole",3,25,"E",4," 25E"
"182",25,"on the northeast corner.",3,25,"E",5," 25E"
"183",25,"V1 was traveling westbound on the divided service lane of a divided two-way",3,26,"F",1," 26F"
"184",25,"roadway with four lanes of travel in each direction.  V2 was traveling eastbound",3,26,"F",2," 26F"
"185",25,"on lane four of the same roadway.  At the intersection, V2 attempted to make a",3,26,"F",3," 26F"
"186",25,"left-turn when the front plane of V1 impacted the front plane of V2.",3,26,"F",4," 26F"
"187",25,"V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,27,"H",1," 27H"
"188",25,"was parked and unoccupied in the western parking lane of the same roadway.  The",3,27,"H",2," 27H"
"189",25,"driver of V1 lost control due to icy road conditions and the front plane of V1",3,27,"H",3," 27H"
"190",25,"impacted the back plane of V2.",3,27,"H",4," 27H"
"191",25,"V1 was traveling northbound on a divided two-way roadway with three lanes of",3,28,"F",1," 28F"
"192",25,"travel in each direction.  V2 was traveling westbound on a physically divided",3,28,"F",2," 28F"
"193",25,"two-way roadway with two lanes in each direction.  At the intersection, the",3,28,"F",3," 28F"
"194",25,"front plane of V2 impacted the right plane of V1, and then the right plane of V2",3,28,"F",4," 28F"
"195",25,"impacted the curb of the median.",3,28,"F",5," 28F"
"196",25,"V1 was traveling eastbound on lane one of a divided two-way roadway with three",3,29,"F",1," 29F"
"197",25,"lanes in each direction.  V2 was traveling on the same roadway behind V3.  V3",3,29,"F",2," 29F"
"198",25,"was also traveling eastbound on the same roadway behind V2.  V1 was attempting",3,29,"F",3," 29F"
"199",25,"to stop, when the front plane of V3 impacted the back plane of V2, and then the",3,29,"F",4," 29F"
"200",25,"front plane of V2 impacted the back plane of V1.",3,29,"F",5," 29F"
"201",25,"V1 was traveling westbound on lane one of a divided two-way roadway with three",3,30,"G",1," 30G"
"202",25,"lanes of travel in each direction.  V2 was traveling on the same roadway behind",3,30,"G",2," 30G"
"203",25,"V1.  V3 was traveling on the same roadway behind V2.  V1 and V2 were stopped",3,30,"G",3," 30G"
"204",25,"when the front plane of V3 impacted the back plane of V2, and then the front",3,30,"G",4," 30G"
"205",25,"plane of V2 impacted the back plane of V1.",3,30,"G",5," 30G"
"206",25,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,31,"H",1," 31H"
"207",25,"was legally parked and unoccupied o the eastern parking lane.  V3 was also",3,31,"H",2," 31H"
"208",25,"legally parked and unoccupied in front of V2.  The driver of V1 lost control and",3,31,"H",3," 31H"
"209",25,"the left plane impacted the right plane of V2, and then the right plane of V3.",3,31,"H",4," 31H"
"210",25,"V1 was traveling westbound on a one-way roadway with one lane of travel.  V2 was",3,32,"E",1," 32E"
"211",25,"traveling westbound on the same roadway.  V3 was also traveling westbound on",3,32,"E",2," 32E"
"212",25,"the same roadway in front of V2, and behind V1.  V1 and V3 were stopped due to",3,32,"E",3," 32E"
"213",25,"traffic when the left plane of V2 impacted the right plane of V3, and then the",3,32,"E",4," 32E"
"214",25,"front plane of V2 impacted the back plane of V1.",3,32,"E",5," 32E"
"215",25,"V1 was traveling southbound on a physically divided two-way roadway with three",3,33,"F",1," 33F"
"216",25,"lanes in each direction.  V2 was traveling westbound on a two-way roadway.  At",3,33,"F",2," 33F"
"217",25,"the intersection, the front plane of V1 impacted the right plane of V2, and then",3,33,"F",3," 33F"
"218",25,"the front plane of V2 impacted a building on the southwest corner of the",3,33,"F",4," 33F"
"219",25,"intersection.",3,33,"F",5," 33F"
"220",25,"V1 was traveling southbound on lane three of a physically divided two-way",3,34,"F",1," 34F"
"221",25,"roadway with three lanes of travel and a left-turning lane.  V2 was traveling",3,34,"F",2," 34F"
"222",25,"southbound on the same roadway behind V1.  V1 stopped for the traffic control",3,34,"F",3," 34F"
"223",25,"device and the front plane of V2 impacted the back plane of V1.",3,34,"F",4," 34F"
"224",25,"V1 was traveling southbound on lane one of a divided two-way roadway with three",3,35,"H",1," 35H"
"225",25,"lanes in each direction.  V2 was traveling southbound on lane two of the same",3,35,"H",2," 35H"
"226",25,"roadway.  V1 merged into lane two and came to a stop for the traffic control",3,35,"H",3," 35H"
"227",25,"device, when the front plane of V2 impacted the back plane of V1.",3,35,"H",4," 35H"
"228",25,"V1 was traveling eastbound on a physically divided two-way roadway with three",3,36,"D",1," 36D"
"229",25,"lanes in each direction.  V1 lost control and the front of V1 impacted the",3,36,"D",2," 36D"
"230",25,"concrete median.",3,36,"D",3," 36D"
"231",25,"V1 was traveling northbound on a two-way roadway with one lane in each",3,37,"E",1," 37E"
"232",25,"direction.  V2 was traveling westbound on a two-way roadway with one lane in",3,37,"E",2," 37E"
"233",25,"each direction.  V3 was parked and unoccupied of the eastern parking lane.  At",3,37,"E",3," 37E"
"234",25,"the intersection, V1 made a right turn and the right plane impacted the left",3,37,"E",4," 37E"
"235",25,"plane of V3, then V1 went across the westbound lanes and the front plane of V1",3,37,"E",5," 37E"
"236",25,"impacted the front plane of V2.",3,37,"E",6," 37E"
"237",25,"V1 was traveling southbound on lane three of a physically divided two-way",3,38,"F",1," 38F"
"238",25,"roadway with three lanes in each direction.  A non-contact vehicle was traveling",3,38,"F",2," 38F"
"239",25,"southbound on the same roadway and attempted to merge into lane three.  V1",3,38,"F",3," 38F"
"240",25,"swerved to the left and the front of V1 impacted a bridge support beam.",3,38,"F",4," 38F"
"241",25,"V1 was traveling southbound on a two-way roadway with one lane in each",3,39,"E",1," 39E"
"242",25,"direction.  V2 was traveling eastbound on a one-way roadway.  At the",3,39,"E",2," 39E"
"243",25,"intersection, the front plane of V1 impacted the left plane of V2.",3,39,"E",3," 39E"
"244",25,"V1 was traveling westbound on lane one of a physically divided two-way roadway",3,40,"E",1," 40E"
"245",25,"with three lanes in each direction.  V2 was traveling on the same roadway behind",3,40,"E",2," 40E"
"246",25,"V1.  V3 was traveling on the same roadway behind V2.  V4 was also traveling on",3,40,"E",3," 40E"
"247",25,"the same roadway behind V3.  V1, V2, and V3 stopped when the front plane of V4",3,40,"E",4," 40E"
"248",25,"impacted the back of V3, then the front of V3 impacted the back of V2, and then",3,40,"E",5," 40E"
"249",25,"the front of V2 impacted the back of V1.",3,40,"E",6," 40E"
"250",25,"V1 was traveling westbound on a physically divided two-way roadway with three",3,41,"G",1," 41G"
"251",25,"lanes in each direction.  V2 was traveling westbound on the same roadway in",3,41,"G",2," 41G"
"252",25,"front of V1.  V2 came to a stop when the front plane of V1 impacted the back",3,41,"G",3," 41G"
"253",25,"plane of V2.",3,41,"G",4," 41G"
"254",25,"V1 was traveling southbound.  V1 departed the roadway to the right with its",4,1,"G",1,"  1G"
"255",25,"front right area impacting a fire hydrant.",4,1,"G",2,"  1G"
"256",25,"V1 was traveling northbound passing through an intersection.  V2 was traveling",4,2,"K",1,"  2K"
"257",25,"westbound in the eastbound lanes attempting to go south.  The front of V1",4,2,"K",2,"  2K"
"258",25,"impacted the left side of V2 in the intersection.",4,2,"K",3,"  2K"
"259",25,"V1 was traveling westbound, V2 was traveling southbound.  V2 entered the",4,3,"E",1,"  3E"
"260",25,"intersection to turn easbound when the front of V2 impacted the right side of V1",4,3,"E",2,"  3E"
"261",25,"V1 was traveling northbound approaching a 5-way intersection.  V1 proceeded",4,4,"F",1,"  4F"
"262",25,"westbound at the intersection.  V2 was traveling eastbound in the westbound lane",4,4,"F",2,"  4F"
"263",25,"approaching the same intersection.  V3 was parked westbound on the northwest",4,4,"F",3,"  4F"
"264",25,"arm of the intersection.  The front of V1 impacted the front of V2 in the",4,4,"F",4,"  4F"
"265",25,"westbound lane.  After this impact, V1 was pushed rearward with its back",4,4,"F",5,"  4F"
"266",25,"impacting the left side of V3.  This impact forced both vehicle 1 and 3 over the",4,4,"F",6,"  4F"
"267",25,"curb where they came to rest.",4,4,"F",7,"  4F"
"268",25,"V1 was traveling northbound when it had a left roadway departure, striking a",4,5,"H",1,"  5H"
"269",25,"concrete wall and overturning.",4,5,"H",2,"  5H"
"270",25,"V1 was travelling eastbound.  The left front corner of V1 impacted the center",4,6,"D",1,"  6D"
"271",25,"divided to the left side.  V1 continued along the divider scraping its left side",4,6,"D",2,"  6D"
"272",25,"before coming to rest.",4,6,"D",3,"  6D"
"273",25,"V1 and V2 were heading northbound and stopped in traffic. V3 was also heading",4,7,"F",1,"  7F"
"274",25,"northbound when the front of V3 impacted the rear of V1, then the front of V1",4,7,"F",2,"  7F"
"275",25,"impacted the rear of V2.",4,7,"F",3,"  7F"
"276",25,"V1 was traveling southbound approaching an intersection.  V2 was traveling",4,8,"F",1,"  8F"
"277",25,"northbound passing through the same intersection.  The front of V2 impacted the",4,8,"F",2,"  8F"
"278",25,"right side of V1 in the northbound lanes.",4,8,"F",3,"  8F"
"279",25,"V1 was traveling northbound, V2 was traveling eastbound,  V2 turned right to",4,9,"H",1,"  9H"
"280",25,"head southbound.  V2's front contacted the left side of V1",4,9,"H",2,"  9H"
"281",25,"V1 was traveling eastbound.  V1 turned left into a parking lot & struck a curb",4,10,"E",1," 10E"
"282",25,"with its right side tires.  V1 continued in a northeast direction through the",4,10,"E",2," 10E"
"283",25,"lot striking another curb with its left side tires.  The front of V1 then",4,10,"E",3," 10E"
"284",25,"impacted a building.  V1 continued in a east direction with its left side",4,10,"E",4," 10E"
"285",25,"impacting the same building before coming to rest in the parking lot.",4,10,"E",5," 10E"
"286",25,"V1 was traveling westbound and V2 was traveling eastbound.  V2 entered the",4,11,"F",1," 11F"
"287",25,"intersection to turn northbound and the front of V1 impacted the right side of",4,11,"F",2," 11F"
"288",25,"V2.",4,11,"F",3," 11F"
"289",25,"V1 was traveling eastbound.  A pedestrian crossed the roadway from north to",4,12,"H",1," 12H"
"290",25,"south in front of V1.  The front of V1 impacted the pedestrian.",4,12,"H",2," 12H"
"291",25,"V1 was heading northbound, V2 was traveling eastbound.  V1 traveled through the",4,13,"E",1," 13E"
"292",25,"intersection when the front of V1 struck the right front of V2",4,13,"E",2," 13E"
"293",25,"V1 was traveling eastbound approaching an intersection.  V2 was traveling",4,14,"F",1," 14F"
"294",25,"southbound approacing the same intersection.  The front of V1 impacted the right",4,14,"F",2," 14F"
"295",25,"sid eof V2 in the intersection.  After this impact, V2 rolled onto its left",4,14,"F",3," 14F"
"296",25,"side, sliding to rest in the northbound lane.",4,14,"F",4," 14F"
"297",25,"V1 and V2 were heading northbound.  V1 was stopped to turn left when the front",4,15,"G",1," 15G"
"298",25,"of V2 contacted the rear of V1.",4,15,"G",2," 15G"
"299",25,"V1 was in the left lane and V2 was in the center lane, both were heading",4,16,"D",1," 16D"
"300",25,"eastbound.  V1's right side impacted V2's left side.  V1 and V2 them impacted a",4,16,"D",2," 16D"
"301",25,"concrete positive barrier, bounced off the wall and side slapped each other.",4,16,"D",3," 16D"
"302",25,"V1 was traveling southbound and traveled off the right side of the road striking",4,17,"E",1," 17E"
"303",25,"a utility pole.",4,17,"E",2," 17E"
"304",25,"V1 was stopped in the northbound travel lane at a ""V"" intersection.  V2 was",4,18,"F",1," 18F"
"305",25,"traveling behind V1.  The front of V2 impacted the rear of V1.",4,18,"F",2," 18F"
"306",25,"V1 was traveling south exiting a parking lot roadway intending to turn left at",4,19,"G",1," 19G"
"307",25,"the intersecting roadway.  V2 was negotiating a westbound curve approaching the",4,19,"G",2," 19G"
"308",25,"parking lot roadway which intersected from the right.  The front of V2 impacted",4,19,"G",3," 19G"
"309",25,"the left side of V1.",4,19,"G",4," 19G"
"310",25,"V1 was traveling northbound approaching a business driveway,  V2 was traveling",4,20,"E",1," 20E"
