"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"2702",1,NA,0,152,"200F",200,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,13,106.342,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,1,270,20
"2703",1,NA,0,142,"200F",200,140,0,10,13,19,20,20,20,0,140,71,NA,140,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,320,NA,13,106.342,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,263,20
"2704",1,NA,0,143,"201H",201,133,0,17,13,13,5,6,12,0,140,12,NA,140,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,364.781,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,263,20
"2705",1,NA,0,149,"201H",201,150,0,4,2,3,0,0,0,0,150,6,NA,150,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,13,364.781,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",0,2,273,20
"2706",1,2,0,144,"202H",202,118,0,1,2,10,10,13,13,142,118,1,0,998,2,2,NA,NA,0,0,1,NA,"R","T",NA,NA,NA,NA,1,NA,1,NA,NA,51,31,20,998,13,364.781,NA,NA,NA,NA,NA,NA,NA,NA,"F","Y","H","E","D","E","O",1,1,237,20
"2707",1,2,0,154,"203H",203,28,0,0,15,39,43,17,0,0,152,12,3,152,2,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,51,57,0,80,13,364.781,NA,NA,NA,NA,NA,NA,NA,NA,"C","D","H","E","A","N","W",1,1,281,20
"2708",2,1,0,147,"204D",204,70,0,87,83,114,64,38,23,-45,160,12,12,160,4,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,57,0,0,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","D","E","E","W","W",1,1,266,20
"2709",1,NA,0,156,"205E",205,69,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,158,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",1,1,276,20
"2710",1,NA,0,149,"205E",205,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,320,20
"2711",1,NA,0,165,"206E",206,33,0,3,0,1,1,1,9,65,161,12,NA,161,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,1,287,20
"2712",1,NA,0,157,"206E",206,32,0,3,0,2,2,1,11,63,159,12,NA,159,9,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,2,295,20
"2713",1,NA,0,151,"207F",207,110,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,141.79,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",1,1,262,20
"2714",1,NA,0,158,"208F",208,112,0,3,5,10,15,27,37,0,150,12,NA,150,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,13,141.79,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,277,20
"2715",1,NA,0,153,"209H",209,134,0,1,0,0,0,0,0,0,134,12,NA,134,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,13,486.374,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,274,20
"2716",1,NA,0,150,"210D",210,87,0,1,0,0,0,0,2,26,148,1,NA,148,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,40,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","E","","W","",1,1,272,20
"2717",1,3,0,161,"210D",210,105,1,0,9,25,37,52,51,231,97,10,0,998,4,1,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,51,310,998,13,81.594,0,0,0,0,0,8,69,154,"Y","R","D","E","E","W","E",1,2,312,20
"2718",1,2,0,143,"211F",211,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,NA,NA,NA,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,31,57,998,998,13,91.151,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","F","D","9","O","9",1,1,263,20
"2719",1,NA,0,153,"212G",212,54,0,12,39,56,41,23,0,-4,155,12,NA,155,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,13,83.503,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",1,1,268,20
"2720",1,NA,0,142,"213H",213,105,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,104.223,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","D","","O","",1,1,263,20
"2721",3,4,0,156,"214H",214,14,1,0,1,3,4,6,19,65,144,12,0,144,1,2,NA,NA,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,0,998,13,104.223,NA,NA,NA,NA,NA,NA,NA,NA,"R","Y","H","E","D","E","O",1,1,276,20
"2722",1,NA,0,144,"215H",215,100,0,0,0,0,8,15,19,20,143,1,NA,143,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,13,104.223,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,244,20
"2723",1,NA,0,164,"215H",215,93,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,186,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,13,104.223,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","L","","W","",0,2,353,20
"2724",1,NA,0,154,"216K",216,83,0,68,63,62,43,21,0,-34,149,12,NA,149,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,1,257,20
"2725",1,NA,0,140,"216K",216,41,0,75,73,42,22,8,0,-34,152,12,NA,152,4,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,2,263,20
"2726",1,2,0,155,"217F",217,56,1,13,5,3,2,1,0,-14,166,12,12,166,1,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,57,10,0,13,109.381,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","F","E","E","W","W",1,1,333,20
"2727",1,NA,1,174,"217F",217,87,0,31,31,16,12,16,4,-55,87,9,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,280,NA,13,109.381,NA,NA,NA,NA,NA,NA,NA,NA,"B","","F","E","","W","",0,2,302,20
"2728",3,1,1,185,"218F",218,20,1,0,3,16,4,1,0,-21,182,12,9,182,1,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,51,2,0,260,13,109.381,0,6,5,4,5,3,9,390,"C","Y","F","E","E","N","W",0,1,408,20
"2729",2,1,0,147,"218F",218,250,0,0,7,2,5,3,2,17,445,3,1,998,2,1,NA,NA,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,90,20,13,109.381,0,0,1,2,1,5,55,140,"D","R","F","A","E","W","E",0,2,255,20
"2730",1,NA,0,151,"219F",219,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,109.381,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",1,1,270,20
"2731",1,NA,0,148,"220G",220,13,0,4,1,0,0,0,0,-59,138,12,NA,138,9,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,46,NA,0,NA,13,150.305,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","E","",1,1,262,20
"2732",1,NA,0,146,"221H",221,40,0,25,12,0,0,0,0,-50,140,6,NA,140,6,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,13,375.203,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",1,1,247,20
"2733",1,NA,0,151,"222A",222,120,0,95,101,94,84,78,81,0,150,12,NA,150,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,82.755,NA,NA,NA,NA,NA,NA,NA,NA,"D","","A","E","","W","",1,1,270,20
"2734",1,NA,0,160,"222A",222,110,0,93,94,92,89,66,45,0,165,12,NA,165,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,13,82.755,NA,NA,NA,NA,NA,NA,NA,NA,"D","","A","E","","W","",1,2,307,20
"2735",2,3,0,147,"223E",223,61,1,5,3,4,11,9,3,43,146,12,9,146,6,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,54,50,350,270,13,72.19,0,3,4,4,2,0,34,105,"Z","P","E","L","E","W","N",1,1,261,20
"2736",1,NA,0,149,"224F",224,145,0,54,51,48,47,45,34,0,145,81,NA,145,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,13,249.145,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,258,20
"2737",1,NA,0,153,"224F",224,110,0,27,19,14,10,5,1,0,130,12,NA,130,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,13,249.145,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,274,20
"2738",1,2,0,153,"225F",225,245,0,0,18,35,77,52,20,11,245,9,9,998,4,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,270,260,13,249.145,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","F","A","E","W","W",1,1,108,20
"2739",1,2,1,181,"225F",225,106,0,0,3,12,24,22,23,33,172,12,3,172,1,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,0,90,13,249.145,0,2,3,0,0,0,6,124,"Z","P","F","E","E","W","W",1,2,359,20
"2740",1,NA,0,150,"226G",226,59,0,0,0,7,12,9,14,48,154,12,NA,154,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,13,342.361,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",1,1,282,20
"2741",1,2,0,158,"227H",227,165,0,0,0,0,1,3,4,0,168,12,9,168,1,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,46,46,10,270,13,854.629,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","H","E","E","W","W",0,1,287,20
"2742",1,2,0,167,"228G",228,30,1,0,3,33,2,0,0,-15,178,12,12,178,2,2,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,42,41,0,350,13,196.477,8,13,15,2,2,0,-182,142,"Y","B","G","E","E","N","S",1,1,365,20
"2743",1,NA,0,147,"230F",230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,103.304,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",0,1,258,20
"2744",1,NA,0,150,"231F",231,60,0,36,20,17,5,1,0,-44,157,12,NA,157,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,103.304,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,312,20
"2745",2,1,0,148,"231F",231,209,0,8,20,33,23,6,0,3,209,2,6,998,3,6,NA,NA,0,0,1,NA,"R","B",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,60,180,13,103.304,0,5,11,18,25,33,35,146,"Y","Z","F","A","E","W","W",1,2,262,20
"2746",2,NA,0,167,"231F",231,169,0,19,10,10,15,12,20,0,173,12,NA,173,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,13,103.304,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,3,295,20
"2747",1,NA,0,162,"232H",232,67,0,2,1,2,1,0,0,-47,160,12,NA,160,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,13,354.358,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",0,1,307,20
"2748",1,2,0,163,"233H",233,48,0,0,2,13,25,27,11,-64,175,12,12,175,1,2,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,68,62,0,0,13,354.358,0,2,13,25,27,11,63,175,"L","Z","H","E","E","W","W",1,1,334,20
"2749",3,1,0,156,"234K",234,37,1,107,84,62,47,21,1,-48,134,12,NA,134,5,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,43,0,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"L","9","K","E","9","E","9",1,1,276,20
"2750",1,NA,0,143,"235D",235,48,0,46,25,15,21,40,45,51,150,12,NA,150,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"R","","D","E","","W","",1,1,260,20
"2751",1,NA,0,150,"235D",235,53,0,14,5,5,3,3,3,-47,148,6,NA,148,2,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,170,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,2,262,20
"2752",1,NA,1,174,"236F",236,134,0,0,0,0,1,3,17,23,180,1,NA,180,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,13,341.815,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,351,20
"2753",1,NA,0,159,"236F",236,250,0,0,0,0,18,3,0,100,237,10,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,300,NA,13,341.815,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,2,305,20
"2754",1,NA,0,158,"237G",237,38,0,8,0,0,0,0,7,-60,158,12,NA,158,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,13,469.702,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","E","",0,1,287,20
"2755",1,NA,0,159,"238H",238,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,154,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,13,1172.51,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,289,20
"2756",1,NA,0,146,"239H",239,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,1172.51,NA,NA,NA,NA,NA,NA,NA,NA,"P","","H","D","","O","",0,1,248,20
"2757",1,NA,0,149,"240D",240,45,0,13,15,35,26,0,0,-18,157,12,NA,157,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,1,269,20
"2758",1,NA,0,157,"241E",241,123,0,45,38,33,26,15,2,0,154,2,NA,154,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,50,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,281,20
"2759",1,NA,0,153,"241E",241,NA,0,6,3,0,41,52,52,175,127,11,NA,998,4,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,330,NA,13,61.626,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,2,285,20
"2760",1,2,0,162,"242F",242,51,0,4,9,47,47,27,23,154,85,3,0,998,3,2,NA,NA,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,80,998,13,174.705,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","F","E","A","W","O",1,1,307,20
"2761",1,NA,0,153,"243F",243,22,0,5,1,0,0,0,0,-59,141,12,NA,141,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,13,174.705,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","E","",0,1,279,20
"2762",1,NA,0,142,"243F",243,7,0,3,1,1,0,0,0,-68,144,12,NA,144,8,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,13,174.705,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","S","",0,2,254,20
"2763",1,NA,0,151,"244H",244,90,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,599.283,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","A","","O","",1,1,270,20
"2764",3,1,0,146,"245H",245,15,1,0,0,0,1,3,7,68,150,12,0,150,1,9,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,68,0,998,13,599.283,NA,NA,NA,NA,NA,NA,NA,NA,"R","R","H","E","W","E","N",1,1,252,20
"2765",1,NA,0,148,"246B",246,205,0,53,105,109,62,7,0,-59,257,5,NA,998,7,NA,2,NA,0,0,2,NA,"R","",4,NA,1,NA,1,NA,1,NA,NA,2,NA,140,NA,13,82.755,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","B","A","","W","",1,1,262,20
"2766",1,NA,0,151,"247K",247,21,0,0,10,20,28,18,18,-14,175,9,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,280,NA,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"P","","K","A","","N","",0,1,272,20
"2767",1,NA,0,149,"249G",249,144,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,459.264,NA,NA,NA,NA,NA,NA,NA,NA,"P","","G","D","","O","",0,1,286,20
"2768",1,2,0,149,"250H",250,87,0,1,0,0,0,0,0,-30,146,11,9,146,1,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,46,46,340,270,13,1146.454,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","H","E","M","W","E",1,1,256,20
"2769",1,NA,0,149,"251H",251,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,1146.454,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","D","","O","",0,1,273,20
"2770",2,1,0,162,"252G",252,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,2,2,NA,NA,0,0,1,NA,"U","T",NA,NA,NA,NA,1,NA,1,NA,NA,60,42,998,998,13,111.337,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","G","D","R","W","W",0,1,303,20
"2771",1,2,0,155,"253G",253,168,0,0,3,6,8,1,0,82,178,2,3,998,2,1,NA,NA,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,70,90,13,111.337,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","G","E","E","W","W",1,1,303,20
"2772",1,2,0,156,"253G",253,116,0,9,6,2,0,0,0,0,150,11,10,150,1,2,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,340,310,13,111.337,0,10,6,3,2,0,-101,96,"D","P","G","E","E","W","N",1,2,272,20
"2773",1,NA,0,161,"254H",254,75,0,18,35,39,30,13,5,-241,100,70,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"B","","H","E","","W","",0,1,291,20
"2774",1,NA,1,178,"254H",254,35,0,11,5,3,0,0,0,-73,180,12,NA,180,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,0,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",0,2,427,20
"2775",1,NA,0,160,"255H",255,38,0,43,15,8,7,4,3,-66,171,12,NA,171,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",1,1,275,20
"2776",1,NA,0,157,"255H",255,250,0,1,5,12,9,9,0,49,255,12,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","S","",0,2,281,20
"2777",1,NA,0,147,"256H",256,88,0,0,1,2,0,0,0,77,128,2,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,2,266,20
"2778",1,NA,0,147,"257H",257,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,277.928,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","D","","O","",1,1,269,20
"2779",2,3,0,154,"258D",258,102,1,2,10,27,43,57,78,0,149,12,0,149,4,5,NA,NA,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,60,31,0,998,13,81.594,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","D","E","D","W","O",1,1,281,20
"2780",1,NA,0,149,"259F",259,43,0,25,6,2,1,0,1,-52,146,71,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,54,NA,330,NA,13,91.151,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","W","",1,1,258,20
"2781",2,1,0,171,"260G",260,32,1,0,15,28,46,47,2,124,123,0,0,998,3,3,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,2,NA,1,NA,NA,42,31,998,998,13,114.816,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","G","A","A","N","O",1,1,389,20
"2782",1,NA,0,148,"261H",261,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,286.613,NA,NA,NA,NA,NA,NA,NA,NA,"P","","H","D","","O","",0,1,320,20
"2783",1,NA,0,151,"262H",262,136,0,18,11,1,0,12,8,0,145,12,NA,145,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,13,286.613,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,275,20
"2784",1,NA,0,160,"264F",264,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,91.151,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","Y","","O","",0,1,285,20
"2785",2,1,0,147,"265F",265,121,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,51,998,0,13,91.151,0,0,1,3,5,22,65,167,"Y","R","F","D","E","O","E",0,1,258,20
"2786",1,NA,0,158,"266H",266,72,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,156.335,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","D","","O","",0,1,328,20
"2787",1,NA,0,153,"267H",267,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,5,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,13,156.335,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","D","","O","",1,1,269,20
