"","AAIS","AAIS08","AINJSER","AINJSER8","AINJURED","AINJURD8","ALCINV","ATREAT","CASEID","CASENO","DAYWEEK","DRGINV","EVENTS","MANCOLL","MONTH","PSU","PSUSTRAT","RATWGT","STRATIF","TIME","VEHFORMS","YEAR","VERSION","ADMINSS"
"867",NA,NA,NA,NA,NA,NA,2,NA," 21F",21,4,2,1,4,2,11,6,238.238,"F",1410,2,2013,26,0
"868",0,0,0,0,0,0,2,0," 22G",22,1,2,1,0,2,11,6,633.151,"G",2037,1,2013,26,0
"869",NA,NA,NA,NA,NA,NA,2,NA," 23H",23,2,2,5,0,2,11,6,844.737,"H",1545,1,2013,26,0
"870",2,1,0,0,1,1,2,4," 24K",24,4,2,1,4,2,11,6,48.207,"K",1707,2,2013,26,0
"871",2,2,0,0,1,1,2,3," 25K",25,6,2,3,0,3,11,6,48.207,"K",1835,1,2013,26,0
"872",NA,NA,NA,NA,NA,NA,2,NA," 26F",26,2,2,1,0,2,11,6,517.818,"F",1810,1,2013,26,0
"873",NA,NA,0,0,0,0,2,0," 27H",27,3,2,1,0,2,11,6,1836.063,"H",1510,1,2013,26,0
"874",NA,NA,NA,NA,NA,NA,2,NA," 28K",28,7,2,4,0,2,11,6,48.207,"K",2115,1,2013,26,0
"875",2,2,0,0,5,5,2,4," 29E",29,3,2,2,5,2,11,6,186.962,"E",655,2,2013,26,0
"876",0,0,0,0,0,0,NA,0," 30G",30,7,NA,2,5,2,11,6,1160.63,"G",1230,3,2013,26,0
"877",NA,NA,NA,NA,NA,NA,1,NA," 31D",31,3,NA,2,0,3,11,6,48.207,"D",315,1,2013,26,0
"878",0,0,0,0,0,0,2,5," 32E",32,6,2,1,1,3,11,6,90.81,"E",1930,2,2013,26,0
"879",NA,NA,0,0,0,0,2,0," 33G",33,7,2,1,1,2,11,6,563.734,"G",1423,2,2013,26,0
"880",NA,NA,NA,NA,NA,NA,2,NA," 34H",34,1,2,1,0,2,11,6,752.122,"H",230,1,2013,26,0
"881",2,3,1,1,2,2,NA,1," 35A",35,6,1,2,4,3,11,6,35.412,"A",1731,2,2013,26,0
"882",5,5,1,1,1,1,2,1," 36A",36,2,2,3,5,3,11,6,35.412,"A",1259,2,2013,26,0
"883",3,3,1,1,1,1,2,3," 37J",37,5,2,1,5,1,11,6,45.594,"J",600,2,2013,26,0
"884",2,2,0,0,1,1,2,4," 38F",38,5,2,1,4,3,11,6,276.284,"F",400,2,2013,26,0
"885",2,2,0,0,1,1,2,4," 39F",39,2,2,3,0,3,11,6,276.284,"F",435,1,2013,26,0
"886",0,0,0,0,0,0,NA,0," 40G",40,7,NA,2,1,2,11,6,734.264,"G",1050,2,2013,26,0
"887",NA,NA,NA,NA,NA,NA,2,NA," 41H",41,1,2,3,0,3,11,6,979.639,"H",42,1,2013,26,0
"888",NA,NA,NA,NA,NA,NA,1,NA," 42K",42,3,NA,1,0,3,11,6,48.207,"K",1700,1,2013,26,0
"889",3,3,1,1,1,1,2,3," 43K",43,3,1,3,0,3,11,6,48.207,"K",2205,1,2013,26,0
"890",1,1,0,0,1,1,2,4," 44G",44,4,2,2,1,3,11,6,1492.238,"G",739,3,2013,26,0
"891",NA,NA,NA,NA,NA,NA,1,NA," 45K",45,1,2,6,0,4,11,6,48.207,"K",2018,1,2013,26,0
"892",NA,NA,NA,NA,NA,NA,2,NA," 46F",46,4,2,3,4,4,11,6,218.648,"F",1007,2,2013,26,0
"893",NA,NA,NA,NA,NA,NA,2,NA," 47F",47,3,2,5,0,4,11,6,218.648,"F",1650,1,2013,26,0
"894",NA,NA,NA,NA,NA,NA,1,NA," 48H",48,4,2,2,0,4,11,6,775.276,"H",430,1,2013,26,0
"895",NA,NA,NA,NA,NA,NA,2,NA," 49B",49,4,2,1,0,4,11,6,33.779,"B",717,1,2013,26,0
"896",NA,NA,NA,NA,NA,NA,2,NA," 50F",50,6,2,2,0,4,11,6,427.792,"F",2105,1,2013,26,0
"897",NA,NA,NA,NA,NA,NA,NA,NA," 51H",51,4,NA,2,4,3,11,6,1516.854,"H",1252,3,2013,26,0
"898",5,5,1,1,1,1,1,1," 52B",52,2,1,6,0,3,11,6,33.779,"B",420,1,2013,26,0
"899",3,3,1,1,1,1,1,3," 53K",53,5,1,3,0,4,11,6,48.207,"K",2221,1,2013,26,0
"900",7,9,0,0,1,1,2,0," 54H",54,1,2,1,4,4,11,6,808.974,"H",1405,2,2013,26,0
"901",NA,NA,NA,NA,NA,NA,2,NA," 55H",55,4,2,1,1,4,11,6,808.974,"H",1852,2,2013,26,0
"902",NA,NA,NA,NA,NA,NA,2,NA," 56F",56,6,2,1,1,4,11,6,195.481,"F",1824,2,2013,26,0
"903",NA,NA,0,0,0,0,2,0," 57G",57,5,2,3,4,4,11,6,519.52,"G",1913,2,2013,26,0
"904",NA,NA,NA,NA,NA,NA,2,NA," 58H",58,3,2,2,1,4,11,6,693.132,"H",1629,3,2013,26,0
"905",NA,NA,0,0,0,0,2,0," 59E",59,3,2,2,4,4,11,6,46.741,"E",625,2,2013,26,0
"906",NA,NA,NA,NA,NA,NA,2,NA," 60F",60,7,2,1,2,5,11,6,109.178,"F",1340,2,2013,26,0
"907",0,0,0,0,0,0,2,0," 61H",61,2,2,1,1,4,11,6,387.122,"H",704,2,2013,26,0
"908",NA,NA,0,0,0,0,2,0," 62H",62,4,2,1,1,4,11,6,387.122,"H",1745,2,2013,26,0
"909",2,2,0,0,1,1,2,3," 63K",63,6,1,3,0,4,11,6,48.207,"K",2050,1,2013,26,0
"910",NA,NA,NA,NA,NA,NA,2,NA," 64F",64,5,2,3,0,5,11,6,405.52,"F",1330,1,2013,26,0
"911",0,0,0,0,0,0,1,0," 65H",65,3,2,1,6,5,11,6,1437.881,"H",1452,2,2013,26,0
"912",0,0,0,0,0,0,2,4," 66K",66,1,2,10,2,5,11,6,48.207,"K",1714,2,2013,26,0
"913",3,3,1,1,1,1,2,3," 67K",67,6,1,1,0,5,11,6,48.207,"K",2049,1,2013,26,0
"914",1,1,0,0,1,1,2,4," 68C",68,6,2,1,4,4,11,6,43.492,"C",1610,2,2013,26,0
"915",NA,NA,NA,NA,NA,NA,2,NA," 69H",69,1,2,1,0,5,11,6,4322.934,"H",1403,1,2013,26,0
"916",NA,NA,NA,NA,NA,NA,2,NA," 70B",70,7,2,2,0,5,11,6,37.94,"B",920,1,2013,26,0
"917",5,5,2,2,2,2,1,1," 71B",71,5,1,10,0,5,11,6,37.94,"B",233,1,2013,26,0
"918",3,2,1,0,1,1,2,3," 72E",72,5,2,2,4,5,11,6,2399.921,"E",1346,2,2013,26,0
"919",1,1,0,0,2,2,2,4," 73D",73,4,2,1,4,5,11,6,48.207,"D",1103,2,2013,26,0
"920",NA,NA,NA,NA,NA,NA,2,NA," 74F",74,1,2,1,1,6,11,6,216.277,"F",1936,2,2013,26,0
"921",0,0,0,0,0,0,2,0," 75H",75,5,2,1,0,5,11,6,766.87,"H",1800,1,2013,26,0
"922",NA,NA,NA,NA,NA,NA,NA,NA," 76H",76,7,NA,2,5,5,11,6,766.87,"H",2346,3,2013,26,0
"923",NA,NA,NA,NA,NA,NA,1,NA," 77H",77,1,NA,1,0,6,11,6,3589.836,"H",426,2,2013,26,0
"924",1,1,0,0,3,3,2,4," 78D",78,5,2,1,4,5,11,6,77.681,"D",1233,2,2013,26,0
"925",1,1,0,0,1,1,2,4," 79F",79,4,2,1,4,5,11,6,502.657,"F",857,2,2013,26,0
"926",1,1,0,0,1,1,2,4," 80E",80,5,2,4,0,5,11,6,78.346,"E",842,1,2013,26,0
"927",NA,NA,NA,NA,NA,NA,2,NA," 81F",81,7,2,4,0,6,11,6,183.004,"F",2035,1,2013,26,0
"928",NA,NA,NA,NA,NA,NA,2,NA," 82H",82,6,2,1,5,5,11,6,648.89,"H",829,2,2013,26,0
"929",2,2,0,0,1,1,2,3," 83J",83,4,2,4,1,6,11,6,43.492,"J",1703,3,2013,26,0
"930",NA,NA,NA,NA,NA,NA,2,NA," 84F",84,6,2,1,1,6,11,6,270.347,"F",1427,2,2013,26,0
"931",0,0,0,0,0,0,2,0," 86H",86,2,2,1,1,6,11,6,958.587,"H",826,2,2013,26,0
"932",2,2,0,0,3,3,2,3," 87E",87,6,2,2,4,6,11,6,53.418,"E",930,2,2013,26,0
"933",NA,NA,NA,NA,NA,NA,1,NA," 88F",88,2,2,3,0,7,11,6,124.775,"F",2213,1,2013,26,0
"934",0,0,0,0,0,0,2,0," 89G",89,1,1,1,0,6,11,6,331.608,"G",2000,1,2013,26,0
"935",NA,NA,NA,NA,NA,NA,2,NA," 90H",90,6,2,1,0,7,11,6,442.425,"H",613,1,2013,26,0
"936",NA,NA,NA,NA,NA,NA,2,NA," 91B",91,3,2,2,0,7,11,6,49.951,"B",1318,1,2013,26,0
"937",6,6,1,1,3,3,2,1," 92B",92,5,2,1,6,6,11,6,49.951,"B",1745,2,2013,26,0
"938",NA,NA,NA,NA,NA,NA,2,NA," 93B",93,6,2,1,0,7,11,6,33.779,"B",1005,1,2013,26,0
"939",NA,NA,NA,NA,NA,NA,2,NA," 94F",94,6,2,4,4,6,11,6,565.918,"F",1638,2,2013,26,0
"940",NA,NA,NA,NA,NA,NA,2,NA," 95H",95,7,2,1,4,7,11,6,2006.618,"H",1645,2,2013,26,0
"941",2,2,0,0,2,2,2,3," 96J",96,1,2,6,0,7,11,6,53.304,"J",725,1,2013,26,0
"942",NA,NA,NA,NA,NA,NA,1,NA," 97K",97,7,2,3,0,7,11,6,78.778,"K",1524,1,2013,26,0
"943",2,2,0,0,2,2,2,3," 98K",98,4,2,2,0,7,11,6,78.778,"K",1435,1,2013,26,0
"944",1,1,0,0,1,1,1,3," 99K",99,3,1,6,0,7,11,6,78.778,"K",736,1,2013,26,0
"945",NA,NA,NA,NA,NA,NA,2,NA,"100B",100,1,2,1,0,7,11,6,33.779,"B",1220,1,2013,26,0
"946",0,0,0,0,0,0,2,0,"101H",101,3,2,1,0,7,11,6,16679.42,"H",1510,1,2013,26,0
"947",0,0,0,0,0,0,2,0,"102G",102,2,2,1,4,7,11,6,2288.098,"G",849,2,2013,26,0
"948",NA,NA,NA,NA,NA,NA,NA,NA,"103B",103,6,1,10,0,8,11,6,71.359,"B",1945,4,2013,26,0
"949",1,1,0,0,1,1,2,4,"104E",104,2,2,8,0,8,11,6,189.633,"E",1439,1,2013,26,0
"950",7,9,0,0,1,1,2,0,"105G",105,1,2,2,0,8,11,6,1177.21,"G",421,1,2013,26,0
"951",1,1,0,0,1,1,2,3,"106K",106,5,2,1,4,8,11,6,48.207,"K",2159,2,2013,26,0
"952",NA,NA,NA,NA,NA,NA,2,NA,"107F",107,5,2,1,4,8,11,6,450.938,"F",1614,2,2013,26,0
"953",0,0,0,0,0,0,2,5,"108G",108,1,2,1,1,8,11,6,845.602,"G",1702,2,2013,26,0
"954",NA,NA,NA,NA,NA,NA,2,NA,"109H",109,6,2,3,0,8,11,6,1128.184,"H",2340,1,2013,26,0
"955",2,2,0,0,1,1,2,4,"110C",110,5,1,1,0,8,11,6,58.793,"C",756,1,2013,26,0
"956",6,6,1,1,1,1,1,1,"111B",111,6,1,10,0,9,11,6,33.779,"B",217,1,2013,26,0
"957",7,9,0,0,1,1,2,0,"112G",112,5,2,1,1,9,11,6,2188.616,"G",1120,2,2013,26,0
"958",NA,NA,NA,NA,NA,NA,1,NA,"113K",113,5,2,2,0,10,11,6,63.954,"K",239,1,2013,26,0
"959",NA,NA,NA,NA,NA,NA,2,NA,"114K",114,1,2,3,0,9,11,6,106.698,"K",1440,1,2013,26,0
"960",NA,NA,NA,NA,NA,NA,2,NA,"115K",115,3,NA,2,1,9,11,6,48.207,"K",1214,3,2013,26,0
"961",NA,NA,NA,NA,NA,NA,1,NA,"116F",116,5,2,2,1,10,11,6,1493.685,"F",2340,2,2013,26,0
"962",NA,NA,NA,NA,NA,NA,2,NA,"117F",117,3,2,1,1,10,11,6,424.236,"F",1445,2,2013,26,0
"963",0,0,0,0,0,0,2,0,"118H",118,5,2,1,0,10,11,6,1504.245,"H",650,1,2013,26,0
"964",NA,NA,NA,NA,NA,NA,1,NA,"119K",119,5,2,1,0,10,11,6,61.223,"K",2308,1,2013,26,0
"965",5,5,1,1,1,1,1,1,"120A",120,3,1,1,0,11,11,6,38.931,"A",NA,1,2013,26,0
"966",3,3,1,1,1,1,2,3,"121J",121,5,1,1,1,11,11,6,43.492,"J",807,2,2013,26,0
"967",NA,NA,0,0,0,0,2,0,"122K",122,7,2,2,5,10,11,6,58.491,"K",1305,2,2013,26,0
"968",6,6,2,2,2,2,1,1,"123B",123,5,1,4,0,11,11,6,47.104,"B",228,1,2013,26,0
"969",NA,NA,NA,NA,NA,NA,1,NA,"124K",124,7,NA,2,0,10,11,6,89.63,"K",214,1,2013,26,0
"970",NA,NA,NA,NA,NA,NA,2,NA,"125B",125,3,2,3,4,12,11,6,106.489,"B",1436,2,2013,26,0
"971",1,1,0,0,1,1,2,4,"126F",126,4,NA,2,1,12,11,6,5777.097,"F",830,3,2013,26,0
"972",NA,NA,NA,NA,NA,NA,2,NA,"127K",127,3,NA,1,6,12,11,6,57.447,"K",1439,2,2013,26,0
"973",NA,NA,NA,NA,NA,NA,NA,NA,"128K",128,2,NA,1,0,11,11,6,57.447,"K",1945,2,2013,26,0
"974",4,3,2,2,4,4,2,3,"129C",129,2,NA,5,0,11,11,6,43.492,"C",1945,3,2013,26,0
"975",NA,NA,0,0,0,0,2,0,"130H",130,3,NA,1,1,12,11,6,3008.49,"H",1101,2,2013,26,0
"976",5,5,1,1,1,1,2,1,"131B",131,6,2,1,4,11,11,6,90.697,"B",1234,2,2013,26,0
"977",NA,NA,NA,NA,NA,NA,2,NA,"132K",132,1,NA,4,0,12,11,6,54.152,"K",134,1,2013,26,0
"978",0,0,0,0,0,0,NA,0,"133G",133,5,NA,2,0,12,11,6,1127.469,"G",1504,3,2013,26,0
"979",0,0,0,0,0,0,2,0,"  1G",1,5,2,1,0,1,12,5,256.335,"G",434,1,2013,26,0
"980",0,0,0,0,0,0,2,0,"  2E",2,5,2,2,1,1,12,5,92.962,"E",1810,3,2013,26,0
"981",0,0,0,0,0,0,2,0,"  3G",3,6,2,1,4,1,12,5,270.765,"G",2145,2,2013,26,0
"982",1,1,0,0,2,2,2,4,"  4F",4,4,2,2,6,1,12,5,155.208,"F",729,2,2013,26,0
"983",1,1,0,0,1,1,NA,0,"  5H",5,7,NA,1,NA,1,12,5,392.379,"H",122,2,2013,26,0
"984",3,3,1,1,1,1,2,3,"  6J",6,3,2,1,2,1,12,5,25.287,"J",734,2,2013,26,0
"985",NA,NA,NA,NA,NA,NA,1,NA,"  7K",7,6,2,1,2,1,12,5,33.951,"K",1751,2,2013,26,0
"986",3,2,1,0,3,3,NA,3,"  8F",8,1,NA,1,4,1,12,5,222.916,"F",1735,2,2013,26,0
"987",NA,NA,NA,NA,NA,NA,2,NA,"  9H",9,6,2,1,4,1,12,5,563.55,"H",950,2,2013,26,0
"988",NA,NA,NA,NA,NA,NA,2,NA," 10B",10,2,2,2,4,1,12,5,24.564,"B",1014,2,2013,26,0
"989",1,1,0,0,1,1,1,4," 11E",11,4,NA,2,1,1,12,5,264.227,"E",1820,3,2013,26,0
"990",NA,NA,NA,NA,NA,NA,2,NA," 12H",12,4,2,5,1,1,12,5,1622.255,"H",1345,2,2013,26,0
"991",NA,NA,NA,NA,NA,NA,2,NA," 13D",13,7,2,1,0,1,12,5,65.78,"D",1855,1,2013,26,0
"992",2,1,0,0,1,1,2,4," 14F",14,3,2,2,0,2,12,5,192.183,"F",903,1,2013,26,0
"993",0,0,0,0,0,0,2,0," 15G",15,6,2,3,6,2,12,5,230.491,"G",954,3,2013,26,0
"994",0,0,0,0,0,0,2,0," 16H",16,7,2,2,0,2,12,5,485.854,"H",1035,1,2013,26,0
"995",0,0,0,0,0,0,2,0," 17H",17,1,1,2,4,2,12,5,278.625,"H",1811,3,2013,26,0
"996",0,0,0,0,0,0,2,0," 18H",18,6,2,1,0,2,12,5,278.625,"H",1526,1,2013,26,0
"997",NA,NA,NA,NA,NA,NA,NA,NA," 19H",19,3,NA,1,0,2,12,5,278.625,"H",48,2,2013,26,0
"998",NA,NA,NA,NA,NA,NA,2,NA," 20F",20,6,2,3,0,2,12,5,97.931,"F",825,3,2013,26,0
"999",1,1,0,0,1,1,2,4," 21F",21,6,2,2,1,2,12,5,97.931,"F",1726,3,2013,26,0
"1000",0,0,0,0,0,0,NA,0," 22H",22,7,NA,2,0,2,12,5,247.577,"H",2101,3,2013,26,0
"1001",0,0,0,0,0,0,2,0," 23H",23,5,2,1,0,2,12,5,247.577,"H",133,1,2013,26,0
"1002",3,3,1,1,1,1,2,3," 24F",24,5,2,1,4,2,12,5,127.536,"F",1631,2,2013,26,0
"1003",NA,NA,NA,NA,NA,NA,2,NA," 25F",25,3,2,2,0,2,12,5,127.536,"F",1645,1,2013,26,0
"1004",0,0,0,0,0,0,2,0," 26H",26,7,2,1,4,2,12,5,322.423,"H",1947,2,2013,26,0
"1005",NA,NA,NA,NA,NA,NA,2,NA," 27F",27,3,2,1,0,2,12,5,283.599,"F",1950,1,2013,26,0
"1006",2,1,0,0,1,1,2,3," 28E",28,2,2,3,1,3,12,5,90.333,"E",1748,4,2013,26,0
"1007",0,0,0,0,0,0,2,0," 29H",29,2,2,2,0,2,12,5,554.611,"H",1803,1,2013,26,0
"1008",NA,NA,0,0,0,0,2,NA," 30H",30,4,1,3,0,3,12,5,554.611,"H",2050,1,2013,26,0
"1009",NA,NA,NA,NA,NA,NA,2,NA," 31F",31,7,2,2,0,3,12,5,68.443,"F",1009,1,2013,26,0
"1010",0,0,0,0,0,0,NA,0," 32G",32,2,NA,1,4,3,12,5,82.086,"G",1630,2,2013,26,0
"1011",NA,NA,NA,NA,NA,NA,NA,NA," 33H",33,4,NA,1,4,3,12,5,173.031,"H",1219,2,2013,26,0
"1012",1,1,0,0,1,1,2,4," 34F",34,6,1,3,0,3,12,5,127.762,"F",1222,1,2013,26,0
"1013",0,0,0,0,0,0,2,0," 35G",35,2,2,7,0,3,12,5,153.229,"G",1703,3,2013,26,0
"1014",0,0,0,0,0,0,NA,0," 36H",36,3,NA,4,0,3,12,5,322.993,"H",605,3,2013,26,0
"1015",NA,NA,0,0,0,0,NA,0," 37H",37,7,NA,2,6,3,12,5,322.993,"H",1244,2,2013,26,0
"1016",1,1,0,0,1,1,1,6," 38F",38,5,2,1,4,3,12,5,74.993,"F",2103,2,2013,26,0
"1017",1,1,0,0,1,1,NA,4," 39F",39,3,NA,3,4,3,12,5,74.993,"F",1523,3,2013,26,0
"1018",NA,NA,0,0,0,0,NA,NA," 40H",40,1,NA,1,0,3,12,5,189.59,"H",2111,1,2013,26,0
"1019",1,1,0,0,1,1,2,4," 41E",41,3,2,1,4,3,12,5,67.685,"E",1655,2,2013,26,0
"1020",NA,NA,NA,NA,NA,NA,2,NA," 42F",42,7,2,1,0,4,12,5,79.598,"F",2342,1,2013,26,0
"1021",NA,NA,NA,NA,NA,NA,NA,NA," 43H",43,3,NA,1,4,4,12,5,201.229,"H",830,2,2013,26,0
"1022",0,0,0,0,0,0,NA,0," 44H",44,3,NA,1,4,4,12,5,201.229,"H",157,2,2013,26,0
"1023",5,5,1,1,1,1,2,3," 45K",45,6,2,1,6,3,12,5,65.78,"K",1355,2,2013,26,0
"1024",2,2,0,0,1,1,1,3," 46D",46,3,NA,3,0,3,12,5,70.699,"D",2255,1,2013,26,0
"1025",NA,NA,NA,NA,NA,NA,1,NA," 47F",47,3,2,1,0,4,12,5,370.648,"F",2342,1,2013,26,0
"1026",2,2,0,0,3,3,2,3," 48E",48,4,2,2,4,4,12,5,41.482,"E",1708,3,2013,26,0
"1027",NA,NA,NA,NA,NA,NA,2,NA," 49F",49,2,2,1,4,4,12,5,100.743,"F",1501,2,2013,26,0
"1028",NA,NA,NA,NA,NA,NA,2,NA," 50H",50,7,2,1,0,4,12,5,254.687,"H",300,1,2013,26,0
"1029",0,0,0,0,0,0,2,0," 51H",51,7,2,2,0,4,12,5,254.687,"H",1027,2,2013,26,0
"1030",1,1,0,0,1,1,1,4," 52E",52,5,1,2,0,4,12,5,272.478,"E",1217,2,2013,26,0
"1031",NA,NA,NA,NA,NA,NA,2,NA," 53F",53,2,2,2,0,4,12,5,95.332,"F",1911,1,2013,26,0
"1032",0,0,0,0,0,0,2,0," 54H",54,2,2,1,4,4,12,5,241.007,"H",1814,2,2013,26,0
"1033",1,1,0,0,3,3,2,3," 55E",55,7,2,1,1,4,12,5,67.685,"E",1709,2,2013,26,0
"1034",1,1,0,0,2,2,2,4," 56F",56,2,2,2,1,4,12,5,96.305,"F",1516,3,2013,26,0
"1035",0,0,0,0,0,0,2,0," 57G",57,7,NA,2,4,4,12,5,115.502,"G",1203,2,2013,26,0
"1036",0,0,0,0,0,0,2,0," 58G",58,4,2,3,1,4,12,5,115.502,"G",1258,4,2013,26,0
"1037",2,1,0,0,1,1,2,4," 59D",59,1,1,3,4,4,12,5,33.951,"D",1318,2,2013,26,0
"1038",1,1,0,0,1,1,NA,4," 60H",60,3,NA,2,NA,5,12,5,338.922,"H",2000,2,2013,26,0
"1039",NA,NA,NA,NA,NA,NA,NA,NA," 61H",61,6,NA,3,0,5,12,5,338.922,"H",643,1,2013,26,0
"1040",1,1,0,0,1,1,1,4," 62E",62,3,2,4,0,5,12,5,43.212,"E",1611,1,2013,26,0
"1041",0,0,0,0,0,0,2,0," 63F",63,3,2,2,4,5,12,5,104.943,"F",1314,2,2013,26,0
"1042",0,0,0,0,0,0,2,0," 64G",64,2,NA,1,4,5,12,5,125.862,"G",1717,2,2013,26,0
"1043",0,0,0,0,0,0,2,0," 65H",65,4,2,1,4,5,12,5,265.306,"H",1333,2,2013,26,0
"1044",0,0,0,0,0,0,1,0," 66F",66,1,2,1,4,5,12,5,119.04,"F",240,2,2013,26,0
"1045",0,0,0,0,0,0,NA,0," 67H",67,2,NA,2,1,5,12,5,300.944,"H",1518,3,2013,26,0
"1046",0,0,0,0,0,0,2,0," 68H",68,6,2,1,4,5,12,5,300.944,"H",2158,2,2013,26,0
"1047",1,1,0,0,1,1,2,4," 69E",69,5,2,1,4,5,12,5,29.14,"E",1448,2,2013,26,0
"1048",7,9,0,0,1,1,2,4," 70F",70,4,2,1,4,5,12,5,70.769,"F",1615,2,2013,26,0
"1049",1,1,0,0,1,1,2,3," 71H",71,3,2,2,0,5,12,5,178.911,"H",2221,1,2013,26,0
"1050",NA,NA,NA,NA,NA,NA,NA,NA," 72H",72,5,NA,4,4,5,12,5,178.911,"H",1553,4,2013,26,0
"1051",NA,NA,NA,NA,NA,NA,2,NA," 73D",73,6,2,1,4,5,12,5,33.951,"D",1410,2,2013,26,0
"1052",2,1,0,0,1,1,1,4," 74F",74,5,1,1,0,6,12,5,171.298,"F",114,1,2013,26,0
"1053",NA,NA,NA,NA,NA,NA,2,NA," 75H",75,3,2,2,0,5,12,5,433.057,"H",1955,1,2013,26,0
"1054",0,0,0,0,0,0,2,0," 76G",76,6,2,1,0,6,12,5,226.753,"G",230,1,2013,26,0
"1055",NA,NA,NA,NA,NA,NA,2,NA," 77F",77,6,2,2,1,6,12,5,87.049,"F",1819,2,2013,26,0
"1056",2,1,0,0,1,1,2,4," 78F",78,4,2,2,1,6,12,5,87.049,"F",1043,3,2013,26,0
"1057",0,0,0,0,0,0,1,0," 79H",79,3,2,1,NA,6,12,5,220.068,"H",1710,2,2013,26,0
"1058",2,2,0,0,2,2,NA,3," 80F",80,2,NA,1,4,6,12,5,142.06,"F",1926,2,2013,26,0
"1059",2,2,0,0,2,2,2,3," 81F",81,5,2,2,0,6,12,5,142.06,"F",1257,1,2013,26,0
"1060",0,0,0,0,0,0,2,0," 82H",82,6,2,1,0,6,12,5,359.141,"H",1530,1,2013,26,0
"1061",1,1,0,0,1,1,2,4," 83F",83,1,2,1,4,6,12,5,170.373,"F",1013,2,2013,26,0
"1062",NA,NA,NA,NA,NA,NA,2,NA," 84F",84,1,2,1,0,6,12,5,170.373,"F",757,1,2013,26,0
"1063",NA,NA,NA,NA,NA,NA,1,NA," 85D",85,3,NA,2,0,7,12,5,69.993,"D",7,1,2013,26,0
"1064",0,0,0,0,0,0,NA,0," 86F",86,6,NA,1,1,6,12,5,366.946,"F",1547,2,2013,26,0
"1065",4,4,1,1,2,2,NA,3," 87C",87,5,NA,2,4,7,12,5,25.287,"C",1949,2,2013,26,0
"1066",0,0,0,0,0,0,NA,4," 88F",88,1,NA,2,1,7,12,5,104.943,"F",1637,3,2013,26,0
"1067",NA,NA,NA,NA,NA,NA,2,NA," 89H",89,2,2,1,1,7,12,5,265.306,"H",1922,2,2013,26,0
"1068",0,0,0,0,0,0,2,0," 90H",90,2,1,1,1,7,12,5,265.306,"H",1858,2,2013,26,0
"1069",NA,NA,NA,NA,NA,NA,2,NA," 91F",91,5,2,1,0,7,12,5,283.599,"F",1953,1,2013,26,0
"1070",0,0,0,0,0,0,2,4," 92F",92,6,1,1,4,7,12,5,229.466,"F",1112,2,2013,26,0
"1071",0,0,0,0,0,0,2,0," 93H",93,2,2,1,0,6,12,5,580.11,"H",146,1,2013,26,0
"1072",1,1,0,0,1,1,1,4," 94F",94,5,1,5,0,7,12,5,283.599,"F",220,1,2013,26,0
"1073",1,1,0,0,2,2,2,4," 95E",95,4,2,2,4,7,12,5,39.225,"E",801,2,2013,26,0
"1074",NA,NA,NA,NA,NA,NA,2,NA," 96F",96,6,2,7,4,7,12,5,95.261,"F",1628,2,2013,26,0
"1075",0,0,0,0,0,0,2,0," 97H",97,3,2,1,1,7,12,5,240.827,"H",215,2,2013,26,0
"1076",NA,NA,NA,NA,NA,NA,NA,NA," 98F",98,7,NA,4,0,8,12,5,186.534,"F",1814,2,2013,26,0
"1077",NA,NA,0,0,0,0,1,0," 99G",99,5,2,1,1,7,12,5,223.717,"G",2140,2,2013,26,0
"1078",0,0,0,0,0,0,2,0,"100H",100,2,2,2,5,7,12,5,471.575,"H",2245,2,2013,26,0
"1079",3,3,1,1,1,1,2,3,"101F",101,5,2,1,1,8,12,5,70.447,"F",1717,2,2013,26,0
"1080",7,9,0,0,1,1,2,0,"102F",102,4,2,2,2,8,12,5,49.268,"F",827,3,2013,26,0
"1081",0,0,0,0,0,0,2,0,"103H",103,4,2,2,0,7,12,5,124.553,"H",1817,1,2013,26,0
"1082",NA,NA,NA,NA,NA,NA,2,NA,"104H",104,4,2,1,0,7,12,5,124.553,"H",1435,1,2013,26,0
"1083",NA,NA,NA,NA,NA,NA,2,NA,"105K",105,6,2,2,4,8,12,5,33.951,"K",1958,2,2013,26,0
"1084",2,2,0,0,4,4,2,3,"106E",106,1,2,3,4,8,12,5,154.145,"E",1737,2,2013,26,0
"1085",0,0,0,0,0,0,2,0,"107G",107,6,2,1,1,8,12,5,448.97,"G",1710,2,2013,26,0
"1086",NA,NA,NA,NA,NA,NA,1,NA,"108F",108,6,2,3,0,8,12,5,135.558,"F",2209,1,2013,26,0
"1087",0,0,0,0,0,0,2,0,"109F",109,5,2,1,4,8,12,5,135.558,"F",859,2,2013,26,0
"1088",0,0,0,0,0,0,2,0,"110H",110,7,2,1,4,8,12,5,342.702,"H",2206,2,2013,26,0
"1089",0,0,0,0,0,0,2,0,"111H",111,1,2,1,4,8,12,5,342.702,"H",1930,2,2013,26,0
"1090",1,1,0,0,1,1,2,4,"112E",112,5,2,1,4,8,12,5,78.255,"E",1450,2,2013,26,0
"1091",0,0,0,0,0,0,2,0,"113F",113,5,2,1,4,8,12,5,190.047,"F",2152,2,2013,26,0
"1092",NA,NA,0,0,0,0,2,0,"114H",114,5,2,2,4,8,12,5,480.455,"H",1225,3,2013,26,0
