"","AAIS","AAIS08","AINJSER","AINJSER8","AINJURED","AINJURD8","ALCINV","ATREAT","CASEID","CASENO","DAYWEEK","DRGINV","EVENTS","MANCOLL","MONTH","PSU","PSUSTRAT","RATWGT","STRATIF","TIME","VEHFORMS","YEAR","VERSION","ADMINSS"
"16",2,2,0,0,1,1,2,4," 16F",16,2,2,1,1,2,2,3,198.647,"F",1455,2,2013,26,0
"17",0,0,0,0,0,0,2,0," 17H",17,2,2,3,0,1,2,3,439.956,"H",1325,1,2013,26,0
"18",1,1,0,0,1,1,2,4," 18E",18,6,2,3,0,2,2,3,85.141,"E",1540,1,2013,26,0
"19",NA,NA,NA,NA,NA,NA,2,NA," 19F",19,6,2,2,0,2,2,3,364.861,"F",1343,1,2013,26,0
"20",0,0,0,0,0,0,2,0," 20G",20,7,2,1,0,2,2,3,363.657,"G",654,1,2013,26,0
"21",3,3,1,1,1,1,2,3," 21C",21,6,2,2,0,2,2,3,25.676,"C",2122,1,2013,26,0
"22",0,0,0,0,0,0,2,0," 22G",22,7,2,1,NA,3,2,3,673.489,"G",1700,2,2013,26,0
"23",0,0,0,0,0,0,2,0," 23H",23,3,2,1,0,2,2,3,1496.556,"H",1755,1,2013,26,0
"24",NA,NA,NA,NA,NA,NA,NA,NA," 24D",24,6,1,1,0,1,2,3,109.919,"D",415,1,2013,26,0
"25",NA,NA,0,0,0,0,2,NA," 25H",25,5,2,2,1,2,2,3,2303.558,"H",745,2,2013,26,0
"26",0,0,0,0,0,0,2,0," 26G",26,2,2,1,0,3,2,3,138.384,"G",2135,1,2013,26,0
"27",NA,NA,0,0,0,0,2,NA," 27H",27,1,2,1,NA,3,2,3,307.503,"H",1318,2,2013,26,0
"28",NA,NA,NA,NA,NA,NA,2,NA," 28H",28,3,2,2,NA,3,2,3,307.503,"H",1530,3,2013,26,0
"29",2,2,0,0,2,2,2,4," 29E",29,3,2,1,6,3,2,3,34.244,"E",1033,2,2013,26,0
"30",1,1,0,0,1,1,2,4," 30F",30,3,2,2,6,3,2,3,146.747,"F",1049,2,2013,26,0
"31",NA,NA,NA,NA,NA,NA,2,NA," 31H",31,6,2,1,0,3,2,3,325.008,"H",1727,1,2013,26,0
"32",1,1,0,0,2,2,2,3," 32C",32,6,2,5,1,3,2,3,46.611,"C",1230,4,2013,26,0
"33",2,2,0,0,8,8,2,4," 33C",33,7,2,2,2,3,2,3,46.611,"C",1548,2,2013,26,0
"34",NA,NA,NA,NA,NA,NA,1,NA," 34H",34,1,NA,2,0,3,2,3,2784.086,"H",450,1,2013,26,0
"35",NA,NA,NA,NA,NA,NA,2,NA," 35F",35,4,2,4,0,1,2,3,875.69,"F",915,1,2013,26,0
"36",NA,NA,NA,NA,NA,NA,2,NA," 36H",36,1,2,2,0,1,2,3,1939.444,"H",805,1,2013,26,0
"37",3,2,1,0,4,4,1,3," 37K",37,5,NA,5,0,3,2,3,65.395,"K",42,1,2013,26,0
"38",NA,NA,NA,NA,NA,NA,2,NA," 38F",38,1,2,2,0,3,2,3,600.672,"F",1220,1,2013,26,0
"39",NA,NA,NA,NA,NA,NA,2,NA," 39H",39,1,2,2,0,4,2,3,1330.344,"H",404,1,2013,26,0
"40",0,0,0,0,0,0,2,4," 40D",40,1,2,1,4,4,2,3,56.023,"D",1913,2,2013,26,0
"41",NA,NA,NA,NA,NA,NA,2,NA," 41D",41,4,2,1,1,4,2,3,56.023,"D",850,2,2013,26,0
"42",NA,NA,NA,NA,NA,NA,2,NA," 42F",42,7,2,1,4,4,2,3,376.23,"F",1053,2,2013,26,0
"43",1,1,0,0,4,4,1,4," 43E",43,1,2,3,NA,4,2,3,63.372,"E",23,4,2013,26,0
"44",NA,NA,NA,NA,NA,NA,1,NA," 44F",44,5,2,1,6,5,2,3,271.573,"F",2240,2,2013,26,0
"45",7,9,0,0,1,1,2,0," 45H",45,2,2,1,1,4,2,3,601.468,"H",1815,2,2013,26,0
"46",NA,NA,NA,NA,NA,NA,2,NA," 46D",46,2,2,3,0,5,2,3,79.41,"D",804,2,2013,26,0
"47",NA,NA,NA,NA,NA,NA,1,NA," 47D",47,1,2,4,0,5,2,3,79.41,"D",225,1,2013,26,0
"48",NA,NA,NA,NA,NA,NA,1,NA," 48D",48,7,2,2,2,5,2,3,102.148,"D",223,2,2013,26,0
"49",NA,NA,NA,NA,NA,NA,2,NA," 49F",49,7,2,1,NA,5,2,3,385.925,"F",1806,2,2013,26,0
"50",NA,NA,NA,NA,NA,NA,2,NA," 50H",50,3,2,1,1,5,2,3,854.731,"H",1655,2,2013,26,0
"51",NA,NA,0,0,0,0,2,8," 51E",51,4,2,1,4,5,2,3,21.805,"E",1205,2,2013,26,0
"52",2,2,0,0,2,2,2,3," 53C",53,7,2,2,2,5,2,3,46.611,"C",655,2,2013,26,0
"53",2,2,0,0,1,1,2,4," 54F",54,2,2,2,0,5,2,3,2181.108,"F",813,1,2013,26,0
"54",NA,NA,NA,NA,NA,NA,2,NA," 55F",55,5,2,1,4,5,2,3,232.676,"F",1511,2,2013,26,0
"55",1,1,0,0,1,1,2,6," 56G",56,6,2,3,1,5,2,3,231.908,"G",1608,4,2013,26,0
"56",5,4,1,1,4,4,2,3," 57C",57,2,2,4,NA,5,2,3,46.611,"C",1330,3,2013,26,0
"57",1,1,0,0,1,1,2,4," 58E",58,6,2,1,0,6,2,3,486.072,"E",2310,1,2013,26,0
"58",NA,NA,NA,NA,NA,NA,2,NA," 59D",59,1,2,1,0,6,2,3,122.713,"D",1433,1,2013,26,0
"59",NA,NA,NA,NA,NA,NA,2,NA," 60F",60,5,2,2,4,6,2,3,1161.163,"F",854,2,2013,26,0
"60",6,6,1,1,1,1,2,1," 61A",61,7,2,2,4,4,2,3,96.017,"A",2152,2,2013,26,0
"61",NA,NA,NA,NA,NA,NA,2,NA," 62F",62,4,2,1,0,6,2,3,1124.836,"F",1459,1,2013,26,0
"62",1,1,0,0,1,1,2,4," 63E",63,6,2,1,4,6,2,3,133.831,"E",1500,2,2013,26,0
"63",4,3,1,1,1,1,2,1," 64K",64,1,2,3,0,7,2,3,30.86,"K",1323,1,2013,26,0
"64",0,0,0,0,0,0,NA,0," 65H",65,2,2,1,4,7,2,3,4228.644,"H",1232,2,2013,26,0
"65",NA,NA,NA,NA,NA,NA,2,NA," 66F",66,5,2,2,0,7,2,3,208.264,"F",2152,1,2013,26,0
"66",NA,NA,0,0,0,0,2,NA," 67H",67,7,2,1,0,7,2,3,461.255,"H",123,1,2013,26,0
"67",2,2,0,0,2,2,2,3," 68F",68,2,2,1,2,7,2,3,302.059,"F",1636,2,2013,26,0
"68",0,0,0,0,0,0,2,0," 69H",69,4,2,1,1,7,2,3,668.988,"H",1150,2,2013,26,0
"69",2,2,0,0,3,3,2,3," 70C",70,4,2,3,6,7,2,3,33.243,"C",1740,3,2013,26,0
"70",1,1,0,0,1,1,2,4," 71D",71,7,2,2,0,7,2,3,279.688,"D",153,1,2013,26,0
"71",3,3,1,1,2,2,NA,3," 72K",72,1,NA,3,NA,8,2,3,102.148,"K",956,3,2013,26,0
"72",1,1,0,0,1,1,2,4," 73E",73,6,2,3,0,7,2,3,1961.458,"E",751,1,2013,26,0
"73",3,3,1,1,1,1,NA,1," 74B",74,5,NA,5,0,8,2,3,45.312,"B",909,2,2013,26,0
"74",0,0,0,0,0,0,2,0," 75H",75,5,2,1,4,8,2,3,992.875,"H",1739,2,2013,26,0
"75",0,0,0,0,0,0,2,0," 76F",76,5,2,1,4,8,2,3,461.965,"F",1716,2,2013,26,0
"76",NA,NA,NA,NA,NA,NA,2,NA," 77H",77,1,2,2,0,9,2,3,85.628,"H",1644,1,2013,26,0
"77",0,0,0,0,0,0,2,0," 78H",78,6,2,1,4,9,2,3,25.87,"H",2111,2,2013,26,0
"78",2,1,0,0,1,1,1,4," 79F",79,1,2,1,2,8,2,3,433.757,"F",1805,2,2013,26,0
"79",NA,NA,NA,NA,NA,NA,2,NA," 80H",80,6,2,1,4,8,2,3,960.667,"H",1606,2,2013,26,0
"80",6,6,1,1,1,1,2,1," 81B",81,4,2,1,2,8,2,3,82.258,"B",507,2,2013,26,0
"81",NA,NA,NA,NA,NA,NA,2,NA," 82K",82,2,2,3,0,9,2,3,38.923,"K",2012,1,2013,26,0
"82",0,0,0,0,0,0,2,0," 83G",83,7,2,1,4,7,2,3,1857.595,"G",1224,2,2013,26,0
"83",6,6,2,2,2,2,2,1," 84B",84,1,2,3,4,9,2,3,85.865,"B",1105,2,2013,26,0
"84",1,1,0,0,1,1,2,4," 85E",85,5,2,4,1,9,2,3,254.852,"E",1154,4,2013,26,0
"85",3,3,1,1,1,1,2,4," 86C",86,1,2,4,0,10,2,3,85.061,"C",1730,1,2013,26,0
"86",NA,NA,0,0,0,0,2,0," 87G",87,6,2,1,1,11,2,3,4170.159,"G",750,2,2013,26,0
"87",0,0,0,0,0,0,2,0," 88H",88,7,2,4,0,10,2,3,1038.147,"H",54,1,2013,26,0
"88",2,2,0,0,1,1,2,3," 89J",89,4,2,1,0,10,2,3,32.575,"J",1517,1,2013,26,0
"89",NA,NA,NA,NA,NA,NA,2,NA," 90H",90,3,2,1,4,11,2,3,2582.562,"H",1536,2,2013,26,0
"90",1,1,0,0,1,1,2,3," 91C",91,4,1,10,0,11,2,3,41.92,"C",1451,1,2013,26,0
"91",NA,NA,NA,NA,NA,NA,2,NA," 92D",92,2,2,2,0,12,2,3,772.535,"D",1051,1,2013,26,0
"92",1,1,0,0,1,1,2,4," 93C",93,4,2,1,4,12,2,3,181.812,"C",1003,2,2013,26,0
"93",NA,NA,NA,NA,NA,NA,2,NA," 94H",94,7,2,2,0,11,2,3,3298.632,"H",1549,1,2013,26,0
"94",1,1,0,0,1,1,1,4,"  1C",1,4,2,2,0,1,3,1,26.684,"C",200,1,2013,26,0
"95",7,9,0,0,1,1,2,8,"  2D",2,2,2,1,4,1,3,1,181.35,"D",952,2,2013,26,0
"96",NA,NA,NA,NA,NA,NA,2,NA,"  3K",3,5,2,3,4,1,3,1,10.665,"K",2011,2,2013,26,0
"97",1,1,0,0,1,1,NA,4,"  4D",4,1,NA,2,0,1,3,1,43.74,"D",300,2,2013,26,0
"98",1,1,0,0,3,3,2,4,"  5F",5,7,2,1,4,1,3,1,212.607,"F",1530,2,2013,26,0
"99",0,0,0,0,0,0,NA,4,"  6F",6,6,NA,2,4,1,3,1,130.627,"F",750,3,2013,26,0
"100",NA,NA,NA,NA,NA,NA,2,NA,"  7H",7,5,2,1,NA,1,3,1,323.677,"H",1356,2,2013,26,0
"101",1,1,0,0,1,1,2,3,"  8J",8,7,1,3,0,2,3,1,20.485,"J",2230,1,2013,26,0
"102",NA,NA,NA,NA,NA,NA,2,NA,"  9F",9,7,2,1,4,2,3,1,520.264,"F",120,2,2013,26,0
"103",NA,NA,NA,NA,NA,NA,2,NA," 10F",10,6,2,1,4,2,3,1,130.44,"F",805,2,2013,26,0
"104",0,0,0,0,0,0,2,0," 11H",11,7,2,2,0,2,3,1,323.214,"H",1843,1,2013,26,0
"105",2,2,0,0,2,2,NA,3," 12F",12,7,NA,4,4,2,3,1,577.444,"F",840,4,2013,26,0
"106",0,0,0,0,0,0,2,4," 13E",13,4,2,1,5,2,3,1,66.926,"E",835,2,2013,26,0
"107",1,1,0,0,1,1,2,4," 14F",14,7,2,2,0,2,3,1,135.131,"F",1156,1,2013,26,0
"108",NA,NA,0,0,0,0,NA,8," 15F",15,7,NA,1,4,3,3,1,57.987,"F",1610,2,2013,26,0
"109",NA,NA,NA,NA,NA,NA,2,NA," 16H",16,1,2,3,0,3,3,1,143.686,"H",1400,1,2013,26,0
"110",NA,NA,0,0,0,0,2,8," 17F",17,6,2,2,2,3,3,1,114.709,"F",940,2,2013,26,0
"111",1,1,0,0,1,1,2,6," 18H",18,4,2,1,1,3,3,1,284.234,"H",1615,2,2013,26,0
"112",0,0,0,0,0,0,2,0," 19G",19,5,2,2,4,3,3,1,397.588,"G",2030,2,2013,26,0
"113",0,0,0,0,0,0,2,4," 20E",20,5,2,2,1,3,3,1,76.99,"E",754,3,2013,26,0
"114",NA,NA,NA,NA,NA,NA,2,NA," 21H",21,3,2,2,0,3,3,1,385.191,"H",600,1,2013,26,0
"115",NA,NA,NA,NA,NA,NA,2,NA," 22F",22,6,2,1,4,4,3,1,84.096,"F",910,2,2013,26,0
"116",NA,NA,NA,NA,NA,NA,2,NA," 23H",23,6,2,1,0,3,3,1,208.379,"H",2210,1,2013,26,0
"117",7,9,0,0,1,1,2,4," 24E",24,1,1,1,1,4,3,1,77.284,"E",330,2,2013,26,0
"118",NA,NA,NA,NA,NA,NA,2,NA," 25F",25,6,2,1,2,4,3,1,156.047,"F",2215,2,2013,26,0
"119",1,1,0,0,1,1,NA,4," 26E",26,1,NA,3,4,4,3,1,128.741,"E",1457,4,2013,26,0
"120",1,1,0,0,2,2,2,4," 27E",27,7,2,2,4,4,3,1,90.888,"E",1505,2,2013,26,0
"121",NA,NA,0,0,0,0,NA,NA," 28G",28,1,NA,2,0,4,3,1,221.335,"G",1725,2,2013,26,0
"122",NA,NA,NA,NA,NA,NA,2,NA," 29K",29,7,2,1,NA,4,3,1,10.665,"K",1509,2,2013,26,0
"123",1,1,0,0,1,1,2,4," 30D",30,6,NA,1,1,4,3,1,35.522,"D",1620,2,2013,26,0
"124",2,1,0,0,1,1,2,4," 31F",31,4,2,1,0,5,3,1,294.782,"F",300,1,2013,26,0
"125",0,0,0,0,0,0,NA,0," 32H",32,1,2,4,5,5,3,1,730.433,"H",1815,2,2013,26,0
"126",7,9,0,0,1,1,NA,4," 33F",33,6,NA,4,0,5,3,1,169.144,"F",2310,4,2013,26,0
"127",1,1,0,0,2,2,2,4," 34E",34,6,2,2,4,5,3,1,75.247,"E",835,2,2013,26,0
"128",NA,NA,NA,NA,NA,NA,2,NA," 35H",35,7,2,1,2,5,3,1,376.472,"H",1030,2,2013,26,0
"129",NA,NA,NA,NA,NA,NA,NA,NA," 36F",36,1,NA,2,6,5,3,1,330.519,"F",300,2,2013,26,0
"130",1,1,0,0,2,2,2,3," 37H",37,5,2,3,4,5,3,1,818.986,"H",2245,2,2013,26,0
"131",1,1,0,0,1,1,NA,4," 38E",38,1,2,2,1,6,3,1,53.267,"E",1515,3,2013,26,0
"132",NA,NA,NA,NA,NA,NA,2,NA," 39F",39,6,2,1,4,5,3,1,107.553,"F",1340,2,2013,26,0
"133",NA,NA,NA,NA,NA,NA,2,NA," 40F",40,5,2,1,4,6,3,1,489.957,"F",830,2,2013,26,0
"134",NA,NA,0,0,0,0,NA,4," 41E",41,2,NA,4,4,6,3,1,71.85,"E",1623,4,2013,26,0
"135",0,0,0,0,0,0,2,0," 42H",42,6,2,1,1,6,3,1,359.478,"H",1515,2,2013,26,0
"136",1,1,0,0,1,1,2,4," 43E",43,4,2,3,1,6,3,1,63.807,"E",2100,4,2013,26,0
"137",NA,NA,0,0,0,0,NA,NA," 44G",44,1,2,3,5,6,3,1,155.384,"G",930,3,2013,26,0
"138",1,1,0,0,1,1,2,4," 45E",45,5,2,1,4,7,3,1,77.474,"E",1330,2,2013,26,0
"139",NA,NA,0,0,0,0,2,0," 46G",46,5,2,1,5,6,3,1,188.667,"G",1340,2,2013,26,0
"140",0,0,0,0,0,0,2,4," 47E",47,2,2,2,1,7,3,1,63.217,"E",818,3,2013,26,0
"141",0,0,0,0,0,0,1,0," 48G",48,7,NA,2,0,7,3,1,153.949,"G",145,3,2013,26,0
"142",0,0,0,0,0,0,2,4," 49E",49,2,2,3,1,7,3,1,34.796,"E",1250,4,2013,26,0
"143",NA,NA,NA,NA,NA,NA,2,NA," 50F",50,7,2,1,4,7,3,1,70.257,"F",1715,2,2013,26,0
"144",0,0,0,0,0,0,2,0," 51G",51,4,2,1,0,7,3,1,84.736,"G",2345,1,2013,26,0
"145",NA,NA,0,0,0,0,2,4," 52E",52,5,2,5,0,7,3,1,74.605,"E",1100,1,2013,26,0
"146",0,0,0,0,0,0,NA,4," 53E",53,2,NA,6,4,7,3,1,74.605,"E",2240,4,2013,26,0
"147",NA,NA,NA,NA,NA,NA,2,NA," 54F",54,5,2,2,1,7,3,1,150.637,"F",1620,3,2013,26,0
"148",NA,NA,NA,NA,NA,NA,2,NA," 55H",55,2,2,1,4,7,3,1,373.261,"H",706,2,2013,26,0
"149",0,0,0,0,0,0,2,5," 56E",56,6,2,1,2,7,3,1,34.433,"E",640,2,2013,26,0
"150",0,0,0,0,0,0,NA,4," 57F",57,5,NA,2,NA,7,3,1,69.525,"F",801,3,2013,26,0
"151",NA,NA,NA,NA,NA,NA,NA,NA," 58F",58,5,NA,3,4,7,3,1,69.525,"F",255,3,2013,26,0
"152",0,0,0,0,0,0,2,0," 59H",59,1,2,2,1,7,3,1,172.273,"H",1000,3,2013,26,0
"153",1,1,0,0,1,1,2,3," 60C",60,7,2,2,1,8,3,1,20.156,"C",2320,3,2013,26,0
"154",1,1,0,0,2,2,2,4," 61E",61,3,2,1,4,8,3,1,166.531,"E",1655,2,2013,26,0
"155",0,0,0,0,0,0,2,0," 62H",62,3,2,1,1,7,3,1,833.18,"H",1740,2,2013,26,0
"156",0,0,0,0,0,0,2,4," 63C",63,2,2,5,0,8,3,1,20.156,"C",640,3,2013,26,0
"157",0,0,0,0,0,0,2,5," 64E",64,5,2,1,1,8,3,1,55.927,"E",2010,2,2013,26,0
"158",NA,NA,NA,NA,NA,NA,NA,NA," 65F",65,1,NA,2,4,8,3,1,112.924,"F",1320,3,2013,26,0
"159",1,1,0,0,1,1,2,4," 66F",66,6,2,1,4,8,3,1,40.093,"F",1015,2,2013,26,0
"160",NA,NA,NA,NA,NA,NA,2,NA," 67F",67,3,2,1,4,8,3,1,40.093,"F",1725,2,2013,26,0
"161",0,0,0,0,0,0,NA,0," 68G",68,3,2,1,4,8,3,1,48.356,"G",1310,2,2013,26,0
"162",0,0,0,0,0,0,NA,0," 69H",69,7,NA,4,0,8,3,1,99.346,"H",635,5,2013,26,0
"163",0,0,0,0,0,0,NA,4," 70D",70,7,2,2,4,8,3,1,28.594,"D",1645,3,2013,26,0
"164",0,0,0,0,0,0,NA,0," 71F",71,5,2,3,1,8,3,1,227.148,"F",1620,3,2013,26,0
"165",0,0,0,0,0,0,NA,4," 72E",72,4,NA,3,4,9,3,1,33.648,"E",1330,2,2013,26,0
"166",NA,NA,NA,NA,NA,NA,2,NA," 73F",73,6,1,1,4,8,3,1,67.94,"F",1250,2,2013,26,0
"167",0,0,0,0,0,0,2,0," 74H",74,4,2,1,0,9,3,1,168.346,"H",40,1,2013,26,0
"168",1,1,1,1,2,2,2,1," 75B",75,1,2,2,0,9,3,1,13.191,"B",1239,2,2013,26,0
"169",0,0,0,0,0,0,NA,3," 76E",76,3,NA,2,4,9,3,1,94.146,"E",2255,2,2013,26,0
"170",0,0,0,0,0,0,2,0," 77G",77,5,2,1,1,9,3,1,229.268,"G",1755,2,2013,26,0
"171",NA,NA,0,0,0,0,2,0," 78K",78,1,2,2,4,9,3,1,31.298,"K",1600,2,2013,26,0
"172",7,9,0,0,1,1,2,3," 79D",79,3,2,1,4,9,3,1,31.298,"D",2133,2,2013,26,0
"173",2,2,0,0,1,1,2,4," 80E",80,2,2,2,1,9,3,1,91.415,"E",2145,3,2013,26,0
"174",1,1,0,0,1,1,2,3," 81F",81,7,2,4,4,9,3,1,184.577,"F",2345,2,2013,26,0
"175",0,0,0,0,0,0,2,4," 82C",82,3,2,1,4,9,3,1,20.579,"C",1523,2,2013,26,0
"176",0,0,0,0,0,0,2,4," 83K",83,7,2,2,4,9,3,1,10.273,"K",1620,2,2013,26,0
"177",NA,NA,NA,NA,NA,NA,2,NA," 84F",84,2,1,1,4,9,3,1,122.46,"F",1715,2,2013,26,0
"178",0,0,0,0,0,0,NA,0," 85G",85,7,NA,1,NA,9,3,1,147.696,"G",330,2,2013,26,0
"179",1,1,0,0,2,2,NA,4," 86E",86,5,NA,5,5,10,3,1,58.392,"E",815,3,2013,26,0
"180",NA,NA,0,0,0,0,NA,0," 87F",87,7,NA,4,4,9,3,1,117.901,"F",800,3,2013,26,0
"181",NA,NA,0,0,0,0,2,0," 88G",88,1,2,1,4,10,3,1,142.199,"G",1305,2,2013,26,0
"182",1,1,0,0,3,3,NA,3," 89E",89,7,NA,1,1,10,3,1,26.439,"E",2115,2,2013,26,0
"183",NA,NA,0,0,0,0,2,NA," 90G",90,6,2,2,5,10,3,1,64.386,"G",2002,3,2013,26,0
"184",1,1,0,0,1,1,NA,0," 91H",91,1,NA,2,0,10,3,1,132.279,"H",2245,2,2013,26,0
"185",1,1,0,0,1,1,2,4," 92E",92,4,2,1,4,10,3,1,56.24,"E",1200,2,2013,26,0
"186",NA,NA,NA,NA,NA,NA,2,NA," 93F",93,4,2,2,1,10,3,1,113.556,"F",820,3,2013,26,0
"187",0,0,0,0,0,0,NA,0," 94G",94,6,NA,3,4,10,3,1,136.958,"G",1300,4,2013,26,0
"188",NA,NA,0,0,0,0,2,4," 95F",95,6,2,1,4,10,3,1,122.001,"F",1920,2,2013,26,0
"189",0,0,0,0,0,0,2,0," 96H",96,5,2,1,4,10,3,1,302.302,"H",2315,2,2013,26,0
"190",0,0,0,0,0,0,2,4," 97E",97,5,2,1,4,10,3,1,56.835,"E",1830,2,2013,26,0
"191",1,1,0,0,1,1,2,4," 98F",98,1,2,3,1,10,3,1,114.757,"F",2030,3,2013,26,0
"192",NA,NA,NA,NA,NA,NA,NA,NA," 99H",99,4,NA,1,1,10,3,1,284.353,"H",1945,2,2013,26,0
"193",1,1,0,0,1,1,NA,3,"100C",100,7,NA,1,4,11,3,1,10.093,"C",2215,2,2013,26,0
"194",1,1,0,0,2,2,2,4,"101E",101,6,2,1,NA,11,3,1,64.686,"E",800,2,2013,26,0
"195",1,1,0,0,2,2,2,3,"102F",102,5,2,1,5,11,3,1,130.61,"F",2225,2,2013,26,0
"196",1,1,0,0,1,1,2,4,"103E",103,6,2,1,4,11,3,1,39.027,"E",1020,2,2013,26,0
"197",0,0,0,0,0,0,2,4,"104F",104,3,2,1,6,11,3,1,78.801,"F",1610,2,2013,26,0
"198",0,0,0,0,0,0,2,0,"105H",105,2,2,1,4,11,3,1,195.259,"H",1920,2,2013,26,0
"199",1,1,0,0,1,1,NA,4,"106F",106,1,2,2,4,11,3,1,84.575,"F",1800,3,2013,26,0
"200",0,0,0,0,0,0,2,0,"107G",107,4,2,1,4,11,3,1,102.004,"G",2010,2,2013,26,0
"201",NA,NA,NA,NA,NA,NA,2,NA,"108H",108,4,2,1,4,11,3,1,209.566,"H",915,2,2013,26,0
"202",0,0,0,0,0,0,2,4,"109E",109,2,2,1,4,11,3,1,48.372,"E",1530,2,2013,26,0
"203",NA,NA,NA,NA,NA,NA,2,NA,"110F",110,5,2,2,1,11,3,1,97.668,"F",1730,3,2013,26,0
"204",0,0,0,0,0,0,2,0,"111G",111,4,2,1,5,11,3,1,117.796,"G",1730,2,2013,26,0
"205",NA,NA,NA,NA,NA,NA,2,NA,"112F",112,2,2,1,1,12,3,1,192.787,"F",835,2,2013,26,0
"206",1,1,0,0,1,1,2,4,"113E",113,1,2,1,NA,12,3,1,67.529,"E",435,2,2013,26,0
"207",0,0,0,0,0,0,2,0,"114F",114,4,2,1,4,12,3,1,136.349,"F",810,2,2013,26,0
"208",NA,NA,NA,NA,NA,NA,2,NA,"115H",115,2,2,2,1,12,3,1,337.857,"H",1900,3,2013,26,0
"209",0,0,0,0,0,0,NA,3,"116K",116,6,NA,5,6,12,3,1,31.298,"K",700,4,2013,26,0
"210",0,0,0,0,0,0,2,0,"117F",117,7,2,2,5,12,3,1,203.564,"F",1100,2,2013,26,0
"211",0,0,0,0,0,0,2,0,"118G",118,5,2,2,1,12,3,1,245.515,"G",2330,2,2013,26,0
"212",1,1,0,0,2,2,NA,4,"119E",119,5,NA,5,4,12,3,1,39.821,"E",1230,5,2013,26,0
"213",1,1,0,0,1,1,1,4,"120F",120,1,2,2,4,12,3,1,80.405,"F",432,3,2013,26,0
"214",0,0,0,0,0,0,NA,0,"121H",121,6,NA,1,NA,12,3,1,199.233,"H",1008,2,2013,26,0
"215",0,0,0,0,0,0,NA,3,"122E",122,3,NA,3,1,12,3,1,57.809,"E",2205,4,2013,26,0
"216",0,0,0,0,0,0,NA,0,"123F",123,3,NA,5,4,12,3,1,116.723,"F",850,6,2013,26,0
"217",4,4,1,1,1,1,2,3,"  1K",1,5,2,1,4,1,4,3,16.425,"K",1735,2,2013,26,0
"218",NA,NA,NA,NA,NA,NA,1,NA,"  2F",2,1,2,3,0,1,4,3,789.062,"F",52,1,2013,26,0
"219",0,0,0,0,0,0,2,0,"  3G",3,4,2,1,1,1,4,3,936.184,"G",1633,2,2013,26,0
"220",NA,NA,NA,NA,NA,NA,2,NA,"  4F",4,2,2,4,0,1,4,3,878.881,"F",541,1,2013,26,0
"221",5,5,2,2,13,13,1,3,"  5J",5,3,2,1,4,1,4,3,12.34,"J",1915,2,2013,26,0
"222",1,1,0,0,1,1,2,4,"  6F",6,7,2,1,5,1,4,3,658.824,"F",2258,2,2013,26,0
"223",1,1,0,0,1,1,NA,4,"  7E",7,6,2,1,1,2,4,3,139.715,"E",1731,2,2013,26,0
"224",1,1,0,0,1,1,2,4,"  8G",8,1,2,1,4,2,4,3,596.753,"G",50,2,2013,26,0
"225",NA,NA,NA,NA,NA,NA,2,NA,"  9K",9,1,2,1,0,2,4,3,30.85,"K",2025,1,2013,26,0
"226",0,0,0,0,0,0,2,0," 10G",10,7,2,2,1,2,4,3,778.848,"G",820,2,2013,26,0
