"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","VEHNO","WHEELBAS","VERSION"
"36",1,NA,0,162," 36F",36,116,0,0,11,7,8,5,0,-19,184,6,NA,184,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,190,NA,2,61.173,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",2,323,24
"37",1,NA,0,151," 38H",38,26,0,1,0,0,0,0,0,66,152,12,NA,152,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,96.153,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",2,272,24
"38",1,1,0,160," 40J",40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,5,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,10,NA,2,32.623,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","J","E","A","K","S",1,282,24
"39",1,2,0,151," 41K",41,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,138,NA,2,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,350,2,49.175,0,21,32,21,12,0,-12,138,"L","C","K","E","E","9","N",1,258,24
"40",1,NA,0,144," 42D",42,136,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,2,62.972,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","D","","O","",1,250,24
"41",4,1,0,157," 43F",43,14,1,24,25,22,15,2,0,-40,148,12,12,148,2,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,673.699,NA,NA,NA,NA,NA,NA,NA,NA,"L","L","F","E","E","N","E",1,286,24
"42",1,NA,0,140," 46D",46,22,0,0,0,8,13,0,0,11,152,12,NA,152,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,53,NA,10,NA,2,38.072,NA,NA,NA,NA,NA,NA,NA,NA,"C","","D","E","","N","",1,295,24
"43",2,1,0,151," 47H",47,139,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,9,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,2,640.213,0,0,0,0,0,11,75,159,"Y","R","H","D","E","O","E",1,269,24
"44",1,NA,0,149," 48F",48,84,0,0,1,4,7,10,11,27,138,6,NA,138,2,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,44.688,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","L","","W","",2,261,24
"45",1,NA,0,157," 49F",49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,2,44.688,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",1,295,24
"46",1,NA,0,146," 49F",49,82,0,3,3,11,1,3,5,-29,146,12,NA,146,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,44.688,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",2,264,24
"47",1,NA,0,151," 50G",50,3,0,0,0,0,0,0,1,51,144,12,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,49,NA,0,NA,2,76.008,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","L","","N","",1,267,24
"48",2,1,0,142," 51H",51,11,1,21,26,18,11,5,0,-42,146,12,11,146,2,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,68,2,0,340,2,70.242,2,12,20,19,9,4,19,256,"L","D","H","E","A","N","S",1,272,24
"49",4,1,0,167," 52K",52,71,1,88,31,19,7,0,0,-46,172,12,12,172,4,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,63,0,0,2,42.128,NA,NA,NA,NA,NA,NA,NA,NA,"Y","L","K","E","W","W","N",1,338,24
"50",2,1,0,146," 53F",53,42,0,0,18,44,39,14,0,4,156,12,12,156,3,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,60,44,0,0,2,70.74,NA,NA,NA,NA,NA,NA,NA,NA,"C","9","F","E","9","W","9",1,262,24
"51",1,3,0,151," 54H",54,100,1,13,6,32,26,11,6,17,154,12,0,154,2,2,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,0,998,2,111.19,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","H","E","A","W","O",1,269,24
"52",1,NA,0,148," 56K",56,78,0,0,0,1,5,19,20,152,200,1,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,2,23.206,NA,NA,NA,NA,NA,NA,NA,NA,"F","","K","E","","W","",1,267,24
"53",1,NA,0,146," 56K",56,103,0,0,9,22,34,20,19,-25,152,11,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,330,NA,2,23.206,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",2,258,24
"54",1,NA,0,149," 57K",57,118,0,44,54,58,37,20,4,-19,156,12,NA,156,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,23.206,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,252,24
"55",1,NA,0,151," 57K",57,36,0,35,12,12,7,1,0,-68,172,12,NA,172,7,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,23.206,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","E","",2,269,24
"56",3,2,0,151," 58F",58,122,0,7,8,8,8,7,5,0,152,12,6,152,1,NA,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,0,180,2,855.53,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","F","L","9","W","W",2,260,24
"57",1,2,0,150," 58F",58,134,0,5,4,4,6,13,14,0,136,6,12,142,4,1,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,2,NA,1,NA,NA,4,2,180,0,2,855.53,6,4,5,5,5,3,14,142,"D","D","F","E","E","W","W",3,251,24
"58",2,3,0,153," 59C",59,20,1,6,1,0,0,0,1,-65,140,12,12,140,5,2,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,2,NA,1,NA,NA,68,51,0,0,2,69.129,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","C","E","E","E","E",1,258,24
"59",1,NA,0,153," 60G",60,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,903.139,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",2,260,24
"60",2,3,0,154," 61K",61,43,1,22,33,53,74,68,35,15,137,88,9,998,4,NA,7,NA,NA,0,1,4,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,53,42,250,270,2,42.128,NA,NA,NA,NA,NA,NA,NA,NA,"P","9","K","A","9","W","9",1,291,24
"61",3,1,0,147," 62F",62,110,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,3,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,998,2,356.016,NA,NA,NA,NA,NA,NA,NA,NA,"Y","L","F","D","W","O","N",1,267,24
"62",1,2,0,153," 63F",63,10,0,5,2,0,0,0,0,-73,156,12,0,156,9,3,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,350,998,2,221.455,NA,NA,NA,NA,NA,NA,NA,NA,"L","Y","F","E","Y","S","O",1,262,24
"63",1,3,0,162," 63F",63,44,1,4,0,0,0,0,0,-64,176,12,12,176,1,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,50,0,0,2,221.455,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","F","E","L","W","N",2,275,24
"64",1,NA,0,154," 64F",64,66,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,132,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,221.455,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","9","","W","",2,262,24
"65",1,NA,0,158," 65J",65,123,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,2,59.222,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","J","D","","O","",1,281,24
"66",1,NA,0,150," 66K",66,120,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,2,46.302,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","D","","O","",1,265,24
"67",1,2,0,156," 67K",67,60,0,0,0,3,6,4,18,48,156,12,0,156,1,6,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,75,0,998,2,46.066,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","K","E","G","W","N",2,272,24
"68",3,2,0,148," 68D",68,118,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,58,998,0,2,129.425,0,2,6,9,13,10,46,152,"Y","Z","D","D","E","O","W",1,262,24
"69",1,NA,0,151," 69D",69,28,0,0,0,0,1,1,2,55,156,6,NA,156,7,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,190,NA,2,42.128,NA,NA,NA,NA,NA,NA,NA,NA,"R","","D","E","","E","",1,262,24
"70",1,NA,0,148," 69D",69,26,0,1,0,0,0,0,0,-61,148,12,NA,148,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,42.128,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","E","",2,262,24
"71",1,NA,0,158," 70G",70,154,0,2,11,18,17,13,3,0,154,12,NA,154,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,44,NA,0,NA,2,354.195,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","L","","W","",1,258,24
"72",3,1,0,170," 72F",72,34,1,0,0,21,29,0,0,-8,180,12,12,180,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,41,42,0,0,2,524.888,0,1,5,0,0,0,-197,119,"C","B","F","E","E","N","S",1,270,24
"73",1,NA,0,156," 73D",73,142,0,17,34,47,51,49,45,5,152,6,NA,152,6,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,190,NA,2,46.066,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,267,24
"74",4,1,0,146," 74F",74,28,1,0,11,51,20,1,0,-4,134,12,12,134,3,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,53,68,0,0,2,270.115,NA,NA,NA,NA,NA,NA,NA,NA,"C","R","F","E","W","N","N",1,252,24
"75",5,3,0,160," 75F",75,8,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,160,6,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,51,61,0,0,2,74.331,2,0,0,1,1,1,0,160,"L","D","F","A","9","S","W",1,298,24
"76",1,NA,0,147," 76H",76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,116.835,NA,NA,NA,NA,NA,NA,NA,NA,"C","","H","E","","N","",1,269,24
"77",1,NA,0,151," 77E",77,58,0,0,0,14,44,21,5,12,195,2,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,60,NA,2,164.52,NA,NA,NA,NA,NA,NA,NA,NA,"P","","E","A","","W","",1,260,24
"78",2,1,0,153," 78H",78,7,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,144,4,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,52,63,0,0,2,764.541,NA,NA,NA,NA,NA,NA,NA,NA,"R","L","H","E","W","S","N",1,271,24
"79",1,2,0,150," 79K",79,40,1,110,64,41,31,30,21,-53,152,12,3,152,6,NA,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,350,90,2,49.175,NA,NA,NA,NA,NA,NA,NA,NA,"L","P","K","E","E","E","N",1,285,24
"80",1,NA,0,145," 80C",80,28,0,0,0,0,0,0,1,58,144,12,NA,144,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,54.694,NA,NA,NA,NA,NA,NA,NA,NA,"R","","C","E","","E","",1,246,24
"81",1,NA,0,156," 80C",80,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,998,4,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,280,NA,2,54.694,NA,NA,NA,NA,NA,NA,NA,NA,"F","","C","E","","E","",2,266,24
"82",1,3,0,152," 81K",81,30,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,174,2,3,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,20,998,2,42.128,NA,NA,NA,NA,NA,NA,NA,NA,"Z","P","K","E","D","N","N",1,265,24
