"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"11",3,2,0,149," 11K",11,37,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,3,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,68,998,0,2,49.58,NA,NA,NA,NA,NA,NA,NA,NA,"Z","L","K","A","W","O","N",1,1,283,19
"12",1,NA,0,147," 12B",12,141,0,111,115,118,119,119,121,0,155,6,NA,155,6,NA,2,NA,2,3,2,NA,"B","",1,NA,1,NA,1,NA,NA,NA,NA,2,NA,180,NA,2,33.682,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,1,258,19
"13",2,NA,0,147," 12B",12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,79,NA,NA,NA,2,33.682,NA,NA,NA,NA,NA,NA,NA,NA,"9","","B","9","","9","",0,3,262,19
"14",1,NA,0,149," 13E",13,124,0,18,30,41,35,31,27,9,146,6,NA,146,5,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,323.627,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,262,19
"15",1,NA,0,162," 13E",13,95,0,2,0,0,0,1,1,-19,145,12,NA,145,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,323.627,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",0,2,303,19
"16",1,NA,0,138," 14C",14,136,0,25,29,29,30,31,32,0,142,12,NA,142,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,61.647,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",1,1,232,19
"17",1,NA,0,145," 14C",14,140,0,0,0,2,15,10,2,74,262,9,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,280,NA,2,61.647,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","C","E","","W","",1,2,264,19
"18",1,2,0,148," 15E",15,31,0,0,3,33,23,6,0,-34,255,3,3,998,3,1,NA,NA,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,51,43,90,80,2,605.501,0,0,0,3,0,0,128,67,"P","F","E","A","M","N","W",1,1,252,19
"19",1,NA,0,141," 17D",17,8,0,6,4,3,2,2,2,-63,136,12,NA,136,9,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,59.779,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","S","",1,1,263,19
"20",1,2,0,144," 17D",17,5,0,9,8,7,6,4,9,-66,134,12,12,134,7,4,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,51,0,0,2,59.779,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","D","E","E","S","S",1,2,250,19
"21",3,1,0,149," 18E",18,58,1,5,34,59,51,28,6,-21,133,0,0,133,3,2,NA,NA,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,998,998,2,245.139,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","E","E","D","W","O",1,1,262,19
"22",1,NA,0,149," 19F",19,73,0,0,4,9,15,9,4,-27,135,12,NA,135,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,434.392,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,271,19
"23",1,NA,0,156," 19F",19,43,0,2,1,7,15,22,11,198,81,2,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,434.392,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",1,2,276,19
"24",1,NA,0,169," 20E",20,250,0,0,0,8,11,6,0,-51,360,12,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,193.284,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","S","",1,1,270,19
"25",1,NA,0,NA," 21H",21,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,44,NA,NA,NA,2,1564.892,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","W","","N","",NA,1,245,19
"26",1,2,0,146," 22K",22,87,0,58,32,31,16,6,0,-25,140,12,6,140,3,3,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,2,64,0,170,2,42.727,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","K","E","L","W","S",1,1,264,19
"27",1,NA,0,157," 22K",22,58,0,60,51,43,28,11,0,-44,148,12,NA,148,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,42.727,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,2,287,19
"28",1,NA,0,142," 23D",23,142,0,0,12,29,37,30,36,0,142,11,NA,142,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,57.874,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,2,272,19
"29",1,NA,0,153," 24D",24,32,0,36,28,28,7,15,7,-58,148,12,NA,148,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,52,NA,0,NA,2,57.874,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","E","",1,1,303,19
"30",1,NA,0,149," 25G",25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,2,1371.655,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,1,262,19
"31",2,NA,0,161," 26E",26,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,4,NA,0,0,NA,NA,"9","",4,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,144.7,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,1,303,19
"32",1,2,0,156," 26E",26,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,145,NA,1,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,NA,0,2,144.7,3,4,4,4,3,4,37,145,"L","Z","E","L","L","W","W",NA,2,281,19
"33",1,NA,0,147," 26E",26,20,0,3,4,7,8,4,12,52,140,12,NA,140,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,144.7,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,3,262,19
"34",1,NA,0,141," 27F",27,68,0,10,18,24,24,20,11,-199,68,3,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,80,NA,2,249.971,NA,NA,NA,NA,NA,NA,NA,NA,"B","","F","E","","W","",0,1,274,19
"35",1,NA,0,148," 27F",27,48,0,0,0,0,6,3,8,48,146,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,249.971,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","W","",1,2,273,19
"36",1,NA,0,148," 28K",28,34,0,49,120,124,123,77,76,17,138,12,NA,138,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,53,NA,0,NA,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"C","","K","E","","N","",1,1,263,19
"37",1,NA,0,143," 29H",29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,2,NA,0,0,NA,NA,"9","",5,NA,NA,NA,1,NA,NA,NA,NA,76,NA,NA,NA,2,2825.111,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,237,19
"38",1,NA,0,163," 30K",30,146,0,32,11,6,5,2,0,0,186,12,NA,186,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,327,19
"39",1,NA,0,144," 30K",30,250,0,0,4,10,21,14,0,8,262,10,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,310,NA,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","A","","W","",1,2,262,19
"40",2,1,0,144," 31H",31,72,0,34,25,14,6,0,0,-11,168,1,NA,168,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,56,56,30,NA,2,729.4,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","H","E","9","W","9",1,1,255,19
"41",1,NA,0,154," 32F",32,8,0,6,2,0,0,2,6,-70,146,12,NA,146,9,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,196.997,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","S","",1,1,267,19
"42",1,NA,0,158," 32F",32,87,0,5,4,5,5,3,3,28,154,2,NA,154,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,2,196.997,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,2,258,19
"43",1,NA,0,147," 33G",33,30,0,0,1,1,1,1,1,-62,142,12,NA,142,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,680.216,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","E","",1,1,260,19
"44",1,NA,0,143," 33G",33,5,0,6,1,1,0,0,0,-72,150,12,NA,150,7,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,680.216,NA,NA,NA,NA,NA,NA,NA,NA,"L","","G","E","","S","",1,2,262,19
"45",1,NA,0,147," 34H",34,130,0,2,2,1,1,1,1,0,150,6,NA,150,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,4258.522,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",0,1,260,19
"46",1,NA,0,155," 34H",34,141,0,0,2,8,1,2,3,-2,144,12,NA,144,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,4258.522,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,2,269,19
"47",1,NA,0,147," 35E",35,20,0,7,5,3,3,2,1,-59,144,12,NA,144,8,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,189.096,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,1,257,19
"48",1,NA,0,158," 35E",35,133,0,36,33,32,28,19,11,0,133,81,NA,133,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,2,189.096,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,285,19
"49",2,1,0,145," 36G",36,18,1,2,1,1,0,0,0,-64,140,12,12,140,1,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,42,0,0,2,1127.948,NA,NA,NA,NA,NA,NA,NA,NA,"L","L","G","L","L","E","9",1,1,241,19
"50",1,2,0,151," 37B",37,67,0,36,17,7,3,1,8,-34,150,12,3,150,2,3,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,56,350,100,2,30.267,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","B","E","L","W","E",1,2,242,19
"51",1,NA,0,150," 38E",38,157,0,6,2,1,4,8,5,17,173,7,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,210,NA,2,122.928,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","A","","W","",1,1,271,19
"52",1,NA,0,147," 38E",38,28,0,5,5,4,4,3,22,35,143,12,NA,152,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,122.928,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","E","",1,2,259,19
"53",1,NA,0,148," 39G",39,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,76,NA,NA,NA,2,733.259,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,1,261,19
"54",1,NA,0,173," 40F",40,250,0,0,6,1,13,8,0,97,342,2,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,50,NA,2,90.289,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,394,19
"55",1,NA,0,165," 40F",40,139,0,1,5,7,10,16,23,-11,152,12,NA,152,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,90.289,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,353,19
"56",1,NA,0,158," 41F",41,80,0,12,9,8,8,9,11,-15,160,10,NA,160,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,300,NA,2,90.289,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,287,19
"57",1,NA,0,150," 41F",41,52,0,0,3,6,4,13,14,134,116,1,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,2,90.289,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",1,2,272,19
"58",1,NA,0,143," 42H",42,250,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,1,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,423.156,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","S","",0,1,244,19
"59",1,NA,0,154," 43E",43,158,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,152,6,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,83.998,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,1,266,19
"60",1,4,0,148," 44F",44,44,1,4,11,0,2,16,4,44,152,12,3,152,1,3,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,88,59,0,90,2,145.107,0,0,0,0,13,33,18,280,"R","Y","F","E","E","W","W",1,1,262,19
"61",1,3,0,149," 45H",45,42,0,13,3,1,0,0,0,-51,142,12,12,142,1,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,56,0,0,2,680.072,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","H","E","E","W","S",1,1,258,19
"62",1,2,0,146," 45H",45,53,0,2,4,8,12,18,33,55,162,6,12,164,3,1,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,180,0,2,680.072,0,0,0,0,0,5,54,164,"R","R","H","E","E","W","N",1,2,258,19
"63",2,NA,0,146," 45H",45,57,0,7,12,5,2,0,0,-45,144,6,NA,144,3,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,680.072,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,3,246,19
"64",3,1,0,141," 46K",46,121,0,66,45,41,38,33,39,0,142,12,12,142,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,0,350,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","K","E","9","W","9",1,1,252,19
"65",2,1,0,150," 46K",46,70,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,2,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,1,998,350,2,27.311,14,8,6,2,0,0,-96,176,"D","Z","K","D","E","O","W",1,2,263,19
"66",3,NA,0,157," 46K",46,117,0,8,16,24,31,22,6,0,152,12,NA,152,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,3,281,19
"67",1,2,0,145," 47K",47,239,0,1,23,61,47,22,0,50,283,89,12,998,4,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,260,0,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Z","K","A","E","W","S",1,1,247,19
"68",1,2,0,173," 47K",47,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,160,NA,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,0,0,2,27.311,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","K","E","E","W","S",0,2,351,19
"69",3,4,0,154," 48C",48,33,1,74,58,72,71,43,22,-52,150,12,12,150,4,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,39.027,NA,NA,NA,NA,NA,NA,NA,NA,"L","Z","C","E","E","E","N",1,1,262,19
"70",1,2,0,167," 49B",49,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,176,NA,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,20,100,2,54.946,0,0,7,2,0,0,-23,151,"9","P","B","9","M","9","W",1,1,295,19
"71",1,2,0,143," 49B",49,164,0,0,0,4,25,29,23,111,220,70,9,998,3,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,310,270,2,54.946,0,2,8,6,0,0,-188,110,"Y","B","B","A","E","W","W",1,2,254,19
"72",1,NA,0,158," 50G",50,145,0,2,0,1,1,1,3,0,145,6,NA,156,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,876.491,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","L","","W","",0,1,289,19
"73",1,NA,0,147," 50G",50,136,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,876.491,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,2,252,19
"74",1,NA,0,142," 51H",51,141,0,3,3,11,10,1,1,0,141,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1189.673,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,254,19
"75",1,NA,0,144," 51H",51,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,155,NA,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,1189.673,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","M","","W","",0,2,295,19
"76",1,NA,0,158," 52E",52,250,0,0,7,10,13,0,0,-106,352,12,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,125.616,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","M","","S","",1,1,293,19
"77",1,NA,0,155," 53F",53,21,0,10,3,3,3,5,18,21,147,12,NA,156,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,68,NA,0,NA,2,217.002,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","N","",1,1,272,19
"78",2,3,0,146," 54H",54,141,1,2,1,0,0,0,0,0,141,6,6,141,1,NA,NA,NA,0,0,1,NA,"B","B",NA,NA,NA,NA,1,NA,1,NA,NA,43,42,180,180,2,1017.026,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","H","L","L","W","9",0,1,262,19
"79",1,2,0,155," 55B",55,114,0,17,44,66,69,69,57,0,140,12,0,140,3,3,NA,NA,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,0,998,2,54.946,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","B","E","D","W","O",1,1,269,19
"80",1,NA,0,146," 55B",55,119,0,35,85,95,102,109,118,0,134,12,NA,134,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,54.946,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,2,253,19
"81",2,1,0,155," 56K",56,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,5,2,NA,NA,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,998,998,2,49.58,NA,NA,NA,NA,NA,NA,NA,NA,"Y","F","K","D","D","W","O",1,1,267,19
"82",1,2,0,145," 57F",57,13,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,9,9,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,56,56,0,0,2,488.875,NA,NA,NA,NA,NA,NA,NA,NA,"R","L","F","E","E","E","S",1,1,263,19
"83",1,NA,0,147," 58E",58,140,0,6,22,31,20,7,0,-69,185,11,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,2,137.846,NA,NA,NA,NA,NA,NA,NA,NA,"P","","E","E","","W","",1,1,266,19
"84",1,NA,1,174," 58E",58,46,0,1,0,4,3,7,21,68,180,2,NA,180,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,137.846,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","W","",1,2,394,19
