"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"1",1,NA,0,140,"  1H",1,60,0,0,0,0,6,7,24,30,150,12,NA,150,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,570.65,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,265,20
"2",1,NA,0,155,"  1H",1,83,0,0,1,13,16,16,18,176,132,10,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,290,NA,2,570.65,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","W","",0,2,267,20
"3",1,2,0,140,"  2F",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,2,2,NA,NA,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,68,998,998,2,115.529,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","F","A","E","O","W",1,1,309,20
"4",1,NA,0,147,"  3H",3,70,0,1,1,1,1,13,0,38,143,12,NA,143,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,316.613,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",0,1,262,20
"5",4,2,0,147,"  4F",4,9,1,0,0,2,3,2,3,23,139,12,12,139,1,3,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,50,68,0,0,2,103.92,NA,NA,NA,NA,NA,NA,NA,NA,"C","L","F","L","W","N","N",0,1,262,20
"6",1,NA,0,153,"  5G",5,70,0,0,2,4,5,6,0,26,103,11,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,41,NA,340,NA,2,222.378,NA,NA,NA,NA,NA,NA,NA,NA,"P","","G","A","","S","",0,1,263,20
"7",1,2,0,145,"  6H",6,93,0,18,21,30,42,30,15,-31,150,12,6,150,2,1,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,2,56,10,170,2,284.798,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","H","E","M","W","N",1,1,247,20
"8",1,NA,0,161,"  7E",7,81,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,163,2,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,139.352,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",NA,1,303,20
"9",1,NA,0,148,"  7E",7,77,0,32,37,36,23,7,0,-15,138,12,NA,138,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,139.352,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,2,260,20
"10",1,NA,0,148,"  8F",8,130,0,0,2,3,2,5,5,165,130,10,NA,998,1,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,310,NA,2,271.752,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",1,1,320,20
"11",1,NA,0,146,"  8F",8,116,0,0,6,13,10,4,0,0,148,12,NA,148,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,271.752,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,247,20
"12",2,1,0,146,"  9H",9,250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,998,NA,3,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,58,998,70,2,744.751,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","H","A","W","O","N",1,1,261,20
"13",1,NA,0,157," 10E",10,15,0,0,0,0,2,3,0,-70,158,12,NA,158,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,145.58,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,1,278,20
"14",1,NA,0,164," 11F",11,91,0,17,20,22,24,24,25,45,182,11,NA,182,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,2,283.897,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,1,338,20
"15",1,NA,0,158," 11F",11,250,0,0,2,5,12,5,0,20,420,1,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,2,283.897,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","A","","S","",1,2,276,20
"16",1,NA,0,152," 12G",12,55,0,0,0,1,1,0,0,49,148,12,NA,148,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,2,607.512,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",1,1,265,20
"17",1,2,0,148," 14F",14,250,0,0,1,7,23,11,0,-1,345,10,12,998,2,1,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,42,310,0,2,115.24,0,11,13,6,0,0,-35,145,"D","Y","F","E","E","W","N",1,1,272,20
"18",1,NA,0,162," 14F",14,150,0,17,25,25,23,14,2,0,152,1,NA,152,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,2,115.24,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,303,20
"19",2,1,0,147," 15H",15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,10,150,NA,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,290,300,2,315.823,NA,NA,NA,NA,NA,NA,NA,NA,"L","Z","H","E","L","W","S",1,1,262,20
"20",1,NA,0,162," 16E",16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,167.208,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","9","",NA,2,291,20
"21",1,NA,0,154," 17F",17,90,0,4,5,5,6,4,2,4,156,6,NA,156,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,326.075,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,1,272,20
"22",1,NA,0,148," 18G",18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,140,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,697.768,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,1,267,20
"23",1,NA,0,158," 18G",18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,5,NA,0,0,NA,NA,"9","",3,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,697.768,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,279,20
"24",4,1,0,147," 19C",19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,NA,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,56,998,0,2,100.744,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","C","D","E","O","N",1,1,265,20
"25",2,1,0,147," 20D",20,38,0,1,4,14,26,33,24,6,150,12,12,150,2,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,169.444,2,7,12,3,2,0,36,203,"Z","Y","D","E","A","N","S",1,1,258,20
"26",2,1,0,149," 21F",21,34,0,0,21,41,44,20,0,-9,138,12,NA,138,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,41,0,NA,2,1247.861,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","F","E","9","N","9",1,1,273,20
"27",1,2,0,159," 22B",22,83,1,8,20,30,36,33,0,34,154,1,3,154,2,3,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,30,90,2,55.841,0,20,17,7,3,0,-134,199,"Z","Z","B","E","E","W","W",1,1,333,20
"28",1,4,0,170," 22B",22,165,1,0,0,5,20,58,55,82,202,10,0,998,4,2,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,300,998,2,55.841,NA,NA,NA,NA,NA,NA,NA,NA,"F","D","B","E","A","W","O",1,2,343,20
"29",5,2,0,153," 23D",23,14,1,28,12,7,0,0,0,-64,141,12,12,141,4,9,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,58.759,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","D","E","A","E","S",1,1,274,20
"30",1,NA,0,143," 24F",24,115,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,2,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,2,432.729,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",1,1,260,20
"31",1,NA,0,156," 25D",25,35,0,33,74,44,24,6,0,-7,141,12,NA,141,4,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,2,55.549,NA,NA,NA,NA,NA,NA,NA,NA,"C","","D","E","","N","",1,1,276,20
"32",2,1,0,NA," 26F",26,250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,2,NA,NA,NA,0,0,1,NA,"R","U",NA,NA,NA,NA,1,NA,1,NA,NA,31,56,998,998,2,309.286,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","F","A","9","O","9",1,1,282,20
"33",1,NA,0,153," 27H",27,128,0,7,7,7,7,6,6,0,142,10,NA,142,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,56,NA,300,NA,2,847.616,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,262,20
"34",1,NA,0,167," 28E",28,141,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,181,NA,NA,NA,NA,0,0,1,1,"F","",NA,NA,NA,NA,1,1,1,1,NA,2,NA,0,NA,2,76.975,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",0,1,338,20
"35",1,NA,0,149," 28E",28,78,0,46,40,30,18,4,0,-25,151,6,NA,151,5,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,76.975,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,2,262,20
"36",1,NA,0,157," 29G",29,85,0,4,4,4,3,0,0,-12,158,9,NA,158,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,280,NA,2,321.219,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",0,1,278,20
"37",1,NA,0,151," 29G",29,11,0,0,0,5,6,4,0,127,225,12,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,321.219,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",1,2,269,20
"38",1,NA,0,148," 30G",30,134,0,10,18,16,16,16,9,0,144,12,NA,144,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,321.219,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,2,267,20
"39",2,NA,0,158," 30G",30,120,0,1,1,1,1,1,1,0,160,6,NA,160,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,321.219,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","L","","W","",0,3,279,20
"40",1,NA,0,152," 32K",32,142,0,36,35,34,29,20,8,0,142,81,NA,142,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,2,27.983,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,270,20
"41",1,2,0,155," 32K",32,220,0,0,23,55,28,8,0,-17,336,10,9,998,4,2,2,NA,0,0,2,NA,"L","L",5,NA,2,NA,1,NA,1,NA,NA,1,60,300,280,2,27.983,1,1,1,3,NA,NA,192,37,"P","F","K","E","L","W","E",1,2,280,20
"42",3,1,0,157," 33D",33,250,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,3,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,63,998,0,2,142.39,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","D","D","W","O","N",1,1,281,20
"43",2,1,0,168," 35C",35,123,0,1,7,4,2,1,1,-25,168,12,12,168,1,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,60,68,0,0,2,54.341,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","C","E","W","W","U",1,1,295,20
"44",1,NA,0,150," 36H",36,136,0,2,3,7,14,12,0,110,215,1,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,20,NA,2,1522.636,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","A","","S","",1,1,262,20
"45",3,2,0,151," 37C",37,250,1,NA,NA,NA,NA,NA,NA,NA,NA,0,7,998,3,2,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,56,998,210,2,25.644,9,5,1,2,2,0,-29,461,"Y","D","C","D","E","O","S",1,1,269,20
"46",1,2,0,150," 38D",38,103,0,4,0,0,0,0,5,0,136,1,3,136,1,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,56,56,40,100,2,38.801,0,17,12,5,1,0,-111,117,"D","Z","D","E","E","W","W",1,1,251,20
"47",1,NA,0,160," 39G",39,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,611.481,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,305,20
"48",1,2,0,150," 41E",41,52,0,1,4,16,25,35,43,49,150,6,12,150,6,2,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,180,10,2,335.945,20,2,13,17,5,14,4,150,"R","D","E","E","E","W","W",1,1,270,20
"49",1,NA,0,170," 41E",41,55,0,12,5,1,0,0,0,-68,190,12,NA,190,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,335.945,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",1,2,353,20
"50",2,NA,0,155," 41E",41,50,0,8,7,6,5,3,3,-54,160,12,NA,160,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,335.945,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",1,3,276,20
"51",2,1,0,146," 42H",42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,3,NA,0,0,NA,NA,"9","9",4,NA,NA,NA,1,NA,NA,NA,NA,61,50,NA,NA,2,1795.423,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",NA,1,265,20
"52",1,NA,0,146," 44G",44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,152,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,2,299.464,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,282,20
"53",3,2,0,148," 45H",45,63,1,52,63,63,26,1,0,-48,170,12,12,170,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,383.521,52,63,63,26,1,0,72,170,"Y","R","H","E","E","W","N",1,1,275,20
"54",1,NA,0,162," 46E",46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,2,NA,0,0,NA,NA,"9","",5,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,38.001,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",0,2,299,20
"55",1,2,0,159," 47F",47,119,0,15,22,31,42,50,59,14,148,6,12,148,4,1,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,44,190,0,2,74.107,0,0,0,0,1,3,64,148,"D","R","F","E","L","W","E",1,1,289,20
"56",2,1,0,156," 48G",48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,56,56,NA,0,2,158.581,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","G","E","E","W","S",1,1,281,20
"57",1,NA,0,162," 49B",49,103,0,0,8,22,28,35,49,20,152,12,NA,152,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,30.76,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,1,285,20
"58",1,NA,0,159," 49B",49,136,0,0,7,25,28,27,26,11,153,12,NA,153,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,30.76,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,2,307,20
"59",1,NA,0,148," 50D",50,59,0,6,4,3,3,0,0,-45,150,12,NA,150,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,75.84,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",0,1,262,20
"60",3,1,0,157," 51D",51,250,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,998,3,1,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,58,998,280,2,75.84,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","D","D","E","O","W",1,1,294,20
"61",3,2,0,158," 52E",52,250,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,2,106.93,13,6,8,9,8,11,19,170,"D","D","E","D","E","O","W",1,1,287,20
"62",2,4,0,156," 53F",53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,12,160,NA,1,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,4,1,180,0,2,208.526,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","F","E","L","W","W",0,2,267,20
"63",3,NA,0,170," 53F",53,250,0,3,4,12,19,25,20,-37,526,12,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,5,NA,350,NA,2,208.526,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","A","","W","",1,3,342,20
"64",1,NA,0,152," 54H",54,64,0,13,6,5,3,1,1,-37,140,12,NA,140,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,571.478,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,1,270,20
"65",1,NA,1,172," 54H",54,199,0,0,4,2,6,2,0,83,209,12,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,571.478,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,2,358,20
"66",1,NA,0,157," 55J",55,51,0,36,11,5,0,0,0,-66,184,12,NA,184,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,54.341,NA,NA,NA,NA,NA,NA,NA,NA,"L","","J","E","","W","",1,1,320,20
"67",1,NA,0,154," 57H",57,37,0,0,2,1,1,2,0,57,160,12,NA,160,9,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,56,NA,0,NA,2,3109.883,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",NA,1,262,20
"68",1,4,0,159," 58K",58,57,0,36,17,6,3,0,0,-56,153,12,12,153,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,44,0,0,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","K","E","E","W","E",1,1,305,20
"69",3,2,0,149," 58K",58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,6,4,NA,NA,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,3,31,998,998,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y","K","D","D","W","O",1,2,259,20
"70",3,NA,0,155," 58K",58,87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,163,6,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,998,NA,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","A","","W","",1,3,289,20
"71",2,1,0,148," 59E",59,103,0,8,3,3,3,2,7,-17,137,12,12,137,1,6,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,44,68,0,0,2,87.479,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","E","E","G","W","S",1,1,261,20
"72",1,NA,0,150," 60H",60,168,0,0,1,6,4,3,0,84,168,12,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,64,NA,10,NA,2,467.522,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","S","",1,1,251,20
"73",1,NA,0,149," 61E",61,133,0,38,26,29,21,9,9,0,164,1,NA,164,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,2,113.468,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,269,20
"74",1,2,0,172," 61E",61,194,1,0,1,20,35,7,0,7,441,10,0,998,3,2,NA,NA,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,310,998,2,113.468,NA,NA,NA,NA,NA,NA,NA,NA,"Z","Y","E","E","A","W","O",1,2,355,20
"75",2,1,0,151," 62F",62,38,0,11,9,15,16,13,17,73,160,12,12,160,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,88,0,0,2,221.276,NA,NA,NA,NA,NA,NA,NA,NA,"R","9","F","E","9","E","9",1,1,272,20
"76",1,2,0,142," 63H",63,58,0,37,18,25,14,8,6,-39,156,12,12,156,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,56,350,350,2,606.419,NA,NA,NA,NA,NA,NA,NA,NA,"Y","L","H","E","E","W","W",1,1,275,20
"77",1,NA,0,148," 63H",63,250,0,0,22,18,9,15,3,-63,343,11,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,606.419,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","S","",1,2,284,20
"78",2,NA,0,157," 64A",64,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,3,NA,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,350,NA,2,40.425,NA,NA,NA,NA,NA,NA,NA,NA,"L","","A","E","","E","",1,3,287,20
"79",1,NA,0,148," 65C",65,51,0,0,0,0,3,4,5,45,139,1,NA,139,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,2,77.032,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",1,1,261,20
"80",1,NA,0,147," 65C",65,116,0,0,7,20,21,11,2,-14,154,12,NA,154,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,77.032,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",1,2,253,20
"81",2,1,0,146," 66K",66,26,0,36,10,5,1,0,0,-63,146,12,12,146,9,6,4,NA,0,0,2,NA,"F","F",5,NA,2,NA,1,NA,1,NA,NA,3,2,0,0,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"L","L","K","E","G","E","S",1,1,290,20
"82",1,NA,0,147," 66K",66,8,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,156,6,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","G","","S","",0,2,269,20
"83",3,NA,0,147," 66K",66,37,0,0,0,0,0,1,1,48,133,12,NA,133,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,79,NA,0,NA,2,50.8,NA,NA,NA,NA,NA,NA,NA,NA,"R","","K","L","","E","",0,4,267,20
"84",1,2,0,155," 67E",67,247,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,1,NA,NA,NA,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,50,998,NA,2,126.241,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","E","D","9","O","9",1,1,271,20
"85",1,2,0,147," 68F",68,30,0,0,2,10,14,14,16,67,152,1,12,152,1,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,40,0,2,246.184,NA,NA,NA,NA,NA,NA,NA,NA,"R","9","F","E","9","E","9",1,1,262,20
"86",1,NA,0,158," 68F",68,60,0,31,20,10,5,3,1,-45,150,12,NA,150,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,246.184,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,2,276,20
