"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"34",3,2,0,155," 29C",29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,350,2,56.509,0,5,14,9,0,0,0,146,"Y","D","C","D","E","O","W",1,1,280,22
"35",1,NA,0,150," 31K",31,250,0,0,9,18,22,17,0,40,334,12,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,350,NA,2,82.579,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","A","","S","",1,1,271,22
"36",1,NA,0,148," 33K",33,41,0,0,0,0,1,14,14,60,162,12,NA,162,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,45.291,NA,NA,NA,NA,NA,NA,NA,NA,"R","","K","E","","W","",1,1,237,22
"37",3,2,0,152," 34E",34,88,1,2,15,20,4,1,0,-112,240,3,12,998,2,3,NA,NA,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,63,80,0,2,50.985,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","E","A","W","W","N",1,1,285,22
"38",1,NA,0,147," 35F",35,123,0,0,8,19,7,0,0,4,153,12,NA,153,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,138.985,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,283,22
"39",2,1,0,175," 35F",35,94,0,3,8,12,10,8,8,-3,178,12,6,178,1,1,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,2,NA,1,NA,NA,3,1,0,180,2,138.985,0,6,7,7,7,7,1,178,"D","D","F","E","E","W","W",0,2,357,22
"40",2,NA,1,170," 35F",35,160,0,3,1,0,0,0,2,-11,178,6,NA,178,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,138.985,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,3,394,22
"41",1,NA,0,168," 36H",36,94,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,156,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,348.65,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","L","","W","",0,2,282,22
"42",1,2,0,151," 37D",37,48,0,19,0,5,2,3,2,-33,166,12,5,166,3,1,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,2,46,350,140,2,24.948,0,0,0,1,1,12,64,156,"L","R","D","E","E","W","E",1,1,269,22
"43",1,NA,0,154," 37D",37,60,0,37,42,34,16,5,0,-42,166,1,NA,166,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,2,24.948,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,2,283,22
"44",1,NA,0,146," 38F",38,45,0,0,0,0,10,17,44,45,146,12,NA,146,4,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,53,NA,0,NA,2,182.155,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","W","",1,1,265,22
"45",1,3,0,148," 39F",39,250,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,151,9,2,NA,NA,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,10,998,2,182.155,NA,NA,NA,NA,NA,NA,NA,NA,"R","Y","F","A","D","S","O",1,1,262,22
"46",7,4,0,165," 40K",40,30,1,15,0,0,0,0,0,-65,170,12,11,170,3,2,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,59,68,350,340,2,49.524,NA,NA,NA,NA,NA,NA,NA,NA,"L","B","K","E","W","E","N",1,1,353,22
"47",1,2,0,156," 41F",41,97,0,NA,NA,NA,NA,NA,NA,NA,NA,12,6,185,7,2,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,0,180,2,120.405,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","F","A","E","W","S",1,2,294,22
"48",2,NA,0,148," 41F",41,69,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,120.405,NA,NA,NA,NA,NA,NA,NA,NA,"B","","F","E","","S","",0,3,276,22
"49",1,2,0,151," 42G",42,60,0,2,2,3,2,1,1,14,144,12,6,149,1,1,NA,NA,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,44,50,0,180,2,162.768,1,0,0,0,0,0,5,149,"Z","D","G","L","L","W","W",0,1,270,22
"50",2,1,0,155," 43H",43,20,1,6,4,4,4,5,5,-52,156,12,12,156,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,302.041,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","H","E","9","E","9",1,1,289,22
"51",2,1,0,153," 44K",44,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,57,998,0,2,45.291,0,3,3,3,4,0,0,134,"D","D","K","D","L","O","W",1,1,269,22
"52",1,2,0,148," 45K",45,40,0,0,6,15,28,38,59,31,142,12,0,142,7,2,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,44,10,998,2,45.291,NA,NA,NA,NA,NA,NA,NA,NA,"R","D","K","A","E","E","W",1,2,262,22
"53",1,NA,0,157," 46H",46,107,0,3,7,11,4,2,4,-117,119,12,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,1887.673,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,281,22
"54",1,NA,0,165," 46H",46,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,1887.673,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",1,2,287,22
"55",1,NA,0,155," 48E",48,152,0,15,23,20,17,19,30,0,152,12,NA,152,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,348.47,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,280,22
"56",1,NA,0,139," 48E",48,137,0,17,30,57,59,35,26,0,156,6,NA,156,2,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,348.47,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,312,22
"57",1,2,0,147," 49F",49,145,0,12,13,3,3,9,10,0,145,12,12,145,1,6,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,56,56,0,0,2,949.934,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","F","M","G","W","W",1,1,262,22
"58",2,1,0,148," 50D",50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,2,46.404,10,3,3,1,0,4,29,148,"Y","Z","D","D","L","O","W",1,1,262,22
"59",1,NA,0,145," 51D",51,142,0,32,38,49,47,41,35,0,142,1,NA,142,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,2,46.404,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,1,263,22
"60",1,2,0,152," 51D",51,122,1,59,44,37,28,10,3,-15,156,12,12,156,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,50,350,0,2,46.404,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","D","E","9","W","9",1,2,265,22
"61",1,2,0,160," 52D",52,24,1,9,1,1,1,1,1,-65,154,12,12,154,4,9,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,46,0,0,2,46.404,NA,NA,NA,NA,NA,NA,NA,NA,"L","L","D","E","E","E","S",1,1,291,22
"62",1,4,0,154," 52D",52,250,1,0,7,15,14,12,0,29,445,12,12,998,2,3,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,46,350,0,2,46.404,2,2,2,2,2,3,75,156,"D","R","D","A","E","S","S",1,2,272,22
"63",1,NA,0,145," 53F",53,153,0,3,17,18,12,3,1,56,158,3,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,80,NA,2,464.503,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,264,22
"64",1,NA,0,142," 53F",53,137,0,8,13,19,24,30,40,0,142,12,NA,142,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,464.503,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,243,22
"65",1,NA,0,145," 54K",54,74,0,46,27,18,10,0,0,-40,154,12,NA,154,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,45.291,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,1,248,22
"66",1,NA,0,162," 54K",54,61,0,36,24,12,5,2,0,-38,152,12,NA,152,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,45.291,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,2,288,22
"67",1,NA,0,146," 55K",55,41,0,25,3,3,4,3,2,-50,141,12,NA,141,6,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,24.948,NA,NA,NA,NA,NA,NA,NA,NA,"L","","K","E","","E","",1,2,265,22
"68",1,NA,0,153," 56F",56,83,0,0,1,1,3,2,0,13,138,3,NA,998,1,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,80,NA,2,708.043,NA,NA,NA,NA,NA,NA,NA,NA,"P","","F","M","","W","",0,1,265,22
"69",1,NA,0,156," 57F",57,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,427.393,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",NA,2,289,22
"70",1,NA,0,148," 59F",59,126,0,17,44,42,36,30,23,-2,130,46,NA,130,5,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,190,NA,2,125.216,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,261,22
"71",1,2,0,149," 60F",60,123,1,0,3,5,5,3,0,0,126,12,12,126,1,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,60,50,0,350,2,125.216,NA,NA,NA,NA,NA,NA,NA,NA,"D","P","F","L","L","W","N",1,1,262,22
"72",4,1,0,152," 61G",61,110,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,142,1,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,61,46,998,0,2,169.272,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","G","L","9","W","9",1,1,269,22
"73",1,NA,0,144," 62H",62,36,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,140,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,314.111,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",NA,1,250,22
"74",1,NA,0,156," 62H",62,42,0,0,1,0,0,0,0,-59,162,6,NA,162,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,314.111,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","L","","W","",0,2,270,22
"75",4,1,0,154," 63K",63,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,NA,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,46,998,0,2,45.291,0,0,0,0,1,1,83,167,"Y","R","K","D","E","O","S",1,1,270,22
"76",1,2,0,148," 64D",64,116,0,0,10,19,26,24,12,142,116,10,8,998,2,2,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,310,250,2,26.512,0,0,9,2,1,0,-204,115,"F","B","D","E","E","W","W",1,1,272,22
"77",1,2,0,156," 64D",64,83,0,4,2,5,14,18,32,42,146,1,2,146,2,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,20,70,2,26.512,0,0,2,12,14,0,-169,94,"Z","Z","D","E","E","W","W",1,2,276,22
"78",3,1,0,162," 65G",65,17,1,0,8,19,24,28,0,22,164,12,12,164,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,53,50,0,0,2,358.756,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","G","E","E","N","9",1,1,275,22
"79",2,1,0,150," 66H",66,24,0,0,0,0,0,1,3,7,146,12,12,146,1,3,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,88,63,0,0,2,665.726,NA,NA,NA,NA,NA,NA,NA,NA,"C","R","H","E","W","N","N",1,1,266,22
"80",1,2,0,147," 67E",67,20,1,2,0,0,0,0,0,-65,150,12,1,150,6,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,41,41,0,30,2,70.199,0,0,7,6,0,0,38,200,"L","P","E","A","E","E","W",1,1,253,22
"81",3,4,0,152," 68F",68,147,1,1,12,23,34,33,29,0,147,12,0,147,2,2,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,46,31,0,998,2,191.362,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","F","E","A","W","O",1,1,270,22
"82",2,1,0,173," 69G",69,47,0,17,2,2,3,4,5,-74,194,12,12,194,1,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,44,76,0,0,2,258.691,NA,NA,NA,NA,NA,NA,NA,NA,"L","Z","G","E","E","W","W",1,1,306,22
"83",1,4,0,144," 70K",70,144,1,4,2,2,2,4,8,0,144,12,0,144,1,3,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,46,42,0,998,2,24.948,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","K","E","G","W","S",1,1,265,22
"84",2,1,0,149," 71D",71,61,0,0,2,11,20,29,53,46,150,12,NA,150,3,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,57,0,NA,2,26.236,NA,NA,NA,NA,NA,NA,NA,NA,"Z","9","D","E","9","W","9",1,1,266,22
"85",1,NA,0,149," 72F",72,55,0,3,3,3,1,0,0,-30,136,12,NA,136,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,262.619,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",0,1,262,22
