"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","VEHNO","WHEELBAS","VERSION"
"12",1,NA,0,147," 15F",15,36,0,2,4,6,8,35,47,161,96,82,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,198.647,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","E","",2,253,26
"13",1,NA,0,145," 16F",16,60,0,0,0,0,2,6,18,58,138,12,NA,138,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,198.647,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,264,26
"14",1,NA,0,154," 16F",16,32,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,150,6,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,170,NA,2,198.647,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","E","",2,278,26
"15",2,3,0,157," 17H",17,35,1,4,2,1,1,2,2,-68,152,70,9,152,NA,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,59,59,310,280,2,439.956,1,2,4,3,2,1,-170,57,"L","Z","H","E","E","E","W",1,274,26
"16",3,1,0,147," 18E",18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,350,2,85.141,1,0,0,0,0,5,0,144,"Z","D","E","H","E","O","W",1,246,26
"17",1,2,0,156," 21C",21,33,0,57,52,32,17,4,0,-35,142,12,4,142,3,2,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,350,110,2,25.676,3,5,5,10,7,6,-129,96,"L","Z","C","E","E","N","W",1,265,26
"18",1,NA,0,154," 22G",22,102,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,155,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,110,NA,2,673.489,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","S","",1,262,26
"19",1,NA,0,147," 22G",22,11,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,136,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,673.489,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","S","",2,261,26
"20",1,NA,0,149," 23H",23,37,0,0,4,9,15,22,21,49,158,12,NA,158,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,10,NA,2,1496.556,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","N","",1,267,26
"21",1,NA,0,155," 26G",26,84,0,0,0,0,0,6,4,39,162,1,NA,162,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,48,NA,30,NA,2,138.384,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",1,274,26
"22",1,NA,0,158," 27H",27,79,0,3,24,19,4,1,0,-178,110,2,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,70,NA,2,307.503,NA,NA,NA,NA,NA,NA,NA,NA,"B","","H","E","","W","",1,277,26
"23",1,NA,0,155," 27H",27,50,0,0,0,0,0,0,13,58,166,12,NA,166,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,1,NA,10,NA,2,307.503,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","W","",2,289,26
"24",1,NA,0,149," 29E",29,56,0,6,10,14,20,27,39,52,160,21,NA,160,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,40,NA,2,34.244,NA,NA,NA,NA,NA,NA,NA,NA,"R","","E","E","","W","",1,250,26
"25",1,NA,0,146," 29E",29,178,0,13,12,22,18,1,0,-151,250,2,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,2,34.244,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",2,248,26
"26",1,NA,0,148," 30F",30,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,0,0,0,NA,NA,"B","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,210,NA,2,146.747,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","W","",1,255,26
"27",1,2,0,167," 30F",30,250,0,0,0,1,4,1,0,15,178,11,1,998,1,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,50,340,30,2,146.747,NA,NA,NA,NA,NA,NA,NA,NA,"D","C","F","E","L","W","N",2,365,26
"28",1,2,0,154," 32C",32,97,1,37,48,61,72,70,69,33,152,6,1,166,6,2,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,180,30,2,46.611,30,25,16,10,5,0,-4,166,"Z","D","C","E","E","W","W",2,272,26
"29",2,5,0,165," 32C",32,250,1,15,5,13,17,4,2,-59,399,11,0,998,2,2,NA,NA,NA,0,0,0,1,NA,"L","T",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,340,998,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","C","E","D","W","O",3,284,26
"30",4,NA,0,150," 32C",32,37,0,2,1,1,0,0,0,-56,144,12,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"L","","C","E","","E","",4,251,26
"31",1,NA,0,150," 33C",33,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"9","","C","E","","9","",2,270,26
"32",4,2,0,156," 35F",35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,3,NA,NA,NA,0,0,0,NA,NA,"R","L",NA,NA,NA,NA,1,NA,NA,NA,NA,42,68,998,998,2,875.69,NA,NA,NA,NA,NA,NA,NA,NA,"Z","Z","F","A","A","W","W",1,272,26
"33",4,3,0,146," 37K",37,33,1,0,0,0,8,8,41,66,136,1,12,136,2,9,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,43,40,350,2,65.395,NA,NA,NA,NA,NA,NA,NA,NA,"R","L","K","E","E","N","E",1,250,26
"34",1,NA,0,146," 40D",40,250,0,0,5,9,11,9,2,7,340,9,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,260,NA,2,56.023,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,255,26
"35",1,NA,0,156," 40D",40,53,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,163,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,56.023,NA,NA,NA,NA,NA,NA,NA,NA,"R","","D","E","","W","",2,289,26
"36",1,NA,0,146," 41D",41,84,0,10,19,32,37,41,38,26,146,12,NA,146,8,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,56.023,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","A","","A","",2,255,26
"37",1,NA,0,168," 42F",42,176,0,38,34,33,25,19,14,-5,182,1,NA,182,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,2,376.23,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",2,395,26
"38",1,NA,0,158," 43E",43,158,0,6,3,12,14,4,9,2,158,12,NA,158,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,63.372,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,278,26
"39",3,2,0,151," 43E",43,127,0,0,1,1,1,0,1,-21,157,12,6,157,1,1,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,4,2,0,180,2,63.372,3,2,1,1,1,2,-26,144,"D","D","E","E","E","W","W",3,276,26
"40",1,NA,0,158," 44F",44,69,0,4,1,0,0,6,11,48,160,1,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,2,271.573,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","L","","W","",1,287,26
"41",1,NA,0,147," 45H",45,114,0,0,2,2,10,7,5,22,156,12,NA,156,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,601.468,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,253,26
"42",1,NA,0,151," 45H",45,98,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,134,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,601.468,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",2,265,26
"43",2,1,0,154," 46D",46,181,1,2,53,51,51,15,0,-151,206,3,1,998,4,1,NA,NA,NA,0,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,48,100,40,2,79.41,0,0,0,1,4,8,-6,152,"Z","D","D","A","E","W","W",1,267,26
"44",4,3,0,142," 47D",47,26,1,2,3,8,25,38,21,145,101,4,3,998,3,2,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,51,51,110,100,2,79.41,16,27,21,15,8,5,-114,62,"F","B","D","E","A","N","W",1,240,26
"45",1,NA,0,158," 48D",48,142,0,23,42,NA,NA,NA,NA,44,156,71,NA,156,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,2,NA,330,NA,2,102.148,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,276,26
"46",1,NA,0,159," 49F",49,8,0,3,2,2,1,0,0,73,154,12,NA,154,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,385.925,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","L","","S","",1,305,26
"47",1,NA,0,162," 50H",50,28,0,2,2,2,1,5,16,75,180,6,NA,180,2,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,190,NA,2,854.731,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","L","","E","",1,298,26
"48",1,NA,0,156," 50H",50,18,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,140,6,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,854.731,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","A","","E","",2,276,26
"49",1,NA,0,144," 51E",51,128,0,2,4,2,15,11,1,132,185,10,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,2,21.805,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,248,26
"50",1,NA,1,173," 53C",53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,4,NA,1,0,1,4,NA,NA,"F","",NA,NA,NA,NA,17,NA,NA,NA,NA,2,NA,0,NA,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"9","","C","E","","W","",1,394,26
"51",1,NA,0,173," 53C",53,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",2,357,26
"52",1,2,0,148," 54F",54,58,0,0,8,21,35,14,2,113,100,2,3,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,61,70,90,2,2181.108,NA,NA,NA,NA,NA,NA,NA,NA,"F","B","F","E","W","W","W",1,250,26
"53",1,NA,0,146," 55F",55,143,0,3,2,0,0,0,0,3,150,10,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,300,NA,2,232.676,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","L","","W","",2,252,26
"54",1,NA,0,151," 56G",56,130,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,164,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,231.908,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,265,26
"55",2,1,0,155," 56G",56,116,0,0,6,11,10,6,0,-4,150,12,6,152,1,1,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,0,180,2,231.908,2,2,1,2,3,3,-15,152,"D","D","G","E","L","W","W",2,271,26
"56",3,4,0,156," 57C",57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,9,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,53,998,270,2,46.611,NA,NA,NA,NA,NA,NA,NA,NA,"D","P","C","A","A","O","9",1,262,26
"57",1,NA,0,151," 58E",58,49,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,164,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,486.072,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",1,260,26
"58",1,NA,0,162," 60F",60,146,0,8,6,4,0,0,0,0,146,12,NA,146,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,1161.163,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,303,26
"59",1,2,0,150," 61A",61,135,0,0,9,19,20,16,0,72,226,2,3,998,2,1,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,50,100,2,96.017,0,1,5,5,2,2,-174,93,"Y","B","A","E","E","W","W",1,270,26
"60",1,2,0,150," 61A",61,128,0,20,16,16,18,21,29,32,144,70,9,144,2,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,310,270,2,96.017,3,7,6,3,3,2,-30,88,"D","P","A","E","E","W","W",2,270,26
"61",1,NA,0,147," 62F",62,26,0,1,13,28,47,28,9,17,140,12,NA,140,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,2,1124.836,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","N","",1,267,26
"62",1,NA,0,148," 63E",63,160,0,1,6,10,17,11,6,-104,186,1,NA,998,2,NA,3,NA,1,0,0,0,2,NA,"R","",3,NA,1,NA,1,NA,1,NA,NA,2,NA,40,NA,2,133.831,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",1,255,26
"63",1,NA,0,149," 63E",63,141,0,6,9,14,22,25,18,11,166,11,NA,166,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,133.831,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",2,246,26
"64",3,1,0,144," 64K",64,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,68,998,0,2,30.86,16,19,20,23,9,0,11,132,"Y","Z","K","A","E","W","N",1,248,26
"65",1,NA,0,148," 65H",65,63,0,14,18,13,7,5,0,-49,148,70,NA,148,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,310,NA,2,4228.644,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,262,26
"66",1,NA,0,149," 65H",65,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,4228.644,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",2,252,26
"67",1,2,0,162," 66F",66,245,0,NA,NA,NA,NA,NA,NA,NA,NA,11,6,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","B",NA,NA,NA,NA,1,NA,1,NA,NA,51,57,340,180,2,208.264,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","F","A","L","W","W",1,303,26
"68",1,NA,0,148," 67H",67,103,0,1,1,0,0,0,0,-10,124,12,NA,124,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,350,NA,2,461.255,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,262,26
"69",1,NA,0,150," 68F",68,111,0,51,64,66,36,9,0,-24,160,12,NA,160,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,302.059,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,270,26
"70",1,NA,0,154," 68F",68,122,0,48,71,64,58,30,6,-16,154,12,NA,154,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,302.059,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",2,262,26
"71",1,NA,0,158," 69H",69,136,0,0,3,3,3,2,0,-16,168,11,NA,168,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,2,668.988,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,278,26
"72",3,1,0,146," 70C",70,174,0,0,28,39,35,16,0,-86,264,2,1,998,3,1,NA,NA,NA,0,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,70,20,2,33.243,13,12,12,6,1,0,-54,152,"Z","L","C","E","E","W","W",1,257,26
"73",3,NA,0,162," 70C",70,162,0,0,5,5,5,8,11,13,162,11,NA,162,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,33.243,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",3,278,26
"74",1,2,0,163," 71D",71,11,0,6,0,0,0,0,0,-66,150,12,0,150,3,1,NA,NA,NA,0,0,0,1,NA,"F","U",NA,NA,NA,NA,1,NA,1,NA,NA,49,61,350,998,2,279.688,NA,NA,NA,NA,NA,NA,NA,NA,"L","B","D","E","R","E","U",1,287,26
"75",1,NA,0,165," 72K",72,143,0,0,0,3,3,0,0,11,166,1,NA,166,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,40,NA,2,102.148,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,282,26
"76",1,3,0,146," 72K",72,128,1,0,15,28,30,14,0,20,156,10,12,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,300,10,2,102.148,6,7,2,1,2,1,-47,148,"P","Y","K","A","E","W","W",2,264,26
"77",3,NA,0,154," 72K",72,43,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,310,NA,2,102.148,NA,NA,NA,NA,NA,NA,NA,NA,"F","","K","M","","W","",3,278,26
"78",3,4,0,167," 74B",74,130,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,174,NA,4,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,59,31,350,998,2,45.312,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","B","E","D","W","O",1,338,26
"79",5,NA,0,170," 74B",74,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,998,NA,2,45.312,NA,NA,NA,NA,NA,NA,NA,NA,"B","","B","L","","9","",2,310,26
"80",1,NA,0,147," 75H",75,122,0,1,2,4,3,2,0,93,213,2,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,60,NA,2,992.875,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,262,26
"81",1,NA,0,NA," 75H",75,111,0,3,3,5,8,5,4,16,146,11,NA,146,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,992.875,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",2,269,26
"82",1,NA,0,159," 76F",76,250,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,2,461.965,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,293,26
