"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","VEHNO","WHEELBAS","VERSION"
"16",1,NA,0,160," 11E",11,130,0,0,6,27,33,28,7,8,152,1,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,2,76.097,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",2,280,27
"17",1,NA,0,158," 12E",12,83,0,5,3,9,2,2,2,-24,142,12,NA,142,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,151.213,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,276,27
"18",1,NA,0,157," 12E",12,90,0,5,6,9,9,9,14,41,168,6,NA,168,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,151.213,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",2,320,27
"19",1,NA,0,158," 13E",13,111,0,9,7,8,9,7,9,-4,148,6,NA,148,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,175.104,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,270,27
"20",1,NA,0,174," 13E",13,96,0,0,0,NA,NA,NA,NA,-3,190,12,NA,190,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,0,NA,2,175.104,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",2,348,27
"21",1,NA,0,149," 14K",14,120,0,17,7,4,2,0,0,-11,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,68.645,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","L","","W","",1,283,27
"22",1,NA,0,156," 14K",14,113,0,0,9,16,16,14,0,19,144,12,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,68.645,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",2,276,27
"23",1,2,0,151," 15E",15,45,0,10,3,7,7,3,1,-51,160,12,12,160,1,5,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,48,350,10,2,40.236,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","E","E","M","W","E",1,270,27
"24",1,NA,0,151," 15E",15,100,0,1,14,18,21,22,12,37,100,2,NA,100,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,1,NA,60,NA,2,40.236,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",2,253,27
"25",2,1,0,149," 16D",16,80,0,11,25,30,24,8,0,-163,124,0,0,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,61,998,998,2,209.927,NA,NA,NA,NA,NA,NA,NA,NA,"B","D","D","E","E","W","W",1,240,27
"26",2,1,0,153," 17K",17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3,998,4,1,NA,NA,NA,0,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,50,998,80,2,38.02,NA,NA,NA,NA,NA,NA,NA,NA,"Y","F","K","Z","E","O","N",1,320,27
"27",1,NA,0,155," 18C",18,141,0,0,1,5,5,1,0,10,164,12,NA,164,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,31.971,NA,NA,NA,NA,NA,NA,NA,NA,"D","","C","E","","W","",2,273,27
"28",1,2,0,151," 19H",19,197,0,0,0,3,3,3,4,121,180,12,12,998,1,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,57,350,0,2,354.899,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","H","E","E","W","W",1,262,27
"29",1,NA,0,160," 19H",19,250,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,354.899,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",2,331,27
"30",3,1,0,NA," 20K",20,237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,NA,NA,NA,0,0,0,NA,NA,"F","F",NA,NA,NA,NA,1,NA,NA,NA,NA,51,68,NA,0,2,42.269,NA,NA,NA,NA,NA,NA,NA,NA,"9","L","K","9","W","9","E",1,NA,27
"31",1,2,0,153," 21C",21,122,0,0,0,16,25,26,9,25,164,1,12,164,2,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,20,10,2,68.189,NA,NA,NA,NA,NA,NA,NA,NA,"D","P","C","E","M","W","S",1,263,27
"32",1,2,0,157," 21C",21,122,0,0,12,20,13,4,0,60,203,8,6,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,250,180,2,68.189,NA,NA,NA,NA,NA,NA,NA,NA,"P","B","C","E","E","W","S",2,320,27
"33",3,2,0,155," 22H",22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","R",NA,NA,NA,NA,1,NA,NA,NA,NA,42,31,998,998,2,400.562,NA,NA,NA,NA,NA,NA,NA,NA,"Z","D","H","9","E","9","O",1,272,27
"34",2,1,0,153," 23E",23,30,0,3,0,0,0,0,0,-57,144,12,12,144,6,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,10,350,2,163.46,0,0,0,0,1,1,-125,126,"L","B","E","E","E","E","W",1,262,27
"35",2,NA,0,153," 23E",23,246,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,163.46,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",3,262,27
"36",1,NA,0,151," 24H",24,70,0,2,5,9,6,1,0,-27,160,12,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,2,495.438,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,272,27
"37",3,1,0,159," 25J",25,59,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,152,1,6,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,48,63,0,10,2,99.234,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","J","E","E","W","E",1,277,27
"38",4,6,0,163," 26C",26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,2,NA,NA,NA,0,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,50,998,998,2,166.556,5,12,9,9,3,3,-160,102,"D","B","C","Y","M","O","W",1,297,27
"39",1,2,0,150," 27B",27,148,0,73,63,58,48,43,8,0,148,12,12,148,3,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,0,10,2,77.79,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","B","E","9","W","9",1,272,27
"40",1,NA,0,150," 27B",27,128,0,23,39,38,42,42,40,-4,152,5,NA,152,3,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,160,NA,2,77.79,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",2,258,27
"41",2,NA,0,160," 27B",27,96,0,0,0,20,31,25,12,172,121,11,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,2,77.79,NA,NA,NA,NA,NA,NA,NA,NA,"F","","B","E","","W","",3,280,27
"42",2,1,0,151," 28B",28,39,0,35,17,16,7,0,0,-64,172,11,12,172,4,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,50,340,0,2,22.261,NA,NA,NA,NA,NA,NA,NA,NA,"L","L","B","E","E","E","E",1,270,27
"43",1,2,0,151," 30E",30,140,0,0,2,15,18,0,0,-5,152,6,12,152,2,1,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,180,0,2,113.441,0,4,10,11,4,0,1,146,"D","D","E","E","M","W","W",2,264,27
"44",2,NA,0,164," 30E",30,134,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,152,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,113.441,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","L","","W","",3,270,27
"45",2,1,0,148," 31K",31,44,1,39,58,54,32,13,0,-38,144,12,0,144,4,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,61,10,998,2,69.287,NA,NA,NA,NA,NA,NA,NA,NA,"Y","R","K","E","L","W","W",1,254,27
"46",1,2,0,153," 32F",32,125,0,7,7,7,7,8,8,3,156,12,12,156,1,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,44,41,0,0,2,913.276,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","F","L","E","W","E",1,269,27
"47",1,NA,0,153," 33K",33,185,0,5,9,12,17,25,51,99,189,1,NA,998,4,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,2,27.053,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","A","","W","",1,265,27
"48",1,NA,1,NA," 33K",33,169,0,28,22,32,33,12,10,0,180,11,NA,180,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,1,NA,330,NA,2,27.053,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",2,353,27
"49",1,NA,0,153," 34F",34,81,0,0,0,5,12,16,24,177,132,1,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,40,NA,2,885.334,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",2,266,27
"50",3,2,0,156," 35E",35,40,1,1,2,0,0,0,0,78,160,12,12,160,6,3,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,0,2,303.533,5,8,10,10,11,10,-7,102,"R","D","E","E","A","E","W",1,274,27
"51",1,NA,0,175," 36E",36,80,0,0,0,4,10,5,20,216,130,10,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,17,NA,1,NA,NA,2,NA,300,NA,2,127.499,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,371,27
"52",1,NA,0,145," 36E",36,116,0,26,33,44,45,47,49,8,132,1,NA,132,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,2,127.499,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",2,264,27
"53",1,NA,0,154," 37E",37,141,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,160,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1449.791,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,269,27
"54",1,NA,0,157," 37E",37,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,1449.791,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",2,272,27
"55",1,4,0,145," 38B",38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,2,NA,NA,NA,0,0,0,NA,NA,"F","T",NA,NA,NA,NA,1,NA,NA,NA,NA,2,31,10,998,2,39.939,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","B","E","D","W","O",1,263,27
"56",1,2,0,153," 38B",38,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,9,998,4,3,NA,NA,NA,0,0,0,NA,NA,"L","L",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,280,270,2,39.939,NA,NA,NA,NA,NA,NA,NA,NA,"F","B","B","E","M","W","W",2,265,27
"57",1,NA,0,155," 40H",40,138,0,2,0,0,0,0,0,-7,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1091.904,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,272,27
"58",1,NA,0,168," 40H",40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,170,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,1091.904,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",2,303,27
"59",1,NA,0,NA," 41K",41,130,0,37,40,43,39,34,6,-10,145,12,NA,145,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,63.063,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,243,27
"60",1,NA,0,148," 41K",41,78,0,67,37,35,19,3,0,-24,162,11,NA,162,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,320,NA,2,63.063,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",2,320,27
"61",1,NA,0,151," 42H",42,125,0,0,13,19,15,10,3,10,140,12,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1350.507,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,253,27
"62",2,1,0,147," 42H",42,108,0,NA,NA,NA,NA,NA,NA,NA,NA,12,6,144,1,1,NA,NA,NA,0,0,0,1,NA,"F","B",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,0,180,2,1350.507,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","H","E","L","W","W",2,261,27
"63",2,NA,0,171," 42H",42,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,1350.507,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",3,302,27
"64",1,NA,0,152," 43F",43,65,0,56,53,48,32,13,0,-24,150,11,NA,150,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,2,1195.642,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,259,27
"65",1,NA,1,171," 43F",43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,2,1195.642,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",2,338,27
"66",1,NA,0,151," 45D",45,30,0,12,30,22,15,6,0,-30,150,12,NA,150,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,41,NA,0,NA,2,139.587,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","N","",1,264,27
"67",1,2,0,147," 46F",46,62,0,1,11,12,12,17,10,165,59,3,10,998,3,1,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,63,100,310,2,1164.105,NA,NA,NA,NA,NA,NA,NA,NA,"F","F","F","E","W","W","N",2,253,27
"68",3,2,0,151," 47F",47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,68,998,0,2,758.531,0,2,9,5,2,0,47,150,"Y","R","F","D","L","O","W",1,264,27
"69",1,NA,0,141," 48E",48,110,0,13,11,14,17,14,15,5,140,12,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,170.074,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,238,27
"70",1,NA,0,167,"  1F",1,57,0,0,0,0,5,16,26,49,174,12,NA,174,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,1,NA,0,NA,3,190.938,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",2,295,27
"71",1,NA,0,158,"  2E",2,112,0,0,8,17,13,4,7,150,112,3,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,80,NA,3,27.412,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,278,27
"72",1,NA,0,159,"  2E",2,65,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,154,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,3,27.412,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",2,278,27
"73",1,NA,0,153,"  3F",3,35,0,7,46,32,12,0,0,-42,158,12,NA,158,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,3,74.327,NA,NA,NA,NA,NA,NA,NA,NA,"L","","F","E","","N","",1,266,27
"74",1,NA,0,155,"  4H",4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,250.422,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",2,280,27
"75",1,2,0,153,"  5D",5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","T",NA,NA,NA,NA,1,NA,1,NA,NA,1,31,80,998,3,11.792,NA,NA,NA,NA,NA,NA,NA,NA,"P","Y","D","E","D","W","O",2,269,27
"76",1,NA,0,163,"  6F",6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,3,119.155,NA,NA,NA,NA,NA,NA,NA,NA,"P","","F","E","","W","",1,292,27
"77",1,NA,0,164,"  6F",6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,119.155,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",2,286,27
"78",1,NA,0,153,"  7G",7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,3,92.21,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,270,27
"79",1,2,0,158,"  8E",8,153,0,3,14,20,14,0,0,-166,153,3,8,998,2,2,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,80,250,3,22.936,7,15,15,4,3,0,-215,121,"Z","B","E","E","E","W","W",2,285,27
"80",1,NA,0,158,"  9F",9,15,0,0,0,0,0,0,5,53,170,11,NA,170,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,17,NA,1,NA,NA,1,NA,340,NA,3,62.191,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","E","",2,274,27
"81",1,NA,0,163," 10G",10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,3,48.128,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,278,27
