"","AAIS","AAIS08","AINJSER","AINJSER8","AINJURED","AINJURD8","ALCINV","ATREAT","CASEID","CASENO","DAYWEEK","DRGINV","EVENTS","MANCOLL","MONTH","PSU","PSUSTRAT","RATWGT","STRATIF","TIME","VEHFORMS","YEAR","VERSION","ADMINSS"
"1",NA,NA,NA,NA,NA,NA,2,NA,"  1K",1,7,2,2,2,1,2,3,36.627,"K",1513,2,2015,28,0
"2",NA,NA,NA,NA,NA,NA,1,NA,"  2D",2,6,2,1,0,1,2,3,69.792,"D",2141,1,2015,28,0
"3",1,1,0,0,1,1,2,4,"  3E",3,3,2,1,1,1,2,3,375.482,"E",1355,2,2015,28,0
"4",2,2,0,0,1,1,2,4,"  4F",4,1,2,1,6,1,2,3,2374.467,"F",1244,2,2015,28,0
"5",NA,NA,NA,NA,NA,NA,2,NA,"  5H",5,3,2,2,1,2,2,3,2403.604,"H",1637,3,2015,28,0
"6",NA,NA,NA,NA,NA,NA,2,NA,"  6H",6,1,2,1,0,2,2,3,660.662,"H",216,1,2015,28,0
"7",1,1,0,0,1,1,2,0,"  7H",7,3,2,1,1,2,2,3,6747.934,"H",1612,2,2015,28,0
"8",NA,NA,NA,NA,NA,NA,2,NA,"  8H",8,2,2,4,0,1,2,3,3670.775,"H",1134,1,2015,28,0
"9",NA,NA,NA,NA,NA,NA,2,NA,"  9F",9,1,2,1,0,3,2,3,325.783,"F",941,1,2015,28,0
"10",2,2,0,0,1,1,NA,4," 10E",10,5,NA,1,5,3,2,3,92.289,"E",802,2,2015,28,0
"11",1,1,0,0,1,1,2,3," 11E",11,4,2,2,0,2,2,3,180.91,"E",1535,1,2015,28,0
"12",0,0,0,0,0,0,2,0," 12G",12,7,2,2,0,3,2,3,368.666,"G",2333,1,2015,28,0
"13",3,3,1,1,3,3,2,3," 13J",13,2,2,1,4,3,2,3,31.99,"J",1438,2,2015,28,0
"14",1,1,0,0,1,1,2,4," 14E",14,6,2,1,0,3,2,3,1945.519,"E",1708,1,2015,28,0
"15",1,1,0,0,1,1,2,4," 15E",15,3,2,2,1,4,2,3,102.882,"E",1603,2,2015,28,0
"16",1,1,0,0,2,2,2,4," 16D",16,3,2,4,6,4,2,3,150.278,"D",1324,2,2015,28,0
"17",1,1,0,0,1,1,2,4," 17C",17,1,2,2,0,4,2,3,131.824,"C",2123,1,2015,28,0
"18",1,1,0,0,1,1,2,4," 18F",18,6,NA,2,0,5,2,3,576.517,"F",1222,1,2015,28,0
"19",NA,NA,NA,NA,NA,NA,2,NA," 19H",19,2,2,1,1,5,2,3,1147.778,"H",1015,2,2015,28,0
"20",1,1,0,0,1,1,2,4," 20E",20,7,2,1,4,5,2,3,84.615,"E",1313,2,2015,28,0
"21",0,0,0,0,0,0,1,0," 21G",21,3,NA,4,0,6,2,3,943.843,"G",1710,2,2015,28,0
"22",NA,NA,NA,NA,NA,NA,2,NA," 22K",22,5,2,1,2,5,2,3,38.555,"K",136,2,2015,28,0
"23",0,0,0,0,0,0,2,0," 23H",23,7,2,3,0,6,2,3,1202.704,"H",2345,1,2015,28,0
"24",2,2,0,0,1,1,2,3," 24B",24,5,2,1,2,6,2,3,43.252,"B",905,2,2015,28,0
"25",NA,NA,NA,NA,NA,NA,2,NA," 25K",25,6,2,1,0,6,2,3,75.561,"K",610,1,2015,28,0
"26",1,1,0,0,2,2,2,4," 26C",26,2,2,1,6,6,2,3,37.69,"C",1700,2,2015,28,0
"27",1,1,0,0,2,2,2,4," 27E",27,4,2,1,0,7,2,3,678.215,"E",1446,1,2015,28,0
"28",NA,NA,NA,NA,NA,NA,2,NA," 28H",28,2,2,1,4,7,2,3,1226.944,"H",1725,2,2015,28,0
"29",0,0,0,0,0,0,2,0," 29F",29,2,2,4,6,5,2,3,1719.88,"F",1707,2,2015,28,0
"30",NA,NA,NA,NA,NA,NA,2,NA," 30H",30,5,2,3,0,7,2,3,988.415,"H",137,1,2015,28,0
"31",1,1,0,0,1,1,2,4," 31E",31,5,2,1,1,8,2,3,107.674,"E",1208,2,2015,28,0
"32",NA,NA,NA,NA,NA,NA,2,NA," 32K",32,4,2,5,0,8,2,3,67.113,"K",1855,1,2015,28,0
"33",3,3,2,2,2,2,2,3," 33K",33,4,2,3,4,8,2,3,37.345,"K",1302,2,2015,28,0
"34",1,1,0,0,4,4,2,3," 34J",34,5,2,4,4,8,2,3,55.625,"J",1657,2,2015,28,0
"35",NA,NA,NA,NA,NA,NA,2,NA," 35D",35,3,2,4,0,8,2,3,255.239,"D",1256,1,2015,28,0
"36",NA,NA,NA,NA,NA,NA,2,NA," 36F",36,2,2,2,4,8,2,3,1519.615,"F",753,2,2015,28,0
"37",NA,NA,NA,NA,NA,NA,2,NA," 37F",37,5,2,1,4,7,2,3,1229.896,"F",1350,2,2015,28,0
"38",0,0,0,0,0,0,2,0," 38G",38,7,2,1,4,9,2,3,311.608,"G",1207,2,2015,28,0
"39",0,0,0,0,0,0,2,0," 39G",39,4,2,1,0,9,2,3,1385.395,"G",750,1,2015,28,0
"40",NA,NA,NA,NA,NA,NA,2,NA," 40F",40,3,2,2,0,10,2,3,686.421,"F",1013,1,2015,28,0
"41",5,5,1,1,1,1,2,1," 41B",41,3,2,2,6,8,2,3,50.842,"B",731,3,2015,28,0
"42",1,1,0,0,2,2,2,4," 42D",42,2,2,2,4,10,2,3,208.175,"D",1605,3,2015,28,0
"43",NA,NA,NA,NA,NA,NA,1,NA," 43H",43,5,2,2,0,10,2,3,2058.058,"H",1824,1,2015,28,0
"44",NA,NA,NA,NA,NA,NA,2,NA," 44B",44,3,2,3,0,9,2,3,135.099,"B",610,1,2015,28,0
"45",NA,NA,NA,NA,NA,NA,2,NA," 45F",45,7,2,1,0,11,2,3,351.269,"F",1651,1,2015,28,0
"46",0,0,0,0,0,0,1,4," 46K",46,7,2,1,6,11,2,3,77.923,"K",520,2,2015,28,0
"47",NA,NA,0,0,0,0,2,4," 47E",47,6,2,2,0,11,2,3,143.403,"E",1609,1,2015,28,0
"48",0,0,0,0,0,0,2,0," 48H",48,5,2,2,0,12,2,3,1266.398,"H",2014,1,2015,28,0
"49",NA,NA,NA,NA,NA,NA,2,NA," 49F",49,6,2,4,1,12,2,3,214.67,"F",1100,4,2015,28,0
"50",NA,NA,NA,NA,NA,NA,2,NA," 50F",50,3,2,2,4,12,2,3,290.726,"F",1918,2,2015,28,0
"51",0,0,0,0,0,0,2,0," 51G",51,4,2,1,1,12,2,3,415.6,"G",1716,2,2015,28,0
"52",0,0,0,0,0,0,2,0," 52K",52,1,2,1,1,11,2,3,39.884,"K",1209,2,2015,28,0
"53",0,0,0,0,0,0,2,0," 53H",53,6,2,1,0,12,2,3,17001.865,"H",1044,1,2015,28,0
"54",0,0,0,0,0,0,NA,0,"  1G",1,5,NA,3,5,1,3,1,238.31,"G",2015,2,2015,28,0
"55",0,0,0,0,0,0,2,4,"  2E",2,3,2,1,4,1,3,1,26.46,"E",1205,2,2015,28,0
"56",0,0,0,0,0,0,2,0,"  3G",3,1,2,1,4,1,3,1,110.332,"G",115,2,2015,28,0
"57",0,0,0,0,0,0,1,0,"  4G",4,7,NA,2,0,1,3,1,110.332,"G",2217,1,2015,28,0
"58",2,2,0,0,1,1,NA,4,"  5C",5,1,2,1,1,1,3,1,25.398,"C",1524,2,2015,28,0
"59",NA,NA,NA,NA,NA,NA,2,NA,"  6F",6,4,2,1,NA,1,3,1,137.528,"F",2021,2,2015,28,0
"60",NA,NA,NA,NA,NA,NA,2,NA,"  7H",7,4,2,2,6,1,3,1,618.638,"H",930,3,2015,28,0
"61",1,1,0,0,2,2,2,3,"  8E",8,3,2,1,4,1,3,1,35.969,"E",2315,2,2015,28,0
"62",0,0,0,0,0,0,NA,3,"  9E",9,1,NA,1,0,1,3,1,35.969,"E",2148,2,2015,28,0
"63",NA,NA,NA,NA,NA,NA,2,NA," 10H",10,3,2,2,5,1,3,1,450.172,"H",1715,2,2015,28,0
"64",1,1,0,0,1,1,2,4," 11E",11,7,2,1,4,1,3,1,56.326,"E",1845,2,2015,28,0
"65",1,1,0,0,1,1,2,3," 12F",12,5,2,3,4,1,3,1,156.718,"F",1405,2,2015,28,0
"66",0,0,0,0,0,0,2,0," 13G",13,1,2,2,4,1,3,1,234.869,"G",2100,2,2015,28,0
"67",0,0,0,0,0,0,2,0," 14F",14,1,2,1,NA,2,3,1,108.211,"F",140,2,2015,28,0
"68",0,0,0,0,0,0,2,0," 15H",15,5,2,1,1,2,3,1,486.762,"H",930,2,2015,28,0
"69",NA,NA,NA,NA,NA,NA,NA,NA," 16F",16,1,NA,2,0,2,3,1,89.398,"F",700,3,2015,28,0
"70",NA,NA,NA,NA,NA,NA,NA,NA," 17F",17,1,NA,2,4,2,3,1,89.398,"F",1144,3,2015,28,0
"71",0,0,0,0,0,0,2,0," 18H",18,4,2,1,5,2,3,1,402.134,"H",916,2,2015,28,0
"72",7,9,0,0,1,1,2,4," 19C",19,4,2,3,4,2,3,1,24.422,"C",1315,2,2015,28,0
"73",0,0,0,0,0,0,2,4," 20E",20,2,2,1,5,2,3,1,61.45,"E",1030,2,2015,28,0
"74",0,0,0,0,0,0,2,0," 21F",21,5,2,2,4,2,3,1,170.976,"F",2132,3,2015,28,0
"75",0,0,0,0,0,0,NA,0," 22F",22,5,NA,2,0,2,3,1,93.14,"F",1900,3,2015,28,0
"76",0,0,0,0,0,0,2,0," 23G",23,7,2,2,0,2,3,1,139.586,"G",2008,1,2015,28,0
"77",NA,NA,0,0,0,0,2,NA," 24H",24,1,2,3,4,2,3,1,418.967,"H",2240,2,2015,28,0
"78",1,1,0,0,1,1,1,4," 25E",25,6,NA,2,0,2,3,1,25.009,"E",250,2,2015,28,0
"79",0,0,0,0,0,0,NA,4," 26F",26,7,NA,3,4,2,3,1,69.583,"F",1655,4,2015,28,0
"80",NA,NA,NA,NA,NA,NA,NA,NA," 27H",27,1,NA,1,0,3,3,1,313.003,"H",615,1,2015,28,0
"81",1,1,0,0,1,1,2,4," 28E",28,2,2,1,4,3,3,1,39.872,"E",1630,2,2015,28,0
"82",0,0,0,0,0,0,NA,0," 29G",29,6,NA,2,0,3,3,1,166.257,"G",823,3,2015,28,0
"83",0,0,0,0,0,0,2,0," 30H",30,6,2,1,5,3,3,1,499.019,"H",230,2,2015,28,0
"84",0,0,0,0,0,0,2,4," 31E",31,7,2,1,4,3,3,1,37.502,"E",900,2,2015,28,0
"85",NA,NA,0,0,0,0,NA,3," 32F",32,1,NA,1,4,3,3,1,104.342,"F",2100,2,2015,28,0
"86",0,0,0,0,0,0,NA,0," 33H",33,1,NA,2,4,3,3,1,469.358,"H",1400,3,2015,28,0
"87",0,0,0,0,0,0,2,4," 34E",34,5,2,1,4,3,3,1,39.358,"E",1905,2,2015,28,0
"88",NA,NA,NA,NA,NA,NA,2,NA," 35F",35,2,2,2,4,3,3,1,109.506,"F",800,2,2015,28,0
"89",0,0,0,0,0,0,NA,0," 36H",36,2,2,1,4,3,3,1,492.587,"H",1629,2,2015,28,0
"90",0,0,0,0,0,0,2,4," 37F",37,6,2,2,1,3,3,1,55.913,"F",500,3,2015,28,0
"91",NA,NA,NA,NA,NA,NA,2,NA," 38F",38,2,2,2,4,3,3,1,55.913,"F",850,2,2015,28,0
"92",NA,NA,0,0,0,0,NA,0," 39G",39,1,NA,2,NA,3,3,1,83.796,"G",2124,3,2015,28,0
"93",1,1,0,0,2,2,2,3," 40C",40,1,2,2,4,4,3,1,25.93,"C",1450,2,2015,28,0
"94",1,1,0,0,1,1,2,4," 41E",41,2,2,2,4,4,3,1,41.372,"E",1540,2,2015,28,0
"95",0,0,0,0,0,0,2,0," 42G",42,5,2,1,0,4,3,1,172.515,"G",40,1,2015,28,0
"96",1,1,0,0,1,1,2,4," 43E",43,2,2,2,4,4,3,1,58.966,"E",1805,3,2015,28,0
"97",1,1,0,0,1,1,2,3," 44E",44,7,2,2,4,4,3,1,58.966,"E",2155,2,2015,28,0
"98",NA,NA,NA,NA,NA,NA,2,NA," 45F",45,6,2,1,0,4,3,1,164.063,"F",2345,1,2015,28,0
"99",NA,NA,0,0,0,0,2,4," 46E",46,4,2,2,4,4,3,1,58.787,"E",40,2,2015,28,0
"100",1,1,0,0,1,1,2,0," 47F",47,2,2,1,1,4,3,1,163.565,"F",1705,2,2015,28,0
"101",NA,NA,NA,NA,NA,NA,2,NA," 48H",48,3,2,1,1,4,3,1,735.757,"H",1340,2,2015,28,0
"102",7,9,0,0,1,1,2,4," 49D",49,6,2,1,5,5,3,1,27.267,"D",700,2,2015,28,0
"103",1,1,0,0,2,2,2,4," 50F",50,7,2,3,4,4,3,1,125.431,"F",945,2,2015,28,0
"104",0,0,0,0,0,0,1,0," 51H",51,7,2,1,0,4,3,1,564.222,"H",520,1,2015,28,0
"105",NA,NA,NA,NA,NA,NA,2,NA," 52D",52,7,2,1,1,5,3,1,30.831,"D",155,2,2015,28,0
"106",0,0,0,0,0,0,2,4," 53E",53,1,2,1,4,5,3,1,50.972,"E",30,2,2015,28,0
"107",NA,NA,NA,NA,NA,NA,2,NA," 54F",54,2,2,1,4,5,3,1,141.822,"F",1450,2,2015,28,0
"108",1,1,0,0,1,1,2,4," 55E",55,6,2,2,4,5,3,1,59.765,"E",1120,2,2015,28,0
"109",0,0,0,0,0,0,2,4," 56F",56,1,2,1,1,5,3,1,166.286,"F",1400,2,2015,28,0
"110",0,0,0,0,0,0,2,0," 57G",57,2,2,2,4,5,3,1,249.208,"G",2000,2,2015,28,0
"111",NA,NA,0,0,0,0,NA,4," 58E",58,6,NA,1,0,5,3,1,52.015,"E",2313,2,2015,28,0
"112",0,0,0,0,0,0,NA,0," 59F",59,4,NA,2,1,5,3,1,144.723,"F",430,3,2015,28,0
"113",0,0,0,0,0,0,2,0," 60H",60,7,2,3,0,5,3,1,651,"H",410,1,2015,28,0
"114",0,0,0,0,0,0,2,4," 61F",61,1,2,1,4,5,3,1,106.401,"F",1110,2,2015,28,0
"115",NA,NA,NA,NA,NA,NA,NA,NA," 62F",62,6,NA,2,5,5,3,1,106.401,"F",1445,3,2015,28,0
"116",0,0,0,0,0,0,2,0," 63G",63,4,2,1,5,5,3,1,159.461,"G",1827,2,2015,28,0
"117",NA,NA,0,0,0,0,2,4," 64E",64,7,2,1,4,5,3,1,48.141,"E",2245,2,2015,28,0
"118",NA,NA,NA,NA,NA,NA,2,NA," 65F",65,7,2,1,4,5,3,1,133.945,"F",1530,2,2015,28,0
"119",NA,NA,0,0,0,0,2,4," 66F",66,6,2,1,1,5,3,1,133.945,"F",1455,2,2015,28,0
"120",NA,NA,0,0,0,0,NA,4," 67E",67,4,NA,2,5,6,3,1,66.375,"E",1155,3,2015,28,0
"121",NA,NA,0,0,0,0,2,NA," 68F",68,4,2,3,4,6,3,1,184.678,"F",1045,2,2015,28,0
"122",NA,NA,0,0,0,0,2,4," 69E",69,6,2,2,1,5,3,1,50.065,"E",1631,3,2015,28,0
"123",1,1,0,0,1,1,NA,4," 70E",70,4,2,1,4,6,3,1,50.065,"E",1640,2,2015,28,0
"124",NA,NA,NA,NA,NA,NA,2,NA," 71F",71,6,2,1,4,6,3,1,139.297,"F",1340,2,2015,28,0
"125",2,1,0,0,1,1,2,4," 72E",72,1,2,3,4,6,3,1,38.444,"E",220,2,2015,28,0
"126",NA,NA,NA,NA,NA,NA,2,NA," 73F",73,6,2,1,4,6,3,1,106.965,"F",1840,2,2015,28,0
"127",0,0,0,0,0,0,NA,0," 74G",74,7,NA,1,NA,6,3,1,160.306,"G",NA,2,2015,28,0
"128",0,0,0,0,0,0,2,4," 75C",75,7,2,3,0,6,3,1,25.93,"C",1025,1,2015,28,0
"129",NA,NA,0,0,0,0,NA,4," 76E",76,1,2,2,4,6,3,1,93.739,"E",1851,3,2015,28,0
"130",NA,NA,NA,NA,NA,NA,2,NA," 77H",77,4,2,1,1,7,3,1,1173.212,"H",1017,2,2015,28,0
"131",0,0,0,0,0,0,2,4," 78E",78,1,2,2,1,7,3,1,41.545,"E",1915,3,2015,28,0
"132",NA,NA,0,0,0,0,2,5," 79E",79,6,2,1,4,7,3,1,41.545,"E",1620,2,2015,28,0
"133",NA,NA,0,0,0,0,NA,NA," 80G",80,2,NA,1,0,7,3,1,173.237,"G",435,2,2015,28,0
"134",NA,NA,0,0,0,0,NA,8," 81E",81,6,NA,3,4,7,3,1,53.163,"E",2002,3,2015,28,0
"135",1,1,0,0,1,1,NA,3," 82F",82,2,NA,2,4,7,3,1,147.918,"F",1800,3,2015,28,0
"136",NA,NA,0,0,0,0,2,NA," 83G",83,7,2,1,4,7,3,1,221.68,"G",1314,2,2015,28,0
"137",1,1,0,0,1,1,2,4," 84F",84,1,2,2,4,7,3,1,108.436,"F",909,2,2015,28,0
"138",NA,NA,0,0,0,0,2,4," 85F",85,2,2,1,4,7,3,1,108.436,"F",1345,2,2015,28,0
"139",0,0,0,0,0,0,NA,0," 86G",86,2,NA,3,0,7,3,1,162.51,"G",2024,4,2015,28,0
"140",1,1,0,0,1,1,2,3," 87E",87,3,2,1,4,7,3,1,59.785,"E",2310,2,2015,28,0
"141",1,1,0,0,1,1,2,4," 88E",88,1,2,1,4,7,3,1,59.785,"E",637,2,2015,28,0
"142",1,1,0,0,4,4,NA,3," 89F",89,7,NA,4,NA,7,3,1,166.343,"F",2050,5,2015,28,0
"143",4,3,1,1,2,2,NA,3," 90E",90,3,NA,2,0,8,3,1,49.542,"E",1021,2,2015,28,0
"144",0,0,0,0,0,0,2,3," 91F",91,4,2,2,4,7,3,1,137.843,"F",2125,2,2015,28,0
"145",NA,NA,0,0,0,0,2,0," 92H",92,2,2,2,4,8,3,1,620.053,"H",2335,2,2015,28,0
"146",2,2,0,0,1,1,2,4," 93E",93,7,2,6,4,8,3,1,27.822,"E",1400,3,2015,28,0
"147",1,1,0,0,1,1,2,4," 94E",94,4,2,2,2,8,3,1,27.822,"E",1848,3,2015,28,0
"148",NA,NA,NA,NA,NA,NA,2,NA," 95F",95,2,2,2,4,8,3,1,77.411,"F",2240,3,2015,28,0
"149",1,1,0,0,1,1,NA,4," 96E",96,4,NA,2,0,8,3,1,37.754,"E",1130,2,2015,28,0
"150",2,2,0,0,2,2,2,4," 97E",97,2,2,2,4,8,3,1,37.754,"E",1235,2,2015,28,0
"151",1,1,0,0,1,1,2,4," 98F",98,5,2,2,4,8,3,1,105.045,"F",1230,2,2015,28,0
"152",1,1,0,0,1,1,NA,4," 99E",99,3,NA,2,1,8,3,1,27.552,"E",1300,3,2015,28,0
"153",0,0,0,0,0,0,2,3,"100F",100,6,2,1,1,8,3,1,76.659,"F",2135,2,2015,28,0
"154",0,0,0,0,0,0,2,0,"101G",101,6,2,2,1,8,3,1,114.887,"G",1450,3,2015,28,0
"155",2,2,0,0,1,1,NA,4,"102C",102,7,NA,5,0,8,3,1,25.354,"C",645,6,2015,28,0
"156",1,1,0,0,1,1,NA,4,"103F",103,6,NA,2,4,8,3,1,122.367,"F",1015,3,2015,28,0
"157",NA,NA,NA,NA,NA,NA,2,NA,"104H",104,5,2,2,5,8,3,1,550.439,"H",1100,3,2015,28,0
"158",1,1,0,0,1,1,2,4,"105E",105,4,2,2,4,9,3,1,57.719,"E",1150,2,2015,28,0
"159",NA,NA,NA,NA,NA,NA,NA,NA,"106H",106,5,NA,2,NA,9,3,1,722.396,"H",2125,3,2015,28,0
"160",0,0,0,0,0,0,NA,0,"107G",107,7,NA,3,0,9,3,1,404.763,"G",1655,4,2015,28,0
"161",0,0,0,0,0,0,2,4,"108E",108,6,1,2,1,9,3,1,185.699,"E",2015,3,2015,28,0
"162",0,0,0,0,0,0,NA,0,"109G",109,7,NA,2,1,9,3,1,332.429,"G",1418,3,2015,28,0
"163",0,0,0,0,0,0,2,4,"110E",110,7,2,2,4,9,3,1,44.482,"E",2320,2,2015,28,0
"164",NA,NA,0,0,0,0,2,4,"111E",111,3,2,2,1,10,3,1,44.482,"E",2030,3,2015,28,0
"165",0,0,0,0,0,0,2,0,"112H",112,2,2,1,4,10,3,1,556.724,"H",1255,2,2015,28,0
"166",7,9,0,0,1,1,2,3,"113E",113,7,2,1,2,10,3,1,42.277,"E",1230,2,2015,28,0
"167",7,9,0,0,1,1,NA,4,"114E",114,1,NA,2,5,10,3,1,42.277,"E",1645,3,2015,28,0
"168",NA,NA,NA,NA,NA,NA,NA,NA,"115H",115,1,NA,2,0,10,3,1,529.121,"H",600,2,2015,28,0
"169",0,0,0,0,0,0,2,3,"116E",116,4,2,1,1,10,3,1,150.503,"E",1058,2,2015,28,0
"170",0,0,0,0,0,0,2,4,"117E",117,2,2,1,4,10,3,1,35.173,"E",1140,2,2015,28,0
"171",0,0,0,0,0,0,NA,0,"118G",118,1,2,1,5,10,3,1,146.664,"G",510,2,2015,28,0
"172",NA,NA,NA,NA,NA,NA,NA,NA,"119H",119,2,NA,4,0,10,3,1,440.212,"H",2349,4,2015,28,0
"173",1,1,0,0,1,1,1,4,"120E",120,5,2,1,2,11,3,1,54.972,"E",908,2,2015,28,0
"174",2,2,0,0,1,1,2,4,"121E",121,2,2,1,4,11,3,1,54.972,"E",1040,2,2015,28,0
"175",0,0,0,0,0,0,2,0,"122G",122,6,2,1,4,10,3,1,229.223,"G",1715,2,2015,28,0
"176",3,3,1,1,1,1,NA,3,"123K",123,4,2,2,4,11,3,1,27.039,"K",1745,3,2015,28,0
"177",NA,NA,0,0,0,0,2,4,"124E",124,4,2,2,2,11,3,1,41.703,"E",1610,3,2015,28,0
"178",0,0,0,0,0,0,2,4,"125F",125,5,2,2,4,11,3,1,116.031,"F",850,2,2015,28,0
"179",NA,NA,0,0,0,0,2,4,"126E",126,4,2,1,4,11,3,1,52.303,"E",928,2,2015,28,0
"180",1,1,0,0,1,1,2,4,"127E",127,5,2,1,4,11,3,1,52.303,"E",651,2,2015,28,0
"181",NA,NA,NA,NA,NA,NA,2,NA,"128H",128,4,2,2,1,11,3,1,654.602,"H",730,3,2015,28,0
"182",1,1,0,0,1,1,2,4,"129E",129,6,2,3,4,11,3,1,45.005,"E",1800,2,2015,28,0
"183",NA,NA,NA,NA,NA,NA,2,NA,"130F",130,2,2,1,4,11,3,1,125.219,"F",1336,2,2015,28,0
"184",0,0,0,0,0,0,2,0,"131G",131,6,2,1,4,11,3,1,187.662,"G",1050,2,2015,28,0
"185",NA,NA,NA,NA,NA,NA,2,NA,"132D",132,4,2,1,4,12,3,1,38.52,"D",1700,2,2015,28,0
"186",NA,NA,0,0,0,0,NA,4,"133E",133,5,NA,1,1,11,3,1,63.685,"E",2201,2,2015,28,0
"187",0,0,0,0,0,0,NA,0,"134G",134,3,NA,1,0,12,3,1,265.556,"G",225,2,2015,28,0
"188",7,9,0,0,1,1,2,4,"135D",135,2,2,2,0,12,3,1,39.466,"D",2155,1,2015,28,0
"189",NA,NA,0,0,0,0,NA,4,"136F",136,7,NA,3,0,12,3,1,142.431,"F",1550,2,2015,28,0
"190",NA,NA,NA,NA,NA,NA,2,NA,"137H",137,3,2,1,0,12,3,1,640.69,"H",2200,1,2015,28,0
"191",NA,NA,NA,NA,NA,NA,2,NA,"138K",138,1,2,2,4,12,3,1,13.322,"K",1238,2,2015,28,0
"192",0,0,0,0,0,0,NA,0,"139F",139,5,NA,2,4,12,3,1,169.272,"F",2130,3,2015,28,0
"193",NA,NA,NA,NA,NA,NA,2,NA,"140H",140,6,2,1,1,12,3,1,761.43,"H",1100,2,2015,28,0
"194",3,3,1,1,1,1,1,3,"141D",141,3,2,1,0,12,3,1,39.466,"D",2255,1,2015,28,0
"195",1,1,0,0,1,1,2,4,"142E",142,7,2,3,1,12,3,1,29.888,"E",1300,2,2015,28,0
"196",NA,NA,NA,NA,NA,NA,2,NA,"143F",143,4,2,1,0,12,3,1,83.159,"F",2155,1,2015,28,0
"197",1,1,0,0,1,1,2,3,"144E",144,4,2,1,4,12,3,1,45.674,"E",625,2,2015,28,0
"198",1,1,0,0,1,1,2,4,"145E",145,3,2,1,5,12,3,1,45.674,"E",1744,2,2015,28,0
"199",0,0,0,0,0,0,2,0,"146F",146,7,2,1,4,12,3,1,127.082,"F",1630,2,2015,28,0
"200",1,1,0,0,1,1,2,4,"147F",147,2,2,1,4,12,3,1,82.412,"F",915,2,2015,28,0
"201",1,1,0,0,1,1,2,4,"148F",148,3,2,2,4,12,3,1,82.412,"F",645,2,2015,28,0
"202",NA,NA,0,0,0,0,2,0,"149G",149,3,1,1,4,12,3,1,123.508,"G",1630,2,2015,28,0
"203",NA,NA,NA,NA,NA,NA,2,NA,"  1K",1,5,2,2,4,1,4,3,18.082,"K",840,2,2015,28,0
"204",NA,NA,NA,NA,NA,NA,2,NA,"  2H",2,2,2,1,4,1,4,3,5942.705,"H",1538,2,2015,28,0
"205",1,1,0,0,2,2,2,4,"  3C",3,7,2,3,4,1,4,3,39.898,"C",1506,2,2015,28,0
"206",0,0,0,0,0,0,2,0,"  4G",4,6,2,2,0,1,4,3,3585.739,"G",2248,1,2015,28,0
"207",1,1,0,0,1,1,2,4,"  5K",5,2,2,2,4,1,4,3,22.693,"K",1437,3,2015,28,0
"208",1,1,0,0,2,2,1,4,"  6D",6,7,2,2,4,1,4,3,64.277,"D",123,2,2015,28,0
"209",0,0,0,0,0,0,2,0,"  7G",7,4,2,2,4,1,4,3,846.368,"G",700,2,2015,28,0
"210",NA,NA,NA,NA,NA,NA,1,NA,"  8K",8,1,2,6,0,1,4,3,24.979,"K",2300,1,2015,28,0
"211",0,0,0,0,0,0,NA,0,"  9G",9,6,2,1,4,2,4,3,313.142,"G",1326,2,2015,28,0
"212",0,0,0,0,0,0,2,0," 10H",10,3,2,2,0,2,4,3,438.722,"H",2150,1,2015,28,0
"213",4,4,1,1,1,1,2,3," 11K",11,6,NA,2,4,1,4,3,16.795,"K",2309,2,2015,28,0
"214",NA,NA,NA,NA,NA,NA,2,NA," 12H",12,2,2,3,0,2,4,3,2584.372,"H",616,1,2015,28,0
"215",NA,NA,NA,NA,NA,NA,2,NA," 13D",13,1,2,6,0,2,4,3,351.738,"D",2014,1,2015,28,0
"216",NA,NA,NA,NA,NA,NA,2,NA," 14K",14,2,2,2,0,2,4,3,29.312,"K",1428,1,2015,28,0
"217",NA,NA,NA,NA,NA,NA,2,NA," 15K",15,6,2,5,0,2,4,3,34.933,"K",1331,1,2015,28,0
"218",0,0,0,0,0,0,2,0," 16G",16,3,2,1,0,2,4,3,950.925,"G",1133,1,2015,28,0
"219",2,2,0,0,1,1,2,3," 17F",17,5,2,2,1,3,4,3,386.226,"F",859,3,2015,28,0
"220",NA,NA,NA,NA,NA,NA,2,NA," 18H",18,5,2,1,1,3,4,3,988.674,"H",1241,2,2015,28,0
"221",1,1,0,0,1,1,2,4," 19E",19,4,2,1,1,3,4,3,59.129,"E",841,2,2015,28,0
"222",0,0,0,0,0,0,2,0," 20H",20,1,2,2,1,3,4,3,814.673,"H",1327,3,2015,28,0
"223",2,1,0,0,1,1,NA,4," 21E",21,5,NA,1,0,3,4,3,63.901,"E",1437,2,2015,28,0
"224",0,0,0,0,0,0,2,0," 22G",22,6,2,1,4,3,4,3,628.407,"G",1851,2,2015,28,0
"225",0,0,0,0,0,0,2,0," 23G",23,5,2,1,4,4,4,3,335.433,"G",714,2,2015,28,0
"226",0,0,0,0,0,0,2,0," 24H",24,4,2,1,1,3,4,3,469.953,"H",1159,2,2015,28,0
"227",NA,NA,NA,NA,NA,NA,1,NA," 25K",25,2,2,1,0,3,4,3,156.527,"K",2326,1,2015,28,0
"228",2,1,0,0,3,3,2,4," 26F",26,1,2,2,4,4,4,3,577.535,"F",1640,2,2015,28,0
"229",NA,NA,NA,NA,NA,NA,2,NA," 27D",27,1,2,3,0,3,4,3,48.711,"D",2015,1,2015,28,0
