"","AAIS","AAIS08","AINJSER","AINJSER8","AINJURED","AINJURD8","ALCINV","ATREAT","CASEID","CASENO","DAYWEEK","DRGINV","EVENTS","MANCOLL","MONTH","PSU","PSUSTRAT","RATWGT","STRATIF","TIME","VEHFORMS","YEAR","VERSION","ADMINSS"
"702",1,1,0,0,1,1,2,4," 46C",46,5,NA,2,0,8,11,6,74.305,"C",1730,2,2015,28,0
"703",0,0,0,0,0,0,2,0," 47G",47,2,NA,1,1,8,11,6,2771.527,"G",1702,2,2015,28,0
"704",NA,NA,NA,NA,NA,NA,1,NA," 48K",48,1,NA,8,0,9,11,6,56.506,"K",200,1,2015,28,0
"705",1,1,0,0,1,1,2,4," 49F",49,4,NA,1,4,9,11,6,547.849,"F",1645,2,2015,28,0
"706",NA,NA,0,0,0,0,2,0," 50G",50,2,NA,2,4,9,11,6,3668.837,"G",1937,2,2015,28,0
"707",NA,NA,NA,NA,NA,NA,NA,NA," 51B",51,4,NA,3,0,9,11,6,48.161,"B",2100,1,2015,28,0
"708",3,2,1,0,2,2,1,3," 52J",52,6,1,1,0,9,11,6,32.8,"J",NA,1,2015,28,0
"709",3,2,1,0,1,1,1,3," 53J",53,1,NA,7,0,9,11,6,104.128,"J",2113,3,2015,28,0
"710",5,5,1,1,1,1,NA,1," 54B",54,5,NA,2,1,10,11,6,47.347,"B",2349,2,2015,28,0
"711",5,4,1,1,1,1,2,3," 55D",55,6,NA,4,1,10,11,6,221.502,"D",1225,4,2015,28,0
"712",NA,NA,0,0,0,0,2,0," 56K",56,4,NA,2,NA,10,11,6,128.833,"K",1521,3,2015,28,0
"713",2,2,0,0,1,1,2,3," 57K",57,7,NA,1,4,10,11,6,71.574,"K",28,2,2015,28,0
"714",NA,NA,NA,NA,NA,NA,2,NA," 58H",58,5,NA,2,1,11,11,6,3128.389,"H",1822,3,2015,28,0
"715",NA,NA,NA,NA,NA,NA,2,NA," 59H",59,3,NA,2,0,11,11,6,3403.015,"H",1318,1,2015,28,0
"716",3,3,1,1,1,1,1,1," 60A",60,4,2,1,0,11,11,6,197.896,"A",2106,1,2015,28,0
"717",NA,NA,NA,NA,NA,NA,2,NA," 61H",61,4,NA,1,0,11,11,6,2080.337,"H",2245,1,2015,28,0
"718",NA,NA,NA,NA,NA,NA,2,NA," 62D",62,7,NA,1,6,11,11,6,207.602,"D",1210,2,2015,28,0
"719",0,0,0,0,0,0,2,0," 63H",63,4,NA,1,1,12,11,6,3087.682,"H",1638,2,2015,28,0
"720",3,3,1,1,2,2,2,3," 64K",64,7,NA,3,4,12,11,6,70.363,"K",2344,2,2015,28,0
"721",NA,NA,0,0,0,0,2,0," 65K",65,2,NA,1,4,12,11,6,76.471,"K",1839,2,2015,28,0
"722",NA,NA,NA,NA,NA,NA,2,NA," 66H",66,2,NA,3,0,12,11,6,773.999,"H",1400,1,2015,28,0
"723",NA,NA,0,0,0,0,2,NA," 67H",67,2,NA,1,0,12,11,6,802.666,"H",1330,1,2015,28,0
"724",5,5,1,1,1,1,2,3," 68E",68,5,1,2,4,12,11,6,191.587,"E",1329,3,2015,28,0
"725",NA,NA,0,0,0,0,1,8," 69E",69,4,NA,2,5,12,11,6,287.38,"E",2231,2,2015,28,0
"726",NA,NA,NA,NA,NA,NA,2,NA,"  1H",1,7,2,1,0,1,12,5,917.892,"H",700,1,2015,28,0
"727",NA,NA,NA,NA,NA,NA,2,NA,"  2K",2,1,2,1,0,1,12,5,31.884,"K",1630,1,2015,28,0
"728",NA,NA,NA,NA,NA,NA,2,NA,"  3H",3,5,2,1,0,1,12,5,3294.827,"H",840,1,2015,28,0
"729",NA,NA,NA,NA,NA,NA,2,NA,"  4F",4,3,2,4,0,1,12,5,317.025,"F",620,1,2015,28,0
"730",0,0,0,0,0,0,2,4,"  5E",5,3,2,2,0,1,12,5,38.071,"E",2000,1,2015,28,0
"731",NA,NA,0,0,0,0,2,0,"  6F",6,1,2,1,4,1,12,5,157.707,"F",1621,2,2015,28,0
"732",1,1,0,0,1,1,2,4,"  7H",7,5,2,2,0,1,12,5,672.861,"H",2329,1,2015,28,0
"733",NA,NA,NA,NA,NA,NA,2,NA,"  8F",8,1,2,1,0,2,12,5,167.264,"F",1420,1,2015,28,0
"734",NA,NA,NA,NA,NA,NA,2,NA,"  9H",9,5,2,1,0,1,12,5,713.638,"H",1419,1,2015,28,0
"735",NA,NA,NA,NA,NA,NA,2,NA," 10F",10,7,2,1,0,2,12,5,358.215,"F",2316,1,2015,28,0
"736",NA,NA,NA,NA,NA,NA,2,NA," 11F",11,2,2,1,NA,2,12,5,358.215,"F",1356,2,2015,28,0
"737",NA,NA,NA,NA,NA,NA,NA,NA," 12H",12,7,NA,1,1,2,12,5,1528.335,"H",940,2,2015,28,0
"738",1,1,0,0,1,1,2,4," 13F",13,4,2,2,0,2,12,5,871.917,"F",1357,1,2015,28,0
"739",2,2,0,0,1,1,2,4," 14F",14,4,2,2,0,2,12,5,345.305,"F",735,1,2015,28,0
"740",1,1,0,0,1,1,2,0," 15H",15,1,2,1,0,2,12,5,1473.254,"H",930,1,2015,28,0
"741",1,1,0,0,1,1,2,4," 16E",16,1,2,5,0,3,12,5,192.288,"E",405,1,2015,28,0
"742",NA,NA,NA,NA,NA,NA,2,NA," 17F",17,3,2,1,4,3,12,5,168.636,"F",30,2,2015,28,0
"743",1,1,0,0,1,1,2,4," 18H",18,1,2,1,4,3,12,5,719.49,"H",1251,2,2015,28,0
"744",1,1,0,0,1,2,2,6," 19H",19,6,2,2,4,3,12,5,1880.927,"H",1048,2,2015,28,0
"745",NA,NA,NA,NA,NA,NA,1,NA," 20D",20,5,2,2,0,3,12,5,105.163,"D",307,1,2015,28,0
"746",NA,NA,0,0,0,0,2,0," 21F",21,4,2,3,4,3,12,5,516.75,"F",1822,2,2015,28,0
"747",3,3,1,1,1,1,1,3," 22J",22,7,2,2,0,3,12,5,35.026,"J",730,1,2015,28,0
"748",NA,NA,NA,NA,NA,NA,2,NA," 23F",23,4,2,3,0,4,12,5,320.291,"F",1425,1,2015,28,0
"749",NA,NA,0,0,0,0,2,0," 24G",24,2,2,1,4,3,12,5,558.989,"G",1440,2,2015,28,0
"750",2,2,0,0,1,1,1,3," 25D",25,4,1,4,0,4,12,5,248.673,"D",2303,1,2015,28,0
"751",NA,NA,NA,NA,NA,NA,2,NA," 26F",26,2,2,3,4,4,12,5,243.157,"F",16,2,2015,28,0
"752",NA,NA,0,0,0,0,1,0," 27H",27,3,2,1,2,4,12,5,1037.436,"H",1840,2,2015,28,0
"753",NA,NA,NA,NA,NA,NA,1,NA," 28K",28,1,2,1,2,4,12,5,188.227,"K",100,2,2015,28,0
"754",0,0,0,0,0,0,2,0," 29G",29,6,2,1,4,5,12,5,393.481,"G",1915,2,2015,28,0
"755",NA,NA,NA,NA,NA,NA,2,NA," 30H",30,4,2,2,0,4,12,5,961.92,"H",1428,1,2015,28,0
"756",NA,NA,NA,NA,NA,NA,1,NA," 31F",31,1,1,1,0,5,12,5,1307.288,"F",2023,1,2015,28,0
"757",NA,NA,NA,NA,NA,NA,1,NA," 32B",32,2,2,3,4,5,12,5,21.989,"B",1957,2,2015,28,0
"758",NA,NA,NA,NA,NA,NA,1,NA," 33D",33,5,NA,2,0,5,12,5,130.395,"D",545,1,2015,28,0
"759",1,1,0,0,1,1,2,4," 34G",34,5,2,4,1,5,12,5,923.29,"G",1805,5,2015,28,0
"760",NA,NA,NA,NA,NA,NA,1,NA," 35B",35,7,2,2,0,5,12,5,21.989,"B",2246,1,2015,28,0
"761",1,1,0,0,1,1,2,0," 36G",36,3,2,1,0,5,12,5,1003.08,"G",1115,1,2015,28,0
"762",NA,NA,NA,NA,NA,NA,2,NA," 37B",37,6,2,3,5,6,12,5,49.585,"B",1409,2,2015,28,0
"763",3,3,1,1,3,3,2,3," 38K",38,4,2,2,4,6,12,5,61.776,"K",1000,2,2015,28,0
"764",0,0,0,0,0,0,2,0," 39G",39,1,2,1,4,6,12,5,1486.839,"G",1700,2,2015,28,0
"765",NA,NA,NA,NA,NA,NA,1,NA," 40K",40,7,2,2,0,6,12,5,41.441,"K",123,1,2015,28,0
"766",NA,NA,NA,NA,NA,NA,2,NA," 41H",41,4,2,2,1,6,12,5,3458.12,"H",1810,3,2015,28,0
"767",2,2,0,0,3,3,2,3," 42K",42,5,1,1,4,7,12,5,61.776,"K",1400,2,2015,28,0
"768",NA,NA,0,0,0,0,2,0," 43G",43,3,2,1,0,7,12,5,456.858,"G",1000,1,2015,28,0
"769",0,0,0,0,0,0,2,0," 44G",44,3,2,1,0,7,12,5,453.438,"G",2320,1,2015,28,0
"770",4,3,1,1,1,1,1,1," 45B",45,7,2,1,0,7,12,5,21.989,"B",413,1,2015,28,0
"771",0,0,0,0,0,0,NA,0," 46H",46,3,NA,1,5,7,12,5,1660.789,"H",835,2,2015,28,0
"772",0,0,0,0,0,0,2,0," 47H",47,5,2,1,4,7,12,5,1813.493,"H",1144,2,2015,28,0
"773",NA,NA,NA,NA,NA,NA,2,NA," 48F",48,2,2,2,0,8,12,5,246.227,"F",1305,1,2015,28,0
"774",0,0,0,0,0,0,2,0," 49G",49,2,2,2,4,8,12,5,429.729,"G",23,2,2015,28,0
"775",1,1,0,0,1,1,2,6," 50G",50,7,2,4,0,8,12,5,4151.613,"G",200,1,2015,28,0
"776",NA,NA,NA,NA,NA,NA,2,NA," 51F",51,5,2,2,4,8,12,5,298.803,"F",1325,2,2015,28,0
"777",NA,NA,0,0,0,0,2,0," 52H",52,4,2,1,4,8,12,5,1274.851,"H",1840,2,2015,28,0
"778",1,1,0,0,1,1,2,3," 53F",53,5,2,1,4,8,12,5,696.097,"F",2302,2,2015,28,0
"779",NA,NA,0,0,0,0,2,0," 54F",54,1,2,1,4,8,12,5,324.797,"F",1415,2,2015,28,0
"780",1,1,0,0,1,1,2,6," 55G",55,5,2,2,4,9,12,5,566.854,"G",1430,2,2015,28,0
"781",NA,NA,NA,NA,NA,NA,2,NA," 56F",56,3,2,1,4,9,12,5,534.776,"F",1730,2,2015,28,0
"782",3,3,1,1,2,2,2,3," 57J",57,1,2,1,4,9,12,5,27.861,"J",1230,2,2015,28,0
"783",NA,NA,NA,NA,NA,NA,2,NA," 58F",58,4,2,2,1,9,12,5,855.72,"F",1208,3,2015,28,0
"784",NA,NA,NA,NA,NA,NA,NA,NA," 59B",59,4,2,1,4,9,12,5,26.784,"B",1734,2,2015,28,0
"785",1,1,0,0,2,2,2,3," 60F",60,7,2,2,4,10,12,5,821.757,"F",1958,2,2015,28,0
"786",NA,NA,NA,NA,NA,NA,2,NA," 61B",61,1,2,2,0,10,12,5,47.449,"B",38,1,2015,28,0
"787",0,0,0,0,0,0,1,0," 62G",62,6,NA,3,5,10,12,5,1718.687,"G",1954,3,2015,28,0
"788",5,5,1,1,3,3,NA,1," 63B",63,6,2,3,2,10,12,5,65.946,"B",1521,2,2015,28,0
"789",1,1,0,0,1,1,2,4," 64E",64,1,2,2,1,10,12,5,700.695,"E",2001,3,2015,28,0
"790",NA,NA,NA,NA,NA,NA,2,NA," 65F",65,2,2,1,0,11,12,5,319.376,"F",2251,1,2015,28,0
"791",NA,NA,NA,NA,NA,NA,2,NA," 66H",66,5,2,1,4,11,12,5,492.106,"H",1836,2,2015,28,0
"792",NA,NA,NA,NA,NA,NA,NA,NA," 67H",67,6,NA,2,1,11,12,5,1708.718,"H",1803,2,2015,28,0
"793",NA,NA,0,0,0,0,2,0," 68H",68,3,2,1,4,11,12,5,3321.021,"H",719,2,2015,28,0
"794",NA,NA,NA,NA,NA,NA,2,NA," 69F",69,3,2,2,0,11,12,5,585.197,"F",1000,1,2015,28,0
"795",NA,NA,NA,NA,NA,NA,NA,NA," 70D",70,7,NA,2,0,11,12,5,158.453,"D",142,1,2015,28,0
"796",4,3,1,1,3,3,2,3," 71F",71,2,2,2,0,12,12,5,529.29,"F",656,1,2015,28,0
"797",5,5,1,1,2,2,2,3," 72K",72,7,1,1,0,12,12,5,59.76,"K",1230,1,2015,28,0
"798",0,0,0,0,0,0,1,0," 73H",73,6,2,1,1,12,12,5,1377.117,"H",1854,2,2015,28,0
"799",1,1,0,0,2,2,2,4," 74E",74,2,2,3,4,12,12,5,144.736,"E",1408,3,2015,28,0
"800",NA,NA,NA,NA,NA,NA,NA,NA," 75B",75,2,2,1,4,12,12,5,23.674,"B",1735,2,2015,28,0
"801",NA,NA,NA,NA,NA,NA,2,NA," 76F",76,5,2,2,0,12,12,5,44.935,"F",807,1,2015,28,0
"802",NA,NA,NA,NA,NA,NA,2,NA,"  1H",1,5,2,3,0,1,13,6,410.448,"H",1641,1,2015,28,0
"803",1,1,0,0,1,1,2,0,"  2F",2,1,2,1,NA,1,13,6,175.091,"F",1109,2,2015,28,0
"804",0,0,0,0,0,0,2,0,"  3H",3,3,2,1,0,1,13,6,439.766,"H",1107,1,2015,28,0
"805",NA,NA,NA,NA,NA,NA,2,NA,"  4F",4,2,2,1,0,1,13,6,70.037,"F",1314,1,2015,28,0
"806",NA,NA,NA,NA,NA,NA,2,NA,"  5H",5,5,2,1,4,1,13,6,175.906,"H",1636,2,2015,28,0
"807",0,0,0,0,0,0,2,0,"  6H",6,2,2,1,6,1,13,6,175.906,"H",656,2,2015,28,0
"808",NA,NA,NA,NA,NA,NA,2,NA,"  7H",7,7,2,1,0,1,13,6,58.635,"H",1209,1,2015,28,0
"809",NA,NA,NA,NA,NA,NA,2,NA,"  8H",8,4,2,1,2,1,13,6,58.635,"H",814,2,2015,28,0
"810",NA,NA,NA,NA,NA,NA,NA,NA,"  9H",9,6,NA,1,1,1,13,6,58.635,"H",2150,2,2015,28,0
"811",NA,NA,NA,NA,NA,NA,1,NA," 10F",10,7,NA,1,5,1,13,6,70.037,"F",334,2,2015,28,0
"812",NA,NA,NA,NA,NA,NA,2,NA," 11H",11,6,2,1,0,1,13,6,175.906,"H",508,1,2015,28,0
"813",NA,NA,NA,NA,NA,NA,2,NA," 12H",12,3,2,1,0,1,13,6,175.906,"H",637,1,2015,28,0
"814",NA,NA,NA,NA,NA,NA,2,NA," 13H",13,5,2,1,1,1,13,6,137.966,"H",1025,2,2015,28,0
"815",NA,NA,NA,NA,NA,NA,2,NA," 14H",14,1,2,2,0,2,13,6,117.271,"H",730,1,2015,28,0
"816",NA,NA,NA,NA,NA,NA,2,NA," 15H",15,1,2,1,4,2,13,6,117.271,"H",1550,2,2015,28,0
"817",NA,NA,NA,NA,NA,NA,2,NA," 16F",16,6,2,1,0,2,13,6,93.382,"F",2346,1,2015,28,0
"818",NA,NA,NA,NA,NA,NA,2,NA," 17H",17,6,2,3,0,2,13,6,234.542,"H",2323,1,2015,28,0
"819",NA,NA,NA,NA,NA,NA,1,NA," 18H",18,4,2,1,0,1,13,6,234.542,"H",2350,1,2015,28,0
"820",1,1,0,0,1,1,2,4," 19D",19,7,2,2,0,2,13,6,115.578,"D",1212,1,2015,28,0
"821",NA,NA,NA,NA,NA,NA,2,NA," 20F",20,1,2,1,NA,2,13,6,256.801,"F",1313,2,2015,28,0
"822",NA,NA,NA,NA,NA,NA,2,NA," 21H",21,1,2,1,0,2,13,6,644.99,"H",2100,1,2015,28,0
"823",NA,NA,NA,NA,NA,NA,2,NA," 22D",22,3,2,1,2,2,13,6,115.578,"D",1643,2,2015,28,0
"824",NA,NA,NA,NA,NA,NA,2,NA," 23H",23,5,2,1,1,2,13,6,117.271,"H",815,2,2015,28,0
"825",NA,NA,NA,NA,NA,NA,2,NA," 24H",24,5,2,1,0,2,13,6,117.271,"H",1136,1,2015,28,0
"826",2,2,0,0,2,2,2,3," 25E",25,6,2,1,4,3,13,6,228.594,"E",1124,2,2015,28,0
"827",0,0,0,0,0,0,2,0," 26H",26,4,2,1,NA,3,13,6,58.635,"H",1229,2,2015,28,0
"828",NA,NA,NA,NA,NA,NA,2,NA," 27H",27,3,2,1,1,3,13,6,58.635,"H",1248,2,2015,28,0
"829",0,0,0,0,0,0,2,0," 28H",28,4,2,1,0,3,13,6,136.816,"H",809,1,2015,28,0
"830",NA,NA,NA,NA,NA,NA,2,NA," 29H",29,6,2,1,0,3,13,6,136.816,"H",1437,1,2015,28,0
"831",NA,NA,NA,NA,NA,NA,2,NA," 30H",30,4,2,1,0,3,13,6,136.816,"H",957,1,2015,28,0
"832",NA,NA,NA,NA,NA,NA,2,NA," 31F",31,1,2,2,0,3,13,6,108.946,"F",1834,1,2015,28,0
"833",2,2,0,0,1,1,2,4," 32F",32,5,2,2,4,3,13,6,108.946,"F",1836,2,2015,28,0
"834",NA,NA,NA,NA,NA,NA,2,NA," 33F",33,1,2,2,0,3,13,6,108.946,"F",152,1,2015,28,0
"835",NA,NA,NA,NA,NA,NA,1,NA," 34F",34,1,2,3,0,3,13,6,93.382,"F",800,1,2015,28,0
"836",NA,NA,NA,NA,NA,NA,2,NA," 35H",35,2,2,1,1,3,13,6,234.542,"H",800,2,2015,28,0
"837",NA,NA,0,0,0,0,2,NA," 36H",36,5,2,1,1,3,13,6,234.542,"H",2030,2,2015,28,0
"838",NA,NA,NA,NA,NA,NA,2,NA," 37H",37,6,2,2,0,4,13,6,644.99,"H",1325,1,2015,28,0
"839",NA,NA,NA,NA,NA,NA,2,NA," 38D",38,1,2,2,0,3,13,6,115.578,"D",1640,1,2015,28,0
"840",NA,NA,NA,NA,NA,NA,2,NA," 39H",39,1,2,1,0,3,13,6,146.589,"H",1530,1,2015,28,0
"841",NA,NA,NA,NA,NA,NA,2,NA," 40H",40,5,2,2,0,4,13,6,146.589,"H",837,1,2015,28,0
"842",1,1,0,0,1,1,2,4," 41D",41,4,2,1,0,4,13,6,115.578,"D",1604,1,2015,28,0
"843",NA,NA,NA,NA,NA,NA,2,NA," 42F",42,5,2,1,1,4,13,6,70.037,"F",1612,2,2015,28,0
"844",NA,NA,NA,NA,NA,NA,2,NA," 43H",43,6,2,2,NA,4,13,6,58.635,"H",2214,2,2015,28,0
"845",NA,NA,NA,NA,NA,NA,2,NA," 44H",44,7,2,1,0,4,13,6,58.635,"H",525,1,2015,28,0
"846",NA,NA,NA,NA,NA,NA,2,NA," 45H",45,2,2,1,0,4,13,6,58.635,"H",2135,1,2015,28,0
"847",NA,NA,0,0,0,0,2,0," 46H",46,3,2,2,4,4,13,6,58.635,"H",1357,2,2015,28,0
"848",NA,NA,NA,NA,NA,NA,2,NA," 47F",47,2,2,2,0,4,13,6,70.037,"F",1038,1,2015,28,0
"849",NA,NA,NA,NA,NA,NA,2,NA," 48H",48,4,2,1,1,4,13,6,58.635,"H",1347,2,2015,28,0
"850",NA,NA,NA,NA,NA,NA,2,NA," 49H",49,2,2,4,0,4,13,6,58.635,"H",2149,1,2015,28,0
"851",NA,NA,NA,NA,NA,NA,2,NA," 50F",50,2,2,1,4,5,13,6,85.6,"F",1233,2,2015,28,0
"852",NA,NA,NA,NA,NA,NA,2,NA," 51H",51,6,2,1,0,5,13,6,214.997,"H",1427,1,2015,28,0
"853",7,9,0,0,1,1,2,0," 52H",52,7,2,1,4,5,13,6,214.997,"H",244,2,2015,28,0
"854",NA,NA,NA,NA,NA,NA,2,NA," 53F",53,2,1,1,0,5,13,6,164.792,"F",1157,1,2015,28,0
"855",NA,NA,NA,NA,NA,NA,1,NA," 54F",54,3,2,2,0,5,13,6,163.419,"F",1844,1,2015,28,0
"856",NA,NA,NA,NA,NA,NA,2,NA," 55H",55,4,2,1,0,5,13,6,410.448,"H",2247,1,2015,28,0
"857",NA,NA,NA,NA,NA,NA,2,NA," 56H",56,3,2,1,0,5,13,6,78.181,"H",801,1,2015,28,0
"858",NA,NA,NA,NA,NA,NA,2,NA," 57H",57,7,2,1,4,5,13,6,78.181,"H",2,2,2015,28,0
"859",NA,NA,NA,NA,NA,NA,2,NA," 58H",58,6,2,1,0,5,13,6,78.181,"H",506,1,2015,28,0
"860",NA,NA,NA,NA,NA,NA,1,NA," 59B",59,5,2,2,4,5,13,6,83.307,"B",2215,2,2015,28,0
"861",0,0,0,0,0,0,1,0," 60G",60,1,2,2,0,5,13,6,158.99,"G",312,1,2015,28,0
"862",NA,NA,NA,NA,NA,NA,2,NA," 61H",61,5,2,2,0,5,13,6,146.589,"H",1958,1,2015,28,0
"863",NA,NA,NA,NA,NA,NA,1,NA," 62F",62,5,2,1,0,6,13,6,70.037,"F",640,1,2015,28,0
"864",NA,NA,NA,NA,NA,NA,2,NA," 63H",63,6,2,1,0,6,13,6,117.271,"H",605,1,2015,28,0
"865",NA,NA,NA,NA,NA,NA,2,NA," 64H",64,5,2,1,0,6,13,6,117.271,"H",933,1,2015,28,0
"866",NA,NA,NA,NA,NA,NA,2,NA," 65F",65,4,2,1,0,6,13,6,70.037,"F",2214,1,2015,28,0
"867",0,0,0,0,0,0,2,0," 66G",66,6,2,2,0,6,13,6,158.99,"G",706,1,2015,28,0
"868",NA,NA,NA,NA,NA,NA,2,NA," 67H",67,3,2,2,0,6,13,6,146.589,"H",924,1,2015,28,0
"869",NA,NA,NA,NA,NA,NA,2,NA," 68F",68,6,2,2,0,6,13,6,933.82,"F",429,1,2015,28,0
"870",NA,NA,NA,NA,NA,NA,2,NA," 69H",69,4,2,1,0,6,13,6,97.726,"H",2300,1,2015,28,0
"871",NA,NA,NA,NA,NA,NA,2,NA," 70H",70,6,2,1,0,6,13,6,97.726,"H",1817,1,2015,28,0
"872",NA,NA,NA,NA,NA,NA,2,NA," 71H",71,6,2,1,0,6,13,6,97.726,"H",2158,1,2015,28,0
"873",NA,NA,NA,NA,NA,NA,2,NA," 72H",72,6,2,1,NA,7,13,6,78.181,"H",1230,2,2015,28,0
"874",NA,NA,NA,NA,NA,NA,2,NA," 73H",73,2,2,1,0,6,13,6,78.181,"H",1335,1,2015,28,0
"875",NA,NA,NA,NA,NA,NA,2,NA," 74H",74,2,2,2,0,6,13,6,78.181,"H",1541,1,2015,28,0
"876",NA,NA,NA,NA,NA,NA,2,NA," 75F",75,7,2,2,0,7,13,6,70.037,"F",1155,1,2015,28,0
"877",0,0,0,0,0,0,2,0," 76G",76,3,2,1,4,7,13,6,158.99,"G",1534,2,2015,28,0
"878",NA,NA,NA,NA,NA,NA,1,NA," 77H",77,1,2,1,0,7,13,6,146.589,"H",22,1,2015,28,0
"879",NA,NA,NA,NA,NA,NA,NA,NA," 78B",78,5,2,1,0,7,13,6,83.307,"B",55,1,2015,28,0
"880",NA,NA,0,0,0,0,2,0," 79G",79,5,2,1,0,7,13,6,127.192,"G",2306,1,2015,28,0
"881",NA,NA,NA,NA,NA,NA,2,NA," 80H",80,2,2,1,0,7,13,6,117.271,"H",1411,1,2015,28,0
"882",NA,NA,NA,NA,NA,NA,1,NA," 81F",81,6,2,1,4,7,13,6,116.728,"F",11,2,2015,28,0
"883",NA,NA,NA,NA,NA,NA,1,NA," 82F",82,5,2,1,0,7,13,6,116.728,"F",1815,1,2015,28,0
"884",NA,NA,NA,NA,NA,NA,2,NA," 83H",83,5,2,1,4,7,13,6,293.177,"H",1711,2,2015,28,0
"885",3,2,1,0,1,1,2,3," 84K",84,7,1,2,0,7,13,6,115.578,"K",617,1,2015,28,0
"886",NA,NA,NA,NA,NA,NA,2,NA," 85D",85,7,2,1,0,8,13,6,115.578,"D",1805,1,2015,28,0
"887",NA,NA,NA,NA,NA,NA,2,NA," 86H",86,1,2,2,0,8,13,6,234.542,"H",2024,1,2015,28,0
"888",NA,NA,NA,NA,NA,NA,2,NA," 87H",87,6,2,1,0,7,13,6,117.271,"H",100,1,2015,28,0
"889",7,9,0,0,1,1,1,0," 88H",88,6,2,2,0,8,13,6,117.271,"H",218,1,2015,28,0
"890",NA,NA,NA,NA,NA,NA,2,NA," 89H",89,6,2,1,0,8,13,6,117.271,"H",1821,1,2015,28,0
"891",NA,NA,NA,NA,NA,NA,2,NA," 90F",90,6,2,2,4,8,13,6,70.037,"F",751,2,2015,28,0
"892",NA,NA,NA,NA,NA,NA,1,NA," 91H",91,1,2,2,0,8,13,6,58.635,"H",724,1,2015,28,0
"893",NA,NA,NA,NA,NA,NA,2,NA," 92H",92,4,2,2,0,8,13,6,58.635,"H",1946,1,2015,28,0
"894",1,1,0,0,1,1,2,4," 93F",93,3,2,1,4,8,13,6,70.037,"F",731,2,2015,28,0
"895",NA,NA,NA,NA,NA,NA,1,NA," 94H",94,1,2,1,NA,8,13,6,117.271,"H",104,2,2015,28,0
"896",NA,NA,NA,NA,NA,NA,2,NA," 95H",95,1,2,1,0,8,13,6,117.271,"H",2047,1,2015,28,0
"897",NA,NA,NA,NA,NA,NA,2,NA," 96F",96,4,2,1,1,8,13,6,70.037,"F",1507,2,2015,28,0
"898",0,0,0,0,0,0,2,0," 97H",97,5,2,1,1,8,13,6,175.906,"H",1417,2,2015,28,0
"899",0,0,0,0,0,0,2,0," 98H",98,7,2,1,5,8,13,6,175.906,"H",1538,2,2015,28,0
"900",1,1,0,0,1,1,2,4," 99E",99,6,2,1,4,9,13,6,228.594,"E",2023,2,2015,28,0
"901",NA,NA,NA,NA,NA,NA,2,NA,"100H",100,7,2,2,0,9,13,6,175.906,"H",305,1,2015,28,0
"902",NA,NA,NA,NA,NA,NA,1,NA,"101H",101,6,2,1,0,8,13,6,175.906,"H",2109,1,2015,28,0
"903",NA,NA,NA,NA,NA,NA,2,NA,"102D",102,3,2,1,0,9,13,6,115.578,"D",1519,1,2015,28,0
"904",NA,NA,NA,NA,NA,NA,2,NA,"103H",103,4,2,1,1,9,13,6,58.635,"H",1310,2,2015,28,0
"905",NA,NA,NA,NA,NA,NA,2,NA,"104H",104,5,2,1,0,9,13,6,58.635,"H",1350,1,2015,28,0
"906",NA,NA,NA,NA,NA,NA,2,NA,"105D",105,1,2,1,0,9,13,6,115.578,"D",1650,1,2015,28,0
"907",NA,NA,NA,NA,NA,NA,2,NA,"106F",106,5,2,2,0,9,13,6,93.382,"F",1213,1,2015,28,0
"908",NA,NA,NA,NA,NA,NA,1,NA,"107F",107,3,2,2,0,9,13,6,93.382,"F",1956,1,2015,28,0
"909",0,0,0,0,0,0,2,0,"108D",108,2,2,1,4,9,13,6,115.578,"D",1115,2,2015,28,0
"910",0,0,0,0,0,0,2,0,"109G",109,6,2,1,4,9,13,6,127.192,"G",1756,2,2015,28,0
"911",0,0,0,0,0,0,2,0,"110H",110,2,2,1,NA,9,13,6,58.635,"H",1815,2,2015,28,0
"912",NA,NA,NA,NA,NA,NA,2,NA,"111F",111,7,2,1,0,10,13,6,77.818,"F",1239,1,2015,28,0
"913",NA,NA,NA,NA,NA,NA,2,NA,"112H",112,6,2,2,NA,10,13,6,195.451,"H",700,2,2015,28,0
"914",NA,NA,NA,NA,NA,NA,2,NA,"113H",113,4,2,1,1,9,13,6,195.451,"H",1557,2,2015,28,0
"915",1,1,0,0,1,1,NA,4,"114E",114,5,2,1,0,10,13,6,228.594,"E",516,1,2015,28,0
"916",NA,NA,NA,NA,NA,NA,2,NA,"115F",115,1,2,3,0,10,13,6,140.073,"F",308,1,2015,28,0
"917",NA,NA,NA,NA,NA,NA,2,NA,"116H",116,3,2,2,NA,10,13,6,351.813,"H",711,2,2015,28,0
"918",4,4,1,1,1,1,2,3,"117D",117,5,2,2,5,10,13,6,115.578,"D",657,2,2015,28,0
"919",1,1,0,0,2,2,1,3,"118F",118,5,2,1,0,10,13,6,70.037,"F",2055,1,2015,28,0
"920",NA,NA,NA,NA,NA,NA,1,NA,"119H",119,2,2,2,0,10,13,6,175.906,"H",231,1,2015,28,0
"921",0,0,0,0,0,0,2,0,"120G",120,4,2,1,0,10,13,6,127.192,"G",1757,1,2015,28,0
"922",NA,NA,NA,NA,NA,NA,2,NA,"121H",121,6,2,1,4,10,13,6,87.953,"H",2305,2,2015,28,0
