"","VERSION","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID"
"66",27,"roadway with two lanes of travel.  V3 and V4 were legally parked and unoccupied",3,8,"E",3,"  8E"
"67",27,"at the southeast corner respectively facing eastbound.   At the intersection of",3,8,"E",4,"  8E"
"68",27,"the above roadways, the frontal plane of V1 impacted the right side plane of V2.",3,8,"E",5,"  8E"
"69",27,"This caused V2 to spin clockwise and impact the rear plane of V3 with its left",3,8,"E",6,"  8E"
"70",27,"side plane.  This also caused the frontal plane of V3 to impact the rear plane",3,8,"E",7,"  8E"
"71",27,"of V4.",3,8,"E",8,"  8E"
"72",27,"V1 was traveling eastbound on a two-way roadway with one lane in each direction.",3,9,"F",1,"  9F"
"73",27,"V2 was traveling westbound on the same roadway.  At the intersection, V2",3,9,"F",2,"  9F"
"74",27,"attempted to make a left-turn, when the front plane of V2 impacted the front",3,9,"F",3,"  9F"
"75",27,"plane of V1.",3,9,"F",4,"  9F"
"76",27,"V1 was traveling southbound on a two way roadway with four lanes of travel and",3,10,"G",1," 10G"
"77",27,"three lanes of travel in the northbound direction.  V2 was traveling eastbound",3,10,"G",2," 10G"
"78",27,"on a two way physically divided roadway with four lanes of travel and two lanes",3,10,"G",3," 10G"
"79",27,"of travel in the westbound direction.   At the intersection of the above",3,10,"G",4," 10G"
"80",27,"roadways, the frontal plane of V1 impacted the left side plane of V2.",3,10,"G",5," 10G"
"81",27,"V1 was traveling northbound on a two-way roadway with a single lane of travel in",3,11,"F",1," 11F"
"82",27,"each direction attempting to turn left heading westbound.  V2 was traveling",3,11,"F",2," 11F"
"83",27,"eastbound in the left lane of a two way roadway with two lanes of travel in each",3,11,"F",3," 11F"
"84",27,"direction.  At the intersection of the above roadways, the frontal plane of V2",3,11,"F",4," 11F"
"85",27,"impacted the left side plane of V1.",3,11,"F",5," 11F"
"86",27,"V1 was traveling eastbound on the far right lane of a physically divided two-way",3,12,"G",1," 12G"
"87",27,"roadway with three lanes in each direction.  V2 was traveling eastbound on the",3,12,"G",2," 12G"
"88",27,"far right lane of the same roadway in front of V1.  V2 stopped and the front",3,12,"G",3," 12G"
"89",27,"plane of V1 impacted the back of V2.",3,12,"G",4," 12G"
"90",27,"V1 was traveling westbound on a divided two-way roadway with two lanes in each",3,13,"H",1," 13H"
"91",27,"direction and a left turning lane.  V2 was traveling eastbound on the left-turn",3,13,"H",2," 13H"
"92",27,"lane of the same roadway.  At the intersection, V2 attempted to make a",3,13,"H",3," 13H"
"93",27,"left-turn, when the front plane of V2 impacted the left plane of V1, and then",3,13,"H",4," 13H"
"94",27,"the front plane of V1 impacted a fence on the northwest corner.",3,13,"H",5," 13H"
"95",27,"V1 was traveling southbound on a one way roadway with a single lane of travel.",3,14,"F",1," 14F"
"96",27,"V2 and V3 were legally parked and unoccupied on the same roadway facing",3,14,"F",2," 14F"
"97",27,"southbound.  On this roadway, the frontal plane of V1 impacted the right side",3,14,"F",3," 14F"
"98",27,"plane of V2. This caused the right rear plane of V1 to also impact the left side",3,14,"F",4," 14F"
"99",27,"plane of V3.  The left side plane of V2 also impacted a fire hydrant located on",3,14,"F",5," 14F"
"100",27,"the eastside curb line along the east-west roadway.",3,14,"F",6," 14F"
"101",27,"V1 was traveling eastbound in the right lane of a two way roadway with two lanes",3,15,"G",1," 15G"
"102",27,"of travel in each direction.  V2 was traveling in the left lane of the same",3,15,"G",2," 15G"
"103",27,"roadway adjacent to V1.  On this roadway the left side plane of V1 impacted the",3,15,"G",3," 15G"
"104",27,"right side plane of V2.",3,15,"G",4," 15G"
"105",27,"V1 was traveling northbound on a two-way roadway with two lanes in each",3,16,"H",1," 16H"
"106",27,"direction and a left turning lane.  V2 was traveling southbound on the same",3,16,"H",2," 16H"
"107",27,"roadway.  V2 attempted to make a left-turn at the intersection, when the front",3,16,"H",3," 16H"
"108",27,"plane of V1 impacted the right plane of V2.",3,16,"H",4," 16H"
"109",27,"V1 was traveling westbound on a two-way roadway with two lanes in each direction",3,17,"J",1," 17J"
"110",27,"and a left turning lane.  V2 was parked in the westbound parking lane of the",3,17,"J",2," 17J"
"111",27,"same roadway.  V1 attempted to pass a non-contact vehicle from the parking lane,",3,17,"J",3," 17J"
"112",27,"when the front plane of V1 impacted a wood utility pole, trash can, sign pole,",3,17,"J",4," 17J"
"113",27,"fire hydrant pole, fire hydrant, fire hydrant pole, a mailbox, then phone booth",3,17,"J",5," 17J"
"114",27,"before rolling over and impacting the back of V2.",3,17,"J",6," 17J"
"115",27,"V1 was traveling westbound on a two-way roadway with one lane in each direction.",3,18,"F",1," 18F"
"116",27,"V2 was traveling northbound on a one-way roadway with one lane of travel.  At",3,18,"F",2," 18F"
"117",27,"the intersection, the front plane of V1 impacted the right plane of V2.",3,18,"F",3," 18F"
"118",27,"V1 was traveling southbound in the center lane of a one way roadway with three",3,19,"H",1," 19H"
"119",27,"lanes of travel.  V2 was traveling westbound on a two way roadway with one lane",3,19,"H",2," 19H"
"120",27,"of travel in each direction with a left hand turn lane attempting to turn left",3,19,"H",3," 19H"
"121",27,"heading southbound.  At the intersection of the above roadways, the frontal",3,19,"H",4," 19H"
"122",27,"plane of V2 impacted the left side plane of V1.",3,19,"H",5," 19H"
"123",27,"V1 was traveling northbound on a two-way roadway with one lane in each",3,20,"K",1," 20K"
"124",27,"direction.  V2 was traveling westbound on a two-way roadway with one lane in",3,20,"K",2," 20K"
"125",27,"each direction.  V3 was parked and unoccupied in the southbound parking lane.",3,20,"K",3," 20K"
"126",27,"At the intersection, the front plane of V2 impacted the right plane of V1 and",3,20,"K",4," 20K"
"127",27,"side-slapped each other. Subsequently, the front plane of V2 impacted the front",3,20,"K",5," 20K"
"128",27,"plane of V3, then V2 rotated clockwise contacting the curb before the left plane",3,20,"K",6," 20K"
"129",27,"of V2 impacted a sign pole.  Then V1 impacted a fence and the right plane of V1",3,20,"K",7," 20K"
"130",27,"impacted a sign pole.",3,20,"K",8," 20K"
"131",27,"V1 was traveling westbound on a two way roadway with a single lane of travel in",3,21,"F",1," 21F"
"132",27,"each direction.  V2 was traveling on the same roadway in back of V1.  On this",3,21,"F",2," 21F"
"133",27,"roadway, the frontal plane of V2 impacted the rear plane of V1.",3,21,"F",3," 21F"
"134",27,"V1 was traveling northbound in the left lane of a physically divided two way",3,22,"G",1," 22G"
"135",27,"roadway with three lanes of travel in each direction.  V2 was also traveling on",3,22,"G",2," 22G"
"136",27,"the same roadway in the center lane.  On this roadway, the left side plane of V2",3,22,"G",3," 22G"
"137",27,"contacted the right side plane of V1.  This caused V1 to contact the center",3,22,"G",4," 22G"
"138",27,"concrete median with its left side plane.",3,22,"G",5," 22G"
"139",27,"V1 was traveling southbound on a one way roadway with a single lane of travel.",3,23,"D",1," 23D"
"140",27,"V2 was traveling westbound in the center lane of a divided two way roadway with",3,23,"D",2," 23D"
"141",27,"three lanes of travel in each direction.  V3 was traveling eastbound in the left",3,23,"D",3," 23D"
"142",27,"lane of the divided two way roadway with three lanes of travel in each",3,23,"D",4," 23D"
"143",27,"direction.  At the intersection of the above roadways, the frontal plane of V2",3,23,"D",5," 23D"
"144",27,"impacted the left side plane of V1.  This caused the frontal plane of V1 to",3,23,"D",6," 23D"
"145",27,"impact the frontal plane of V3.  Then V1's came to final rest with its frontal",3,23,"D",7," 23D"
"146",27,"plane contacting a utility pole located on the south-west corner.",3,23,"D",8," 23D"
"147",27,"V1 was traveling eastbound on a two-way roadway with two-lanes in each direction",3,24,"F",1," 24F"
"148",27,"and a left turning lane.  V2 was traveling westbound on the same roadway.  At",3,24,"F",2," 24F"
"149",27,"the intersection, V1 attempted to make a left-turn, when the front plane of V1",3,24,"F",3," 24F"
"150",27,"impacted the front plane of V2.",3,24,"F",4," 24F"
"151",27,"V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,25,"G",1," 25G"
"152",27,"was parked and unoccupied on the western parking lane.  V3 was parked and",3,25,"G",2," 25G"
"153",27,"unoccupied on the western parking lane in front of V2.  The front plane of V1",3,25,"G",3," 25G"
"154",27,"impacted the back plane of V2, and then the front plane of V2 impacted the back",3,25,"G",4," 25G"
"155",27,"plane of V3.",3,25,"G",5," 25G"
"156",27,"V1 was traveling eastbound on a two way roadway with a single lane of travel in",3,26,"E",1," 26E"
"157",27,"each direction.  V2 was traveling westbound on a two way roadway with a single",3,26,"E",2," 26E"
"158",27,"lane of travel in each direction attempting to turn left at the intersection",3,26,"E",3," 26E"
"159",27,"heading southbound. At the intersection of the above roadways, the frontal plane",3,26,"E",4," 26E"
"160",27,"of V2 impacted the left side plane of V1.",3,26,"E",5," 26E"
"161",27,"V1 was traveling northbound on a two-way roadway with one lane of travel in each",3,27,"F",1," 27F"
"162",27,"direction.  V2 was traveling northbound on the same roadway behind V1.  V1 was",3,27,"F",2," 27F"
"163",27,"stopped for the traffic control device when the front plane of V2 impacted the",3,27,"F",3," 27F"
"164",27,"back plane of V1.",3,27,"F",4," 27F"
"165",27,"V1 was traveling northbound on a two way roadway with a single lane of travel in",3,28,"G",1," 28G"
"166",27,"each direction.  V2 was physically parked and unoccupied on the same roadway",3,28,"G",2," 28G"
"167",27,"facing northbound.  On this roadway the right side plane of V1 impacted the left",3,28,"G",3," 28G"
"168",27,"side plane of V2.",3,28,"G",4," 28G"
"169",27,"V1 was traveling northbound on a one way roadway with a single lane of travel.",3,29,"E",1," 29E"
"170",27,"V2 was traveling eastbound on a two way roadway with a single lane of travel in",3,29,"E",2," 29E"
"171",27,"each direction.  V3 was traveling westbound also on a two way roadway with a",3,29,"E",3," 29E"
"172",27,"single lane of travel in each direction.  At the intersection of the above",3,29,"E",4," 29E"
"173",27,"roadways, the frontal plane of V1 impacted the right side plane of V2.  This",3,29,"E",5," 29E"
"174",27,"caused V2's frontal plane to impact the frontal plane of V3.",3,29,"E",6," 29E"
"175",27,"V1 was traveling northbound on the right lane of the main roadway of a divided",3,30,"G",1," 30G"
"176",27,"two-way roadway with two lanes in the main roadway and two lanes of travel on",3,30,"G",2," 30G"
"177",27,"the service lane.  V2 was traveling northbound on the left lane of the service",3,30,"G",3," 30G"
"178",27,"lane of the same roadway.  At the intersection, V2 attempted to make a left-turn",3,30,"G",4," 30G"
"179",27,"when the front plane of V1 impacted the left plane of V2.",3,30,"G",5," 30G"
"180",27,"V1 was on the eastbound parking lane of a two-way roadway with one lane in each",3,31,"H",1," 31H"
"181",27,"direction.  V2 was traveling eastbound on the same roadway.  V1 attempted to",3,31,"H",2," 31H"
"182",27,"exit the parking lane, when the front plane of V2 impacted the left plane of V1.",3,31,"H",3," 31H"
"183",27,"V1 was traveling northbound on a two-way roadway with two lanes in each",3,32,"E",1," 32E"
"184",27,"direction, and a left turn lane.  V2 was traveling westbound on a one-way",3,32,"E",2," 32E"
"185",27,"roadway with two lanes of travel.  At the intersection, the front plane of V2",3,32,"E",3," 32E"
"186",27,"impacted the right plane of V1.",3,32,"E",4," 32E"
"187",27,"V1 was traveling westbound on a two way roadway with a single lane of travel in",3,33,"F",1," 33F"
"188",27,"each direction.  V2 was traveling northbound on a one way roadway with a single",3,33,"F",2," 33F"
"189",27,"lane of travel.  At the intersection of the above roadways, the frontal plane of",3,33,"F",3," 33F"
"190",27,"V2 impacted the left side plane of V1.",3,33,"F",4," 33F"
"191",27,"V1 was traveling eastbound in the left lane of a two way divided roadway with",3,34,"G",1," 34G"
"192",27,"three lanes of travel in each direction.  On this roadway, the frontal plane of",3,34,"G",2," 34G"
"193",27,"V1 impacted a light pole located on the center median of the East-West roadway.",3,34,"G",3," 34G"
"194",27,"V1 was traveling eastbound on the far right lane of a physically divided two-way",3,35,"D",1," 35D"
"195",27,"roadway with three lanes in each direction.  V2 was traveling eastbound on the",3,35,"D",2," 35D"
"196",27,"same roadway behind V1.  V1 stopped due to a flat tire, when the front plane of",3,35,"D",3," 35D"
"197",27,"V2 impacted the back of V2.",3,35,"D",4," 35D"
"198",27,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V1",3,36,"F",1," 36F"
"199",27,"attempted to park on the eastern parking lane, when V1 mounted the curb, and the",3,36,"F",2," 36F"
"200",27,"front plane impacted a brick wall, and then the front plane impacted a steel",3,36,"F",3," 36F"
"201",27,"fence.",3,36,"F",4," 36F"
"202",27,"V1 was traveling westbound in the right lane of a physically divided two way",3,37,"H",1," 37H"
"203",27,"roadway with three lanes of travel in each direction.  V2 was also traveling on",3,37,"H",2," 37H"
"204",27,"the same roadway in the center lane in back of V1.  On this roadway, the frontal",3,37,"H",3," 37H"
"205",27,"plane of V2 impacted the left side plane of V1.",3,37,"H",4," 37H"
"206",27,"V1was traveling north approaching an intersection, when V2 entered the",4,1,"G",1,"  1G"
"207",27,"intersection to turn southbound.  The front of V1 impacted the front of V2, V2",4,1,"G",2,"  1G"
"208",27,"continued and then fled the scene.",4,1,"G",3,"  1G"
"209",27,"V1 was traveling southbound, V2 was traveling northbound when V2 lost traction",4,2,"D",1,"  2D"
"210",27,"an an icey roadway.  V2 rotated counterclockwise, crossed the center line and",4,2,"D",2,"  2D"
"211",27,"the right side of V2 impacted the left side of V1",4,2,"D",3,"  2D"
"212",27,"V1 was traveling northbound, V2 was traveling southbound on the icy road.  V2",4,3,"K",1,"  3K"
"213",27,"departed his lane to the left and the front of V2 impacted the front of V1.. The",4,3,"K",2,"  3K"
"214",27,"vehicles continued to rotate and the left side of V2 impacted the right side of",4,3,"K",3,"  3K"
"215",27,"V1.",4,3,"K",4,"  3K"
"216",27,"V1 was traveling southbound. V2 was exiting the mall, initiating a left turn",4,4,"J",1,"  4J"
"217",27,"across the path of V1. After impact V2 rotated counter-clockwise, striking the",4,4,"J",2,"  4J"
"218",27,"curb, a traffic light standard and a traffic sign on the median.",4,4,"J",3,"  4J"
"219",27,"V1 was exiting a shopping center attempting to turn southbound, V2 was traveling",4,5,"J",1,"  5J"
"220",27,"northbound.  As V2 was traveling, V1 began her turn and the front of V2",4,5,"J",2,"  5J"
"221",27,"impacted the left side of V1.",4,5,"J",3,"  5J"
"222",27,"V1 was traveling southbound when the driver lost control on black ice and hit a",4,6,"D",1,"  6D"
"223",27,"tree.  The vehicle continued to rotate clockwise coming to rest in the middle of",4,6,"D",2,"  6D"
"224",27,"the road.",4,6,"D",3,"  6D"
"225",27,"V1 was westbound attempting to make a left turn into a driveway.  V2 was",4,7,"C",1,"  7C"
"226",27,"traveling eastbound.  V1 initiated the left turn into the path of V2 when the",4,7,"C",2,"  7C"
"227",27,"vehicles collided.",4,7,"C",3,"  7C"
"228",27,"V1 was traveling northbound, V2 was traveling westbound.  As V1 was passing",4,8,"K",1,"  8K"
"229",27,"through the intersection, V2, unable to stop due icy road conditions, entered",4,8,"K",2,"  8K"
"230",27,"the intersection and the front of V2 impacted the right side of V1.",4,8,"K",3,"  8K"
"231",27,"V1 was traveling eastbound through an intersection.  V2  was traveling north",4,9,"E",1,"  9E"
"232",27,"turning left at the intersection.  Both vehicles proceeded into intersection",4,9,"E",2,"  9E"
"233",27,"where they collided.",4,9,"E",3,"  9E"
"234",27,"V1 was traveling westbound on an icy road when the vehicle slid clockwise and",4,10,"H",1," 10H"
"235",27,"the vehicle impacted a tree.",4,10,"H",2," 10H"
"236",27,"V1 was traveling Southbound in the left lane.  V2 was traveling Southbound in",4,11,"E",1," 11E"
"237",27,"the right lane.  V1 attempted to change lanes and the vehicles collided.  Both",4,11,"E",2," 11E"
"238",27,"vehicles departed the roadway to the right after the collision into a wooded",4,11,"E",3," 11E"
"239",27,"area.",4,11,"E",4," 11E"
"240",27,"V1 was traveling westbound, V2 was traveling eastbound.  V1 attempted to turn",4,12,"H",1," 12H"
"241",27,"southbound when the front of V2 impacted the right side of V1",4,12,"H",2," 12H"
"242",27,"V1 and V2 were both traveling southbound when the front of V2 impacted the rear",4,13,"E",1," 13E"
"243",27,"of V1.",4,13,"E",2," 13E"
"244",27,"V2 was heading West.  V1 was also heading West.  V2 was slowing down to make a",4,14,"F",1," 14F"
"245",27,"right turn into a driveway.  V1 was not able to stop in time and the vehicles",4,14,"F",2," 14F"
"246",27,"collided.",4,14,"F",3," 14F"
"247",27,"V1 was traveling northbound, V2 was traveling eastbound.  As V2 was passing",4,15,"K",1," 15K"
"248",27,"through the intersection, V1 entered attempting to turn westbound and the front",4,15,"K",2," 15K"
"249",27,"of V2 impacted the left side of V1.",4,15,"K",3," 15K"
"250",27,"V1 was traveling East behind V2.  V2 was stopped in traffic, facing East.  V1",4,16,"G",1," 16G"
"251",27,"was not able to stop in time and the vehicles collided.",4,16,"G",2," 16G"
"252",27,"V1 was traveling eastbound, V2 and V3 were both traveling southbound.  As V2 and",4,17,"D",1," 17D"
"253",27,"V3 proceeded through the intersection, V1 entered and the front of V1 impacted",4,17,"D",2," 17D"
"254",27,"the right side of V2.  V2's left side then impacted the right side of V3 causing",4,17,"D",3," 17D"
"255",27,"V3 to overturn.",4,17,"D",4," 17D"
"256",27,"V1 was travelling North. V2 was travelling South.  V2 attempted to make a left",4,18,"F",1," 18F"
"257",27,"turn in the path of V1 when the vehicles collided.",4,18,"F",2," 18F"
"258",27,"V1 was traveling northbound, V2 and V3 were traveling southbound with V2 in the",4,19,"K",1," 19K"
"259",27,"fast lane.  V1 departed its lane to the left and the front of V1 impacted a sign",4,19,"K",2," 19K"
"260",27,"post, continued into the southbound lane and impacted the front of V2.  V1 then",4,19,"K",3," 19K"
"261",27,"rotated clockwise into the right northbound lane coming to rest, where the",4,19,"K",4," 19K"
"262",27,"front of V1 was sideswiped by the right front of V3.",4,19,"K",5," 19K"
"263",27,"V1 and V2 were both traveling east. V1 was continuing straight and V2 made a",4,20,"G",1," 20G"
"264",27,"lane change and the vehicles collided.",4,20,"G",2," 20G"
"265",27,"Vehicle 1 was traveling South crossing the intersection.  Vehicle 2 was facing",4,21,"K",1," 21K"
"266",27,"North and was attempting to make a left turn at the intersection.  V2 crossed",4,21,"K",2," 21K"
"267",27,"the path of V1 in the intersection and the vehicles collided.",4,21,"K",3," 21K"
"268",27,"V1 was traveling northbound, V2 was traveling eastbound.  As V2 was passing",4,22,"K",1," 22K"
"269",27,"through the intersection, V1 entered and the front of V2 impacted the left side",4,22,"K",2," 22K"
"270",27,"of V1.",4,22,"K",3," 22K"
"271",27,"Vehicle 1 was traveling southbound on roadway approaching intersection.  Vehicle",5,1,"G",1,"  1G"
"272",27,"2 was facing eastbound and proceeded into intersection attempting to turn left",5,1,"G",2,"  1G"
"273",27,"and travel northbound.  The front of vehicle 1 contacted the left side of",5,1,"G",3,"  1G"
"274",27,"vehicle 2.",5,1,"G",4,"  1G"
"275",27,"Vehicle 1 was traveling northbound on roadway attempting to make a left turn at",5,2,"F",1,"  2F"
"276",27,"an intersection.  Vehicle 2 was traveling southbound on same roadway attempting",5,2,"F",2,"  2F"
"277",27,"to continue southbound through intersection. The front of V1 contacted the front",5,2,"F",3,"  2F"
"278",27,"of V2.",5,2,"F",4,"  2F"
"279",27,"V1 traveled off the right edge of the road. The curb damaged the right rear tire",5,3,"E",1,"  3E"
"280",27,"and then the front of v1 contacted a utility pole head on.",5,3,"E",2,"  3E"
"281",27,"V1 crossed through an intersection contacting V2 which was legally parked on the",5,4,"H",1,"  4H"
"282",27,"left hand side.",5,4,"H",2,"  4H"
"283",27,"V2 was traveling straight through an intersection. V1 was making a left hand",5,5,"F",1,"  5F"
"284",27,"turn from the crossing street intending to travel in the same direction as V2.",5,5,"F",2,"  5F"
"285",27,"The front of V2 contacted V1 on the front right corner.  V1 and V2 then",5,5,"F",3,"  5F"
"286",27,"contacted each other in a side slap type pattern before coming to final rest.",5,5,"F",4,"  5F"
"287",27,"Vehicle 1 was traveling southbound on roadway in lane 2.  Vehicle 1 swerved",5,6,"H",1,"  6H"
"288",27,"right to avoid a vehicle and departed lane right, then departed lane right and",5,6,"H",2,"  6H"
"289",27,"departed roadway right.  While rotating clockwise the front of vehicle 1",5,6,"H",3,"  6H"
"290",27,"contacted a 30cm high ""W"" beam guardail then continued to rotate clockwise and",5,6,"H",4,"  6H"
"291",27,"the back right of vehicle 1 contacted the same guardrail.",5,6,"H",5,"  6H"
"292",27,"Vehicle 1 was traveling eastbound on roadway negotiating a curve.  Vehicle 1",5,7,"H",1,"  7H"
"293",27,"departed roadway right side and the front of vehicle 1 contacted multiple",5,7,"H",2,"  7H"
"294",27,"bushes, a 15cm tree, and a 60cm tree.",5,7,"H",3,"  7H"
"295",27,"Vehicle 2 and 3 were stopped at a red light facing eastbound on roadway.",5,8,"F",1,"  8F"
"296",27,"Vehicle 1 was traveling eastbound on same roadway.  The front of vehicle 1",5,8,"F",2,"  8F"
"297",27,"contacted the back of vehicle 2, then the front of vehicle 2 contacted the back",5,8,"F",3,"  8F"
"298",27,"of vehicle 3.",5,8,"F",4,"  8F"
"299",27,"V2 was attempting a left hand turn out of a private driveway.  V2 pulled out in",5,9,"G",1,"  9G"
"300",27,"front of V2. V2 struck V1 on the front left side.",5,9,"G",2,"  9G"
"301",27,"V1 was negotiating a left hand curve in the road.  V1 traveled off the edge of",5,10,"H",1," 10H"
"302",27,"the right side of the road where the right side of V1 struck a guardrail.  After",5,10,"H",2," 10H"
"303",27,"contacting the guardrail V1 continued back onto the roadway and the front of V1",5,10,"H",3," 10H"
"304",27,"contacted the left rear tire of V2.",5,10,"H",4," 10H"
"305",27,"Vehicle 1 was traveling eastbound through intersection.  Vehicle 2 was traveling",5,11,"K",1," 11K"
"306",27,"northbound through same intersection.  The front of vehicle 1 contacted the",5,11,"K",2," 11K"
"307",27,"left side of vehicle 2.",5,11,"K",3," 11K"
"308",27,"V1 was crossing through an intersection that did not have a functioning traffic",5,12,"E",1," 12E"
"309",27,"signal.  V2 was attempting to pass through the intersection when the front of V2",5,12,"E",2," 12E"
